journal,year,title,authors,abstract,url
Journal of European Economic Association,2023,FBBVA Lecture 2023. The Importance of Modeling Income Taxes over Time: U.S. Reforms and Outcomes,"Margherita Borella, Mariacristina De Nardi, Michael Pak, Nicolo Russo and Fang Yang","The structure of taxes and their burden have undergone large and frequent changes over time. We provide a brief history of U.S. federal income tax reform since the 1960s, calculate effective federal income tax rates for each wave of the Panel Study of Income Dynamics, and discuss how effective taxation changed from 1969 to 2016. We show that most tax regimes are short-lived and that the variation in taxes over time and across groups is large. We also use an estimated dynamic model of couples and singles to show that the various tax regimes that we estimate imply very different labor market and saving behavior. These findings stress the importance of studying and modeling tax changes over time and across groups.",http://hdl.handle.net/10.1093/jeea/jvad053
Journal of European Economic Association,2023,Presidential Address 2023: The Beauty of Uncertainty: The Rise of Insurance Contracts and Markets in Medieval Europe,"Maristella Botticini, Pietro Buri and Massimo Marinacci","Maritime insurance developed in medieval Europe is the ancestor of all forms of insurance that appeared subsequently. We address the question of why modern insurance was first invented in medieval Europe, and neither earlier nor elsewhere. Drawing from insights from the literature on uncertainty aversion, we show that medieval merchants had to bear more frequently natural risks (they traveled longer distances) and new human risks with unknown probabilities (they faced unpredictable attacks by corsairs due to increased political fragmentation and commercial competition in Europe). The increased demand for protection in medieval seaborne trade met the supply of protection by a small group of wealthy merchants with a broad information network who could pool risks and profit from selling protection through a novel business device: the insurance contract. A new market—the market for insurance—was then born. Next, analyzing more than 7,000 insurance contracts redacted by notaries and about 100 court proceedings housed in the archives of Barcelona, Florence, Genoa, Palermo, Prato, and Venice, we study the main features of medieval trade, the type of risks faced by merchants, and the characteristics of insurance contracts and markets from 1340 to 1500.The empirical analysis delivers two main findings. First, risks related to human activities (e.g., attacks by corsairs) seem to have had a relatively greater impact on insurance premia compared to natural risks (proxied by seasonal risks). Second, distance mattered but the route seems to have had a greater impact on insurance premia. Specific routes (e.g., in the Tyrrhenian and the western Mediterranean) were more plagued by human risks, which were harder to avoid for the majority of merchants who did not have a broad information network compared to the few wealthy merchants, who became the key players in selling insurance in the early stages of the development of insurance markets.",http://hdl.handle.net/10.1093/jeea/jvad059
Journal of European Economic Association,2023,Marshall Lecture 2023: Behavioral Macroeconomics via Sparse Dynamic Programming,Xavier Gabaix,"This paper proposes a tractable way to model boundedly rational dynamic programming. The agent uses an endogenously simplified, or “sparse,” model of the world and the consequences of his actions and acts according to a behavioral Bellman equation. The framework yields a behavioral version of some of the canonical models in macroeconomics and finance. In the life-cycle model, the agent initially does not pay much attention to retirement and undersaves; late in life, he progressively saves more, generating realistic dynamics. In the consumption-savings model, the consumer decides to pay little or no attention to the interest rate and more attention to his income. Ricardian equivalence and the Lucas critique partially fail because the consumer may not pay full attention to taxes and policy changes. In a Merton-style dynamic portfolio choice problem, the agent endogenously pays limited or no attention to the varying equity premium and hedging demand terms. Finally, in the neoclassical growth model, agents act on a simplified model of the macroeconomy; in equilibrium, fluctuations are larger and more persistent.",http://hdl.handle.net/10.1093/jeea/jvad057
Journal of European Economic Association,2023,What do Happiness Data Mean? Theory and Survey Evidence,"Daniel J Benjamin, Jakina Guzman, Marc Fleurbaey, Ori Heffetz and Miles Kimball","What utility notion—e.g. flow/lifetime, self/family-centered—do self-reported well-being (SWB) questions measure? Existing applications make different assumptions regarding the (i) life domains, (ii) time horizons, and (iii) other-regarding preferences captured by SWB data. To obtain relevant evidence, we ask survey respondents what they had in mind regarding (i)–(iii) when answering commonly used—life satisfaction, happiness, ladder—and new SWB questions. We find that respondents’ self-reports differ from researchers’ assumptions and differ across SWB questions and sociodemographic groups. At the same time, simple SWB-question wording tweaks are effective in moving self-reports toward desired interpretations. We outline actionable suggestions for SWB researchers. (JEL: D69, D90, I31)",http://hdl.handle.net/10.1093/jeea/jvad026
Journal of European Economic Association,2023,"Recruitment Policies, Job-Filling Rates, and Matching Efficiency","Carlos Carrillo-Tudela, Hermann Gartner and Leo Kaas","Recruitment intensity is important for the matching process in the labor market. Using unique linked survey–administrative data, we investigate the relationships between hiring and recruitment policies at the establishment level. Faster hiring goes along with higher search effort, lower hiring standards, and more generous wages. We develop a directed search model that links these patterns to the employment adjustments of heterogeneous firms. The model provides a novel structural decomposition of the matching function that we use to evaluate the relative importance of these recruitment policies at the aggregate level. The calibrated model shows that hiring standards play an important role in explaining differences in matching efficiency across labor markets defined as region/skill cross-products and for the impact of labor market policy, whereas search effort and wage policies play only a minor role.",http://hdl.handle.net/10.1093/jeea/jvad034
Journal of European Economic Association,2023,Bubbles and Stagnation,Inês Xavier,"This paper studies the consequences of asset bubbles for economies that are vulnerable to persistent stagnation. Stagnation is the result of a shortage of assets that creates an oversupply of savings and puts downward pressure on the level of interest rates. Once the zero lower bound on the nominal interest rate binds, the real rate cannot adjust further downward, forcing output to fall instead. In such context, bubbles are useful as they expand the supply of assets, absorb excess savings, and raise the natural interest rate—the real rate that is compatible with full employment—crowding in consumption and raising welfare. However, a risky bubble that can collapse with positive probability is smaller and less effective in doing so than a safe bubble. In this case, fiscal policy in the form of promised bailout transfers in case of a bubble collapse, can support an existing bubble and improve its size.",http://hdl.handle.net/10.1093/jeea/jvad024
Journal of European Economic Association,2023,Pandemic Recessions and Contact Tracing,Leonardo Melosi and Matthias Rottner,"We study contact tracing in a new macro-epidemiological model with asymptomatic transmission and limited testing capacity. Contact tracing is a testing strategy that aims to reconstruct the infection chain of newly symptomatic agents. This strategy may be unsuccessful because of an externality leading agents to expand their interactions at rates exceeding policymakers’ ability to test all the traced contacts. Complementing contact tracing with timely deployed containment measures (e.g., social distancing or a tighter quarantine policy) corrects this externality and delivers outcomes that are remarkably similar to the benchmark case where tests are unlimited. We provide theoretical underpinnings to the risk of becoming infected in macro-epidemiological models. Our methodology to reconstruct infection chains is not affected by curse-of-dimensionality problems.",http://hdl.handle.net/10.1093/jeea/jvad013
Journal of European Economic Association,2023,Carbon Taxation and Greenflation: Evidence from Europe and Canada,Maximilian Konradt and Beatrice Weder,"This paper studies the effects of carbon pricing on inflation dynamics. We construct a sample of carbon taxes implemented in Europe and Canada over three decades and estimate the response of inflation and price components to carbon pricing. Our empirical results suggest that carbon taxes did not significantly increase inflation, with dynamic effects estimated around zero in most specifications. Instead we find support for relative price changes, increasing the cost of energy but leaving the price of other goods and services unaffected. This is consistent with previous findings on the limited aggregate economic costs of carbon taxes. Based on the cross-section of taxes in Europe, we provide suggestive evidence that the response of inflation was especially muted in countries with revenue-neutral carbon taxes and autonomous central banks that can accommodate potential inflationary pressure associated with carbon pricing.",http://hdl.handle.net/10.1093/jeea/jvad020
Journal of European Economic Association,2023,American Indian Casinos and Native American Self-Identification,Francisca M Antman and Brian Duncan,"This paper links Native American racial self-identification with the rise in tribal gaming across the United States. We find that state policy changes allowing tribes to open casinos are associated with an increase in the probability that individuals with American Indian ancestors will self-identify as Native American and a decrease in the probability that individuals with no American Indian ancestry will self-identify as Native American. Moreover, we find that the magnitudes of the impacts are increasing in the strength of American Indian ancestral ties. Similar results hold when causal identification comes from American Indian casino openings across states over time and suggestive evidence shows stronger impacts if casinos are likely to pay per capita dividend payments to their members. These results are consistent with a conceptual framework in which we tie racial identification to economic motivations as well as social stigma associated with affiliating with a racial group for those without documented ancestral ties. Our results underscore the importance of economic incentives and social factors underlying the individual choice of racial identity.",http://hdl.handle.net/10.1093/jeea/jvad018
Journal of European Economic Association,2023,"Monetary Policy, Corporate Finance, and Investment","James Cloyne, Clodomiro Ferreira, Maren Froemel and Paolo Surico","In response to a change in interest rates, younger firms not paying dividends adjust both their capital expenditure and borrowing significantly more than older firms paying dividends. The reason is that the debt of younger non-dividend payers is far more sensitive to fluctuations in collateral values, which are significantly affected by monetary policy. The results are robust to a wide range of possible confounding factors. Other channels, including movements in interest payments, product demand, profitability, and mark-ups, are also significant but seem unlikely to explain the heterogeneity in the response of capital expenditure. Our findings suggest that these types of financial frictions play an important role in the transmission of monetary policy.",http://hdl.handle.net/10.1093/jeea/jvad009
