journal,year,title,authors,abstract,url
Journal of Economic Literature,2024,Social Protection in the Developing World,"Abhijit Banerjee, Rema Hanna, Benjamin A. Olken and Diana Sverdlin Lisker","Social protection programs have become increasingly widespread in low- and middle-income countries, with their own distinct characteristics to match the environments in which they are operating. This paper reviews the growing literature on the design and impact of these programs. We review how to identify potential beneficiaries given the large informal sector, the design and implementation of redistribution and income support programs, and the challenges and potential of social insurance. We use our frameworks as a guide for consolidating and organizing the existing literature and also to highlight areas and questions for future research.",https://www.aeaweb.org/doi/10.1257/jel.20241646
Journal of Economic Literature,2024,The Economics of Social Media,"Guy Aridor, Rafael Jiménez-Durán, Ro'ee Levy and Lena Song","We provide a guide to the burgeoning literature on the economics of social media. We first define social media platforms and highlight their unique features. We then synthesize the main lessons from the empirical economics literature and organize them around the three stages of the life cycle of content: (i) production, (ii) distribution, and (iii) consumption. Under production, we discuss how incentives affect content produced on and off social media and how harmful content is moderated. Under distribution, we discuss the social network structure, algorithms, and targeted advertisements. Under consumption, we discuss how social media affects individuals who consume its content and society at large, and explore consumer substitution patterns across platforms. Throughout the guide, we examine case studies on the deterrence of misinformation, segregation, political advertisements, and the effects of social media on political outcomes. We conclude with a brief discussion of the future of social media.",https://www.aeaweb.org/doi/10.1257/jel.20241743
Journal of Economic Literature,2024,The Origins of Enduring Economic Inequality,Samuel Bowles and Mattia Fochesato,"We survey archaeological evidence suggesting that among hunter-gatherers and farmers in Neolithic western Eurasia (11,700 to 5,300 years ago) elevated levels of wealth inequality occurred but were ephemeral and rare compared to the substantial enduring inequalities of the past five millennia. In response, we seek to understand not the de novo ""creation of inequality"" but instead the processes by which substantial wealth differences could persist over long periods and why this occurred only at the end of the Neolithic, at least four millennia after the agricultural revolution. Archaeological and anthropological evidence suggests that a culture of aggressive egalitarianism may have thwarted the emergence of enduring wealth inequality until the Late Neolithic, when new farming technologies raised the value of material wealth relative to labor and a concentration of elite power in early proto-states (and eventually the exploitation of enslaved labor) provided the political and economic conditions for heightened wealth inequalities to endure.",https://www.aeaweb.org/doi/10.1257/jel.20241718
Journal of Economic Literature,2024,The Changing Identities of American Wives and Mothers,"Jeanne Lafortune, Laura Salisbury and Aloysius Siow","Over the last century, resource allocations within families changed significantly, as did marriage matching patterns. College-educated women became more likely to marry (and, to a lesser extent, have children) than less educated women. A large literature documents these patterns and proposes a variety of explanations. We review this literature. Then, we provide a unified empirical framework, which can integrate these mechanisms. We demonstrate the usefulness of that framework by employing it in decennial US censuses and showing that a combination of technological changes that increased the value of children's education and enabled more educated women to devote more time to child-rearing are consistent with multiple behavioral changes within marriage, on the marriage market, and before marriage.",https://www.aeaweb.org/doi/10.1257/jel.20231648
Journal of Economic Literature,2024,Should They Compete or Should They Cooperate? The View of Agency Theory,"Pierre Fleckinger, David Martimort and Nicolas Roux","What is the most efficient way of designing incentives in an organization? Over the past five decades, agency theory has provided various answers to this crucial question. This line of research suggests that, depending on the organizational context, the optimal approach to providing incentives may involve either relying on collective compensations or, conversely, employing relative performance evaluations. In the first scenario, cooperation among agents is the key aspect of the organization. In the second, competition prevails. This paper provides a comprehensive overview of this extensive literature with the aim of understanding the conditions under which one or the other type of incentive schemes is more desirable for the principal of the organization. To this end, we use a flexible and versatile model capable of addressing a wide range of scenarios characterized by different technologies, information constraints, and behavioral norms.",https://www.aeaweb.org/doi/10.1257/jel.20241678
Journal of Economic Literature,2024,Soviet Mathematics and Economic Theory in the Past Century: A Historical Reappraisal,Ivan Boldyrev,"What are the effects of authoritarian regimes on scholarly research in economics? And how might economic theory survive ideological pressures? This article addresses these questions by focusing on the mathematization of economics over the past century and drawing on the history of Soviet science. Mathematics in the USSR remained internationally competitive and generated many ideas that were taken up and played important roles in economic theory. These same ideas, however, were disregarded or adopted only in piecemeal fashion by Soviet economists, despite the efforts of influential scholars to change the economic research agenda. The article draws this contrast into sharper focus by exploring the work of Soviet mathematicians in optimization, game theory, and probability theory that was used in Western economics. While the intellectual exchange across the Iron Curtain did help advance the formal modeling apparatus, economics could only thrive in an intellectually open environment absent under Soviet rule.",https://www.aeaweb.org/doi/10.1257/jel.20241699
Journal of Economic Literature,2024,Can Massive Technological Progress Hurt Workers? A Review of Power and Progress by Daron Acemoglu and Simon Johnson,Fiona Scott Morton,"This book offers a radical thesis: Technological innovation often benefits elites while worsening conditions for workers, challenging the common view that technology always improves living standards. Through historical transitions like the Industrial Revolution, the authors illustrate how innovations have frequently led to worker exploitation. They argue that governance, rather than competition, determines whether technological advances benefit society. In the digital age, platforms exploit user data without fair compensation, causing harm through addictive services and poor regulation. The book calls for stronger regulations to protect consumers and ensure that innovation aligns with societal well-being, especially as artificial intelligence spreads.",https://www.aeaweb.org/doi/10.1257/jel.20241761
Journal of Economic Literature,2024,"Bajoghli, Narges; Vali Nasr, Djavad Salehi-Isfahani, and Ali Vaez. How Sanctions Work: Iran and the Impact of Economic Warfare",Kimberly Ann Elliott,,https://www.aeaweb.org/articles?id=10.1257/jel.62.4.1682.r1
Journal of Economic Literature,2024,"Fairlie, Robert W.; Zachary Kroff, Javier Miranda, and Nikolas Zolas. The Promise and Peril of Entrepreneurship: Job Creation and Survival among US Startups",Shai Bernstein,,https://www.aeaweb.org/doi/10.1257/jel.62.4.1682.r2
Journal of Economic Literature,2024,James Gerber. Border Economies: Cities Bridging the U.S.–Mexico Divide,Madeline Zavodny,,https://www.aeaweb.org/doi/10.1257/jel.62.4.1682.r3
Journal of Economic Literature,2024,"Diana B. Henriques. Taming the Street: The Old Guard, the New Deal, and FDR's Fight to Regulate American Capitalism",Caroline Fohlin,,https://www.aeaweb.org/doi/10.1257/jel.62.4.1682.r4
Journal of Economic Literature,2024,Simon Hinrichsen. When Nations Can’t Default: A History of War Reparations and Sovereign Debt,Satyajit Chatterjee,,https://www.aeaweb.org/doi/10.1257/jel.62.4.1682.r5
Journal of Economic Literature,2024,"Paul Seabright. The Divine Economy: How Religions Compete for Wealth, Power, and People",Sascha Becker,,https://www.aeaweb.org/doi/10.1257/jel.62.4.1682.r6
Journal of Economic Literature,2024,Paul E. Smaldino. Modeling Social Behavior: Mathematical and Agent-Based Models of Social Dynamics and Cultural Evolution,Alberto Bisin,,https://www.aeaweb.org/doi/10.1257/jel.62.4.1682.r7
Journal of Economic Literature,2024,New Advances on an Old Question: Does Money Matter for Children's Outcomes?,Marianne Page,"Family income is a positive predictor of children's health, human capital, and later-life earnings, but determining the extent to which these associations reflect causal effects is challenging. A recent wave of natural and randomized experiments, together with increased accessibility of large-scale administrative data, are allowing us to gain new perspectives about the importance of families' monetary resources in the United States and other high-income countries. This review pulls the emerging literature together to provide deeper insights into what we know, and what we don't know, about the extent to which policies that provide more generous income transfers could make a difference to children's life chances. My reading of the evidence suggests that policies providing financial resources to economically vulnerable families have the potential to improve children's outcomes. The magnitude of predicted impacts varies considerably across studies, however, and may be related to specific features of the income-generating event that researchers' leverage.",https://www.aeaweb.org/doi/10.1257/jel.20231553
Journal of Economic Literature,2024,A Review of the Economics of Sexual Orientation and Gender Identity,"M. V. Lee Badgett, Christopher S. Carpenter, Maxine J. Lee and Dario Sansone","This article reviews the growing literature on the economics of sexual orientation and gender identity, a field that did not exist thirty years ago. We summarize, evaluate, and synthesize the literature on LGBTQ+ peoples' economic lives and livelihoods across key decision points in the life course: human capital investments, family formation and dissolution, and labor market activities. We identify common themes and patterns in the literature and outline important areas for further inquiry.",https://www.aeaweb.org/doi/10.1257/jel.20231668
Journal of Economic Literature,2024,Bounded Rationality in Choice Theory: A Survey,Geoffroy de Clippel and Kareen Rozen,"A vibrant literature incorporates elements of bounded rationality into choice theory. We survey this work, discussing five central ways in which the literature has modeled departures from the rational choice procedure. We discuss the variety of purposes axiomatic choice characterizations serve for these positive theories, delve into experimental tests, synthesize the welfare debate, and assess important future directions.",https://www.aeaweb.org/doi/10.1257/jel.20231592
Journal of Economic Literature,2024,Information Cascades and Social Learning,"Sushil Bikhchandani, David Hirshleifer, Omer Tamuz and Ivo Welch","Social learning is the updating of beliefs based on observation of others. Such observation can lead to efficient aggregation of information, but also to inaccurate decisions, fragility of mass behaviors, and, in the case of information cascades, to complete blockage of learning. We review the theory of information cascades and social learning and discuss important themes, insights, and applications of this literature as it has developed over the last 30 years. We also highlight open questions and promising directions for further theoretical and empirical exploration.",https://www.aeaweb.org/doi/10.1257/jel.20241472
