journal,year,title,authors,abstract,url
Journal of Finance,2024,Presidential Address: Macrofinance and Resilience,Markus K. Brunnermeier,"This address reviews macrofinance from the perspective of resilience. It argues for a shift in mindset, away from risk management toward resilience management. It proposes a new resilience measure, and contrasts micro‐ and macro‐resilience. It also classifies macrofinance models in first‐ (log‐linearized) and second‐generation models, and links the important themes of macrofinance to resilience.",https://doi.org/10.1111/jofi.13403
Journal of Finance,2024,"Mortgage Lock‐In, Mobility, and Labor Reallocation",Julia Fonseca and Lu Liu,"We study the impact of rising mortgage rates on mobility and labor reallocation. Using individual‐level credit record data and variation in the timing of mortgage origination, we show that a 1 percentage point decline in the difference between mortgage rates locked in at origination and current rates reduces moving by 9% overall and 16% between 2022 and 2024, and this relationship is asymmetric. Mortgage lock‐in also dampens flows in and out of self‐employment and the responsiveness to shocks to nearby employment opportunities that require moving, measured as wage growth within a 50‐ to 150‐mile ring and instrumented with a shift‐share instrument.",https://doi.org/10.1111/jofi.13398
Journal of Finance,2024,Financial Sophistication and Consumer Spending,Adam Tejs Jørring,"Using detailed account‐level data, this paper explores how financial sophistication affects consumers' spending responses to changes in income. I document that, controlling for liquidity, financially unsophisticated consumers display significant spending responses to predictable decreases in their disposable income. Furthermore, they have lower savings rates, fewer liquid savings, and higher debt‐to‐income ratios, leaving them more exposed to income shocks. Robustness tests, supported by anecdotal survey evidence, indicate that these results are driven by some consumers' lack of financial sophistication and their consequent failure to understand their financial contracts, rather than by random idiosyncratic shocks, rational liquidity management, or optimal inattention.",https://doi.org/10.1111/jofi.13393
Journal of Finance,2024,"Time‐Consistent Individuals, Time‐Inconsistent Households",Andrew Hertzberg,"I present a model of consumption and savings for a multiperson household in which members are imperfectly altruistic, derive utility from both private and shared public goods, and share wealth. I show that, despite having standard exponential time preferences, the household is time‐inconsistent: Members save too little and overspend on private consumption goods. The household remains time‐inconsistent even when members save separately, because the possibility of voluntary transfers or joint contribution to the public good preserves the dynamic commons problem. The household will choose to share wealth when the risk‐sharing benefits outweigh the utility cost of overconsumption.",https://doi.org/10.1111/jofi.13392
Journal of Finance,2024,A Multifactor Perspective on Volatility‐Managed Portfolios,"DeMIGUEL Victor, Alberto Martín‐utrera and Raman Uppal","Moreira and Muir question the existence of a strong risk‐return trade‐off by showing that investors can improve performance by reducing exposure to risk factors when their volatility is high. However, Cederburg et al. show that these strategies fail out‐of‐sample, and Barroso and Detzel show they do not survive transaction costs. We propose a conditional multifactor portfolio that outperforms its unconditional counterpart even out‐of‐sample and net of costs. Moreover, we show that factor risk prices generally decrease with market volatility. Our results demonstrate that the breakdown of the risk‐return trade‐off is more puzzling than previously thought.",https://doi.org/10.1111/jofi.13395
Journal of Finance,2024,Bonds versus Equities: Information for Investment,"Huifeng Chang, Adrien D'Avernas and Andrea L. Eisfeldt","We provide a simple model of investment by a firm funded with debt and equity and empirical evidence to demonstrate that, once we control for the debt overhang problem with credit spreads, asset volatility is an unambiguously positive signal for investment, while equity volatility sends a mixed signal: Elevated volatility raises the option value of equity and increases investment for financially sound firms, but exacerbates debt overhang and decreases investment for firms close to default. Our study provides a simple unified understanding of the structural and empirical relationships between investment, credit spreads, equity versus asset volatility, leverage, and Tobin's q$q$.",https://doi.org/10.1111/jofi.13396
Journal of Finance,2024,Putting the Price in Asset Pricing,Thummim Cho and Christopher Polk,"We propose a novel way to estimate a portfolio's abnormal price, the percentage gap between price and the present value of dividends computed with a chosen asset pricing model. Our method, based on a novel identity, resembles the time‐series estimator of abnormal returns, avoids the issues in alternative approaches, and clarifies the role of risk and mispricing in long‐horizon returns. We apply our techniques to study the cross‐section of price levels relative to the capital asset pricing model (CAPM) and find that a single characteristic, adjusted value, provides a parsimonious model of CAPM‐implied abnormal price.",https://doi.org/10.1111/jofi.13391
Journal of Finance,2024,Liquidity Transformation and Fragility in the U.S. Banking Sector,"Qi Chen, Itay Goldstein, Zeqiong Huang and Rahul Vashishtha","Liquidity transformation, a key role of banks, is thought to increase fragility, as uninsured depositors face an incentive to withdraw money before others (a so‐called panic run). Despite much theoretical work, however, there is little empirical evidence establishing this mechanism. In this paper, we provide the first large‐scale evidence of this mechanism. Banks that engage in more liquidity transformation exhibit higher fragility, as captured by stronger sensitivities of uninsured deposit flows to bank performance and greater levels of uninsured deposit outflows when performance is poor. We also explore the effects of deposit insurance and systemic risk.",https://doi.org/10.1111/jofi.13390
Journal of Finance,2024,Currency Management by International Fixed‐Income Mutual Funds,Clemens Sialm and Qifei Zhu,"Investments in international fixed‐income securities are exposed to significant currency risks. We collect novel data on currency derivatives used by U.S. international fixed‐income funds. We document that while 90% of funds use currency forwards, they hedge, on average, only 18% of their currency exposure. Funds' currency forward positions differ substantially based on risk management demands related to portfolio currency exposure, return‐enhancement motives such as currency momentum and carry trade, and strategic considerations related to past performance and fund clientele. Funds that hedge their currency risk exhibit lower return variability, but do not generate inferior abnormal returns.",https://doi.org/10.1111/jofi.13381
Journal of Finance,2024,Treasury Bill Shortages and the Pricing of Short‐Term Assets,Adrien D'Avernas and Quentin Vandeweyer,"We propose a model of post‐Great Financial Crisis (GFC) money markets and monetary policy implementation. In our framework, capital regulation may deter banks from intermediating liquidity derived from holding reserves to shadow banks. Consequently, money markets can be segmented, and the scarcity of Treasury bills available to shadow banks is the main driver of short‐term spreads. In this regime, open market operations have an inverse effect on net liquidity provision when swapping ample reserves for scarce T‐bills or repos. Our model quantitatively accounts for post‐2010 time series for repo rates, T‐bill yields, and the Fed's reverse repo facility usage.",https://doi.org/10.1111/jofi.13376
