journal,year,title,authors,abstract,url
Journal of European Economic Association,2025,Contracting for Coordination,Marina Halac,"A principal contracts with agents to achieve coordination. Multiple equilibria can in general arise under given contract offers, and the principal wishes to maximize her payoff guarantee across equilibrium outcomes. I discuss recent work on contracting for coordination using a simple, unifying framework. The analysis reveals how the principal’s concern for strategic uncertainty shapes optimal contracts, with implications for discrimination and inequality between agents. I adapt the framework to various settings—including contractible actions, hidden actions, and hidden information—and highlight the relevance of contracting for coordination in applications—including adoption and investment, team incentives, and goods with network externalities.",http://hdl.handle.net/10.1093/jeea/jvaf015
Journal of European Economic Association,2025,Economic Growth in a Cooperative Economy,Thomas Brzustowski and Francesco Caselli,"We develop and formalise an equilibrium concept for a dynamic economy in which production takes place in worker cooperatives. The concept rules out allocations of workers to cooperatives in which a worker in one cooperative could move to a different cooperative and make both herself and the existing workers in the receiving cooperative better off. It also rules out allocations in which workers in a cooperative would be made better off by some of the other workers leaving. We also provide a minimum-information equilibrium-selection criterion, which refines our equilibrium concept. We illustrate the application of our concept and refinement in the context of an overlapping-generation economy with specific preferences and technology. The cooperative economy follows a dynamic path qualitatively similar to the path followed by a capitalist economy, featuring gradual convergence to a steady state with constant output. However, the cooperative economy features a static inefficiency, in that, for a given aggregate capital stock, firm size is smaller than what a social planner would choose. On the other hand, the cooperative economy cannot be dynamically inefficient and could accumulate capital at a rate that is higher or lower than the capitalist economy. As a result, steady-state income per worker could be higher or lower in the cooperative economy. We also present an illustrative calibration, which quantitatively compares steady-state incomes and welfare in a cooperative and in a capitalist economy.",http://hdl.handle.net/10.1093/jeea/jvae050
Journal of European Economic Association,2025,A Simple Theory of Deep Trade Integration,Mathieu Parenti and Gonzague Vannoorenberghe,"Which countries should aim for regulatory cooperation, and to what extent should they pursue it? We develop an imperfectly competitive trade model that accounts for differences in technology and regulatory preferences regarding local consumption externalities across countries. Each country sets unique product standards, and firms incur costs when tailoring products to different markets. Trade occurs when the benefits of comparative advantages outweigh the desire for asymmetric regulations. Our findings indicate that regulatory cooperation, defined as the cooperative setting of standards, is most advantageous for countries with moderate differences in regulatory preferences. Shallow integration, however, falls short of achieving the optimal planner’s solution. Countries with strong comparative advantages in distinct externality-generating goods can pursue deeper regulatory cooperation through mutual regulatory concessions. Additionally, when regulatory preferences are highly dispersed, international cooperation tends to form regulatory blocs.",http://hdl.handle.net/10.1093/jeea/jvae046
Journal of European Economic Association,2025,Life Out of the Shadows: the Impacts of Regularization Programs on the Lives of Forced Migrants,"Ana María Ibáñez, Andrés Moya, María Adelaida Ortega, Sandra V Rozo and Maria José Urbina","We examine the well-being effects of a regularization program offered to half a million Venezuelan forced migrants in Colombia. We collected data on more than 2000 such migrants and compared the well-being of those who arrived in Colombia before and after the date that defined program eligibility. Since this date was announced ex-post and was unknown to the public, we could credibly evaluate the program’s impact. We find that program beneficiaries experienced large improvements in well-being, including consumption per capita (a gain of 48%), monthly labor income (an increase of 22%), and health status (an increment of 1.2 standard deviations). These positive outcomes largely stemmed from improved access to services, particularly the social protection system, subsidized healthcare system, and financial services. We also find that the fiscal costs incurred by the Colombian government for a regularized migrant household are lower than those for an irregular migrant household.",http://hdl.handle.net/10.1093/jeea/jvae044
Journal of European Economic Association,2025,False Narratives and Political Mobilization,"Kfir Eliaz, Simone Galperti and Ran Spiegler","We present an equilibrium model of politics in which political platforms compete over public opinion. A platform consists of a policy, a coalition of social groups with diverse intrinsic attitudes to policies, and a narrative. We conceptualize narratives as subjective models that attribute a commonly valued outcome to (potentially spurious) postulated causes. When quantified against empirical observations, these models generate a shared belief among coalition members over the outcome as a function of its postulated causes. The intensity of this belief and the members’ intrinsic attitudes to the platform’s policy determine the extent to which the coalition is mobilized. Only platforms that generate maximal mobilization prevail in equilibrium. Our equilibrium characterization demonstrates how false narratives can be detrimental to the commonly valued outcome, and how political fragmentation leads to their proliferation. The false narratives that emerge in equilibrium have a flavor of “scapegoating:” They attribute good outcomes to the exclusion of social groups from ruling coalitions.",http://hdl.handle.net/10.1093/jeea/jvae047
Journal of European Economic Association,2025,Bank Capital Regulation in a Zero Interest Environment,Robin Döttling,"How does the zero lower bound on deposit rates (ZLB) affect how banks respond to capital regulation? I study this question in a model in which households value the liquidity services of deposits yet do not accept negative deposit rates. When deposit rates are constrained by the ZLB, tight capital requirements disproportionately hurt franchise values and are therefore less effective in curbing excessive risk taking. The model delivers a novel rationale for “interest-dependent” capital regulation that is optimally laxer when the ZLB binds and tighter when the ZLB is slack but may bind in the future.",http://hdl.handle.net/10.1093/jeea/jvae048
Journal of European Economic Association,2025,The (Un)Importance of Inheritance,"Sandra E Black, Paul J Devereux, Fanny Landaud and Kjell G Salvanes","Transfers from parents—either in the form of gifts or inheritances—have received much attention as a source of inequality. This paper uses administrative data for the population of Norway to examine the share of the Total Inflows (defined as the capitalized sum of net labor income, government transfers, and gifts and inheritances received over the period) accounted for by capitalized gifts and inheritances. Consistent with other work, we find that there is much inequality in the receipt of gifts and inheritances. However, gifts and inheritances represent a small share of Total Inflows; this is true across the distribution of Total Inflows, as well as at all levels of net wealth. Gifts and inheritances are only an important source of income flows among those who have very wealthy parents. Additionally, gifts and inheritances have very little effect on the distribution of Total Inflows, suggesting that inheritance taxes may do little to mitigate inequality.",http://hdl.handle.net/10.1093/jeea/jvae056
Journal of European Economic Association,2025,Price Setting and Price Stickiness: A Behavioral Foundation of Inaction Bands,Georgios Angelis,"This paper puts forward a behavioral theory of price setting where managers maximize perceived profits following a process of mental accounting. The theory predicts a pricing rule that is similar to—but crucially different from—that of a standard menu-cost theory: There is an inaction band, but there are two rather than just one target prices, depending on whether the firm updates its price upwards or downwards. The calibrated model replicates two patterns of price microdata that standard menu-cost models have difficulty accounting for: (i) the distribution of price changes has both small and large price changes and (ii) the hazard function of price changes is downward sloping initially, that is, firms that have just recently changed their price have a higher probability of changing it again, while this probability becomes constant thereafter.",http://hdl.handle.net/10.1093/jeea/jvae049
Journal of European Economic Association,2025,Application Barriers and the Socioeconomic Gap in Child Care Enrollment,"Henning Hermesifo, Philipp Lergetporer, Frauke Peter and Simon Wiederhold","Why are children with lower socioeconomic status (SES) substantially less likely to be enrolled in child care? We study whether barriers in the application process work against lower-SES children—the group known to benefit strongest from child care enrollment. In an RCT in Germany with highly subsidized child care (), we offer treated families information and personal assistance for applications. We find substantial, equity-enhancing effects of the treatment, closing half of the large SES gap in child care enrollment. Increased enrollment for lower-SES families is likely driven by altered application knowledge and behavior. We discuss scalability of our intervention and derive policy implications for the design of universal child care programs. (JEL: I21, J13, J18, J24, C93)",http://hdl.handle.net/10.1093/jeea/jvae054
Journal of European Economic Association,2025,Export-Led Decay: The Trade Channel in the Gold Standard Era,Bernardo Candia and Mathieu Pedemonte,"Flexible exchange rates can facilitate price adjustments that buffer macroeconomic shocks. We test this hypothesis using adjustments to the gold standard during the Great Depression. Using novel monthly data on city-level economic activity, sectoral employment, and export data, we show that American exporting cities were significantly affected by changes in bilateral exchange rates. We calibrate a general equilibrium model to obtain aggregate effects from cross-sectional estimates. We show that the trade channel deepened the Great Depression and was a key driver of the economic recovery in 1933.",http://hdl.handle.net/10.1093/jeea/jvae051
Journal of European Economic Association,2025,SME Failures Under Large Liquidity Shocks: an Application to the Covid-19 Crisis,"Pierre-Olivier Gourinchas, Şebnem Kalemli-Özcan, Veronika Penciakova and Nick Sander","We study the effects of financial frictions on firm exit when firms face large liquidity shocks. We develop a simple model of firm cost-minimization, where firms’ borrowing capacity to smooth temporary shocks to liquidity is limited. In this framework, firm exit arises from the interaction between this financial friction and fluctuations in cash flow due to aggregate and sectoral changes in demand conditions, as well as more traditional shocks to productivity. To evaluate the implications of our model, we use firm level data on small and medium sized enterprises (SMEs) in 11 European countries. We confirm that our framework is consistent with official failure rates in 2017–2019, a period characterized by standard business cycle fluctuations. To capture a large liquidity shock, we apply our framework to the COVID-19 crisis. We find that, absent government support, SME failure rates would have increased by 6.01 percentage points, putting 3.1% of employment at risk. Our results also show that in the presence of financial frictions and in the absence of government support, the firms failing due to COVID have similar productivity and growth to firms that survive COVID.",http://hdl.handle.net/10.1093/jeea/jvae041
Journal of European Economic Association,2025,Welfare Analysis of Regulations on Media Platform Advertising,Jiekai Zhang,"This paper estimates the welfare effects of TV advertising regulation. I develop a structural model of demand and supply in which both the broadcast content and the amount of advertising are endogenously determined. My results suggest that more varied content, and, in particular, more educational content, can be offered in a laissez-faire equilibrium. Children and teenagers would watch more educational content as more of this type of programming becomes available. Total consumer welfare is higher in a laissez-faire equilibrium than that under the current advertising restrictions.",http://hdl.handle.net/10.1093/jeea/jvae032
Journal of European Economic Association,2025,"Strategic Fertility, Education Choices, and Conflicts in Deeply Divided Societies","Emeline Bezin, Bastien Chabé-Ferret and David  de la Croix","Fertility becomes a strategic choice for minorities when having a larger share of the population helps to increase power. If parents invest resources to educate their children, then raising fertility for strategic reasons might be at the cost of future human capital. We dispel this view using census data from several developing countries. We show that religious and ethnic minorities in Indonesia, China, and Malaysia tend to invest more in both education and fertility compared to larger groups. Solving for the Nash equilibrium of an appropriation game between two groups with education and fertility being prescribed as group-specific behavioral norms, we offer a rationale for the observed patterns provided that human capital is an important input to appropriation.",http://hdl.handle.net/10.1093/jeea/jvae027
Journal of European Economic Association,2025,Smart Cap,Larry Karp and Christian Traeger,"Policymakers ‘imperfect knowledge about firms’ abatement costs leads to inefficient regulation, reducing the welfare gains from carbon markets around the world. We introduce a “smart” cap and trade system that eliminates these costs. This cap responds endogenously to technology or macroeconomic shocks, relying on the market price of certificates to aggregate information. It allows policy makers to modify existing institutions to achieve more efficient emissions reductions. The paper also shows that the slow diffusion of technology innovations typically makes the optimal carbon price a much steeper function of emissions than suggested by the Social Cost of Carbon.",http://hdl.handle.net/10.1093/jeea/jvae030
Journal of European Economic Association,2025,"Make Hay While the Sun Shines: an Empirical Study of Maximum Price, Regret, and Trading Decisions","Julia Brettschneider, Giovanni Burro and Vicky Henderson","Time-constant trading thresholds are optimal for a large class of preferences and asset price dynamics, including, Expected Utility and the S-shaped reference-dependent utility of Prospect Theory. Such thresholds imply selling stocks at the maximum price since purchase. We use a large discount brokerage dataset containing US households’ trading records between 1991 and 1996 to document that in 31.6% of cases the stocks sold for a gain are sold on the day when the maximum since purchase occurs. However, not all stocks are sold at a maximum since purchase and the propensity to sell changes depending on how far in time and price the stock is with respect to this past maximum. We find that the propensity to sell initially increases as the price is closer to the past maximum but it then decreases when the price gets in the closest region to the past maximum, leading to an inverse U-shape; and that investors are less likely to sell a gain, the further away in time the maximum price occurred. Studying the joint effect of price and time distance, we find that the propensity to sell is highest at low time distance and high price distance from the maximum since purchase. We relate these findings to regret, belief updating, and attention.",http://hdl.handle.net/10.1093/jeea/jvae028
