journal,year,title,authors,abstract,url
Journal of Political Economy,2023,Intermediation and Voluntary Exposure to Counterparty Risk,Maryam Farboodi,"I study a model of the financial sector in which intermediation among debt-financed banks gives rise to an endogenous core-periphery network. Endogenous intermediation generates excessive systemic risk in the financial network. Financial institutions have incentives to capture intermediation spreads through strategic borrowing and lending decisions. By doing so, they tilt the division of surplus along an intermediation chain in their favor, while at the same time reducing aggregate surplus. The network is inefficient relative to a constrained-efficient benchmark, since banks that make risky investments “overconnect,” exposing themselves to excessive counterparty risk, while banks that mainly provide funding end up with too few connections.",http://dx.doi.org/10.1086/725168
Journal of Political Economy,2023,Centralizing Over-the-Counter Markets?,Jason Allen and Milena Wittwer,"In traditional over-the-counter markets, investors trade bilaterally through intermediaries. We assess whether and how to shift trades on a centralized platform with trade-level data on the Canadian government bond market. We document that intermediaries charge a markup when trading with investors and specify a model to quantify price and welfare effects from market centralization. We find that many investors would not use the platform, even if they could, because it is costly, competition for investors is low, and investors value relationships with intermediaries. Market centralization can even decrease welfare, unless competition is sufficiently strong.",http://dx.doi.org/10.1086/725361
Journal of Political Economy,2023,Reserve Prices in Internet Advertising Auctions: A Field Experiment,Michael Ostrovsky and Michael Schwarz,"We present the results of a large field experiment on setting reserve prices in auctions for online advertisements, guided by the theory of optimal auction design suitably adapted to the sponsored search setting. Consistent with the theory, revenues increased substantially after the new reserve prices were introduced.",http://dx.doi.org/10.1086/725702
Journal of Political Economy,2023,Learning Efficiency of Multiagent Information Structures,"Mira Frick, Ryota Iijima and Yuhta Ishii","Which information structures are more effective at eliminating first- and higher-order uncertainty and hence at facilitating efficient play in coordination games? We consider a learning setting where players observe many private signals about the state. First, we characterize multiagent learning efficiency, that is, the rate at which players approximate common knowledge. We find that this coincides with the rate at which first-order uncertainty disappears, as higher-order uncertainty vanishes faster than first-order uncertainty. Second, we show that with enough signal draws, information structures with higher learning efficiency induce higher equilibrium welfare. We highlight information design implications for games in data-rich environments.",http://dx.doi.org/10.1086/725171
Journal of Political Economy,2023,Experimental Tests of Rational Inattention,Mark Dean and Nathaniel Neligh,"We use laboratory experiments to test models of rational inattention, in which people acquire information to maximize utility net of information costs. We show that subjects adjust their attention in response to changes in incentives, in line with the rational inattention model. However, our results are qualitatively inconsistent with information costs that are linear in Shannon entropy, as is often assumed in applied work. Our data are best fit by a generalization of the Shannon model, which allows for a more flexible response to incentives and for some states of the world to be harder to distinguish than others.",http://dx.doi.org/10.1086/725174
Journal of Political Economy,2023,Supply Chain Resilience: Should Policy Promote International Diversification or Reshoring?,"Gene M. Grossman, Elhanan Helpman and Hugo Lhuillier","Little is known about optimal policy in the face of global supply chain disruptions. Should governments promote resilience by subsidizing backup sources of input supply in multiple countries? Should they encourage firms to source from safer domestic suppliers? We address these questions in a model of production with a critical input and exogenous risks of supply disturbances. With constant elasticity of substitution preferences, a subsidy for diversification achieves the constrained social optimum. When the demand elasticity rises with price, private investments in resilience may be socially excessive and the social planner may wish to discourage diversification while favoring sourcing from abroad.",http://dx.doi.org/10.1086/725173
Journal of Political Economy,2023,Multidimensional Sorting under Random Search,Ilse Lindenlaub and Fabien Postel-Vinay,"We analyze sorting in a frictional labor market when workers and jobs have multidimensional characteristics. We say that matching is positive assortative in dimension (j, k) if workers with higher endowment in skill k are matched to a job distribution with higher values of attribute j in the first-order stochastic dominance sense. Crucial for sorting is a single-crossing property of technology. Sorting is positive between worker-job attributes with strong complementarities but negative in other dimensions. Finally, sorting is based on comparative advantage: workers sort into jobs that suit their skill mix rather than their overall skill level.",http://dx.doi.org/10.1086/725362
Journal of Political Economy,2023,Optimal Dynamic Mediation,Jack Fanning,"How should mediators communicate with bargainers? When can they improve outcomes? Can arbitrators that impose outcomes do better? I provide answers in wars of attrition with flexible and commitment types, consistent with reputational bargaining. I characterize the unique mediated equilibrium, which maximizes flexible types’ payoffs. The mediator immediately elicits private information but waits to suggest agreements. She front-loads agreements between flexible types, while initially delaying any involving commitment types. This improves on unmediated outcomes only if commitment probabilities are less than agents’ payoff share in their preferred agreement. Arbitrators do strictly better but sometimes impose disagreement, which may be hard to enforce.",http://dx.doi.org/10.1086/724858
Journal of Political Economy,2023,Shocks and Technology Adoption: Evidence from Electronic Payment Systems,"Nicolas Crouzet, Apoorv Gupta and Filippo Mezzanotti","We provide evidence on the importance of coordination frictions in technology adoption, using data from a large provider of electronic wallets during the Indian demonetization. Exploiting geographical variation in exposure to the demonetization, we show that adoption of the wallet increased persistently in response to the large but temporary cash contraction, consistent with the predictions of a technology adoption model with complementarities. Model estimates indicate that adoption would have been 45% lower without complementarities. Our results illustrate how large but temporary interventions can help overcome coordination frictions, though we caution that such interventions may also exacerbate initial differences in adoption.",http://dx.doi.org/10.1086/724847
Journal of Political Economy,2023,"Information Frictions, Reputation, and Sovereign Spreads",Juan Morelli and Matias Moretti,"We formulate a reputational model in which the type of government is time varying and private information. Agents adjust their beliefs about the government’s type (i.e., reputation) using noisy signals about its policies. We consider a debt repayment setting in which reputation influences the market’s perceived probability of default, which affects sovereign spreads. We focus on the 2007–12 Argentine episode of inflation misreport to quantify how markets price reputation. We find that the misreports significantly increased Argentina’s sovereign spreads. We use those estimates to discipline our model and show that reputation can have long-lasting effects on a government’s borrowing costs.",http://dx.doi.org/10.1086/724855
