journal,year,title,authors,abstract,url
Journal of Political Economy,2026,On the Nature of Entrepreneurship,"Anmol Bhandari, Tobey Kass, Thomas J. May, Ellen R. McGrattan and Evan Schulz","This paper examines the nature of entrepreneurship using a novel panel dataset based on US Internal Revenue Service data. We analyze income growth trajectories and the determinants of entrepreneurial choice for business owners. Compared with prior household survey–based studies, we find that self-employed individuals have significantly higher average incomes and steeper income growth than their wage-earning matched peers. Contrary to survey evidence, we find a limited role for nonpecuniary motives, uninsurable risk, and liquidity constraints driving entrepreneurial choice. Prior work experience predicts entrepreneurial entry. Entry and exit rates into self-employment remain stable over time, including during the Great Recession.",http://dx.doi.org/10.1086/739823
Journal of Political Economy,2026,Revolutionary Transition: Inheritance Change and Fertility Decline,"Victor Gay, Paula E. Gobbi and Marc Goñi","We test Le Play’s 1875 hypothesis that the French Revolution contributed to France’s early fertility decline by imposing equal partition of inheritance among all children, including women. We combine new data on local inheritance rules before the Revolution and individual-level demographic data from historical sources and crowdsourced genealogies. Difference-in-differences and regression discontinuity estimates show that the inheritance reforms enacted during the Revolution reduced completed fertility by 0.5 children. A key mechanism was the desire to avoid land fragmentation across generations. These reforms closed the fertility gap between regions with different historical inheritance rules and crucially contributed to France’s demographic transition.",http://dx.doi.org/10.1086/739821
Journal of Political Economy,2026,"Health Shocks, Health Insurance, Human Capital, and the Dynamics of Earnings and Health",Elena Capatina and Michael Keane,"We develop a life-cycle model of labor supply and human capital formation that incorporates health shocks, health insurance, and medical treatment decisions. We use the model to study effects of health shocks on health, labor supply, earnings, and earnings inequality. We also simulate provision of public insurance to agents who lack employer-sponsored insurance. While this increases medical spending substantially, it creates positive labor supply incentives for low-skill workers while reducing costs of social insurance, Medicaid, and free care. The net program cost is modest, and all model agents are ex ante better off in a balanced budget simulation.",http://dx.doi.org/10.1086/739831
Journal of Political Economy,2026,Glass Walls: Experimental Evidence on Constraints Faced by Women in Accessing Valuable Skilling Opportunities,"Ali Cheema, Asim I. Khwaja, M. Farooq Naseer and Jacob N. Shapiro","Experimental evidence from Pakistan shows that distance poses a large and discontinuous access constraint: women with village-based training centers are four times more likely to access valued training opportunities. More than half of the travel penalty is incurred when crossing the village boundary. Exogenous stipend variation reveals that this boundary effect is costly to offset and is not explained by travel costs. Security considerations are an important factor: providing secure group transport raises take-up, while women with greater safety concerns and those traversing underpopulated areas, a proxy for insecurity, have lower take-up. The training has similar positive benefits for women attending inside- and outside-village centers.",http://dx.doi.org/10.1086/739830
Journal of Political Economy,2026,Ever since Allais,"Aluma Dembo, Shachar Kariv, Matthew Polisson and John K.-H. Quah","The Allais critique of expected utility theory (EUT) has led to the development of theories of choice under risk that relax the independence axiom but adhere to the fundamental/conventional axioms of ordering (completeness and transitivity) and monotonicity (with respect to first-order stochastic dominance). Unlike experimental work designed to test independence, our experiment is comprehensive, testing the entire set of axioms on which EUT is based. Our econometric analysis is also nonparametric and performed at the level of each individual subject. For the vast majority of subjects, departures from independence are small relative to departures from ordering and/or monotonicity.",http://dx.doi.org/10.1086/739829
Journal of Political Economy,2026,Linking Social and Personal Preferences: Theory and Experiment,"William R. Zame, Bertil Tungodden, Erik Ø. Sørensen, Shachar Kariv and Alexander W. Cappelen","We provide necessary and sufficient conditions for linking preferences for personal and social consumption and attitudes toward risk. We also offer an experimental test of the theory in which subjects were confronted with risky personal choices, riskless social choices, and risky social choices. Revealed preference tests show that subject choices are generally consistent within each choice domain but frequently involve at least some errors. We test for consistency across choice domains using a revealed preference test that accounts for these errors. The choices of a large majority of subjects are consistent with the predictions of our theory.",http://dx.doi.org/10.1086/739832
Journal of Political Economy,2026,A Model of Social Duties,Tore Ellingsen and Erik Mohlin,We develop and test a model of social duties. The model distinguishes unconditional duties to take or avoid certain actions from conditional duties that depend on the actions’ payoffs. It also distinguishes strict duties (must do) from liberal duties (ought to do). The disutility associated with duty violation depends on the duty’s strictness and is proportional to the externality the violation causes. The model rationalizes behavioral patterns that are incompatible with consequentialist preferences. Our tests comprise parameter estimation based on subjects’ behavior across different situations as well as measurement of duties through spectators’ appropriateness ratings.,http://dx.doi.org/10.1086/739834
Journal of Political Economy,2026,The Causal Effects of Youth Cigarette Addiction and Education,Rong Hai and James Heckman,"We develop and estimate a life-cycle model of addiction in which forward-looking youth choose to smoke, attend school, work part-time, and consume while facing borrowing constraints. The model features multiple channels for studying the reciprocal causal effects of addiction and education. Variations in endowments and cigarette prices are sources of identification. We show that education causally reduces smoking. A counterfactual experiment finds that in the absence of cigarette smoking, college attendance increases by 2 percentage points in the population. An alternative 25% additional excise tax achieves similar results. Impacts vary substantially across persons of different cognitive and noncognitive abilities.",http://dx.doi.org/10.1086/739828
Journal of Political Economy,2026,Algorithm Design: A Fairness-Accuracy Frontier,"Annie Liang, Jay Lu, Xiaosheng Mu and Kyohei Okumura","Algorithm designers increasingly care not only about accuracy but also about fairness across predefined groups. We study the trade-off between these objectives and characterize it by a fairness-accuracy frontier: the set of outcomes that cannot be simultaneously improved in both dimensions. The shape of this frontier is governed by a simple property of the inputs, which we call group skew. In particular, reducing accuracy for both groups to increase fairness is justified if and only if inputs are group skewed. We also study an information design problem in which a designer regulates inputs but another agent chooses the algorithm. We show that, when inputs are not group skewed, banning group identity or other informative inputs is strictly suboptimal.",http://dx.doi.org/10.1086/739826
Journal of Political Economy,2026,"Booms, Busts, and Mismatch in Capital Markets: Evidence from the Offshore Oil and Gas Industry",Nicholas Vreugdenhil,"How efficiently do markets reallocate capital in booms and busts? Using a novel dataset of offshore drilling contracts, I examine the role of matching in shaping industry reallocation. Oil companies search and match with capital (rigs) in a decentralized market. I find that oil and gas booms increase the option value of searching, which leads agents to avoid bad matches, reducing mismatch through a sorting effect. I provide an identification strategy to disentangle unobserved demand changes from the sorting effect. Estimating a model, I find substantial benefits to the sorting effect and an intermediary, but I find that demand-smoothing policies are ineffective.",http://dx.doi.org/10.1086/739827
