journal,year,title,authors,abstract,url
Journal of Business and Economic Statistics,2020,Transparency in Structural Research,"Isaiah Andrews, Matthew Gentzkow and Jesse Shapiro","We propose a formal definition of transparency in empirical research and apply it to structural estimation in economics. We discuss how some existing practices can be understood as attempts to improve transparency, and we suggest ways to improve current practice, emphasizing approaches that impose a minimal computational burden on the researcher. We illustrate with examples.",http://hdl.handle.net/10.1080/07350015.2020.1796395
Journal of Business and Economic Statistics,2020,"Discussion of “Transparency in Structural Research” by Isaiah Andrews, Matthew Gentzkow, and Jesse Shapiro",Stéphane Bonhomme,,http://hdl.handle.net/10.1080/07350015.2020.1790377
Journal of Business and Economic Statistics,2020,Thoughts on “Transparency in Structural Research”,Christopher Taber,,http://hdl.handle.net/10.1080/07350015.2020.1796396
Journal of Business and Economic Statistics,2020,"Discussion on “ Transparency in Structural Research” by I. Andrews, M. Gentkow and J. Shapiro",Elie Tamer,We provide a complementary approach to global sensitivity analysis that should be useful for empirical work in economics.,http://hdl.handle.net/10.1080/07350015.2020.1804917
Journal of Business and Economic Statistics,2020,Rejoinder,"Isaiah Andrews, Matthew Gentzkow and Jesse Shapiro",,http://hdl.handle.net/10.1080/07350015.2020.1791886
Journal of Business and Economic Statistics,2020,Partial Identification of Economic Mobility: With an Application to the United States,"Daniel Millimet, Hao Li and Punarjit Roychowdhury","The economic mobility of individuals and households is of fundamental interest. While many measures of economic mobility exist, reliance on transition matrices remains pervasive due to simplicity and ease of interpretation. However, estimation of transition matrices is complicated by the well-acknowledged problem of measurement error in self-reported and even administrative data. Existing methods of addressing measurement error are complex, rely on numerous strong assumptions, and often require data from more than two periods. In this article, we investigate what can be learned about economic mobility as measured via transition matrices while formally accounting for measurement error in a reasonably transparent manner. To do so, we develop a nonparametric partial identification approach to bound transition probabilities under various assumptions on the measurement error and mobility processes. This approach is applied to panel data from the United States to explore short-run mobility before and after the Great Recession.",http://hdl.handle.net/10.1080/07350015.2019.1569527
Journal of Business and Economic Statistics,2020,Nonparametric Estimation of Search Costs for Differentiated Products: Evidence from Medigap,Haizhen Lin and Matthijs Wildenbeest,"This article develops a method to estimate search frictions as well as preference parameters in differentiated product markets. Search costs are nonparametrically identified, which means our method can be used to estimate search costs in differentiated product markets that lack a suitable search cost shifter. We apply our model to the U.S. Medigap insurance market. We find that search costs are substantial: the estimated median cost of searching for an insurer is $30. Using the estimated parameters we find that eliminating search costs could result in price decreases of as much as $71 (or 4.7%), along with increases in average consumer welfare of up to $374.",http://hdl.handle.net/10.1080/07350015.2019.1573683
Journal of Business and Economic Statistics,2020,Which Factors are Risk Factors in Asset Pricing? A Model Scan Framework,Siddhartha Chib and Xiaming Zeng,"A key question for understanding the cross-section of expected returns of equities is the following: which factors, from a given collection of factors, are risk factors, equivalently, which factors are in the stochastic discount factor (SDF)? Though the SDF is unobserved, assumptions about which factors (from the available set of factors) are in the SDF restricts the joint distribution of factors in specific ways, as a consequence of the economic theory of asset pricing. A different starting collection of factors that go into the SDF leads to a different set of restrictions on the joint distribution of factors. The conditional distribution of equity returns has the same restricted form, regardless of what is assumed about the factors in the SDF, as long as the factors are traded, and hence the distribution of asset returns is irrelevant for isolating the risk-factors. The restricted factors models are distinct (nonnested) and do not arise by omitting or including a variable from a full model, thus precluding analysis by standard statistical variable selection methods, such as those based on the lasso and its variants. Instead, we develop what we call a Bayesian model scan strategy in which each factor is allowed to enter or not enter the SDF and the resulting restricted models (of which there are 114,674 in our empirical study) are simultaneously confronted with the data. We use a Student-t distribution for the factors, and model-specific independent Student-t distribution for the location parameters, a training sample to fix prior locations, and a creative way to arrive at the joint distribution of several other model-specific parameters from a single prior distribution. This allows our method to be essentially a scaleable and tuned-black-box method that can be applied across our large model space with little to no user-intervention. The model marginal likelihoods, and implied posterior model probabilities, are compared with the prior probability of 1/114,674 of each model to find the best-supported model, and thus the factors most likely to be in the SDF. We provide detailed simulation evidence about the high finite-sample accuracy of the method. Our empirical study with 13 leading factors reveals that the highest marginal likelihood model is a Student-t distributed factor model with 5 degrees of freedom and 8 risk factors.",http://hdl.handle.net/10.1080/07350015.2019.1573684
Journal of Business and Economic Statistics,2020,"A Smooth Nonparametric, Multivariate, Mixed-Data Location-Scale Test",Jeffrey Racine and Ingrid Van Keilegom,"A number of tests have been proposed for assessing the location-scale assumption that is often invoked by practitioners. Existing approaches include Kolmogorov–Smirnov and Cramer–von Mises statistics that each involve measures of divergence between unknown joint distribution functions and products of marginal distributions. In practice, the unknown distribution functions embedded in these statistics are typically approximated using nonsmooth empirical distribution functions (EDFs). In a recent article, Li, Li, and Racine establish the benefits of smoothing the EDF for inference, though their theoretical results are limited to the case where the covariates are observed and the distributions unobserved, while in the current setting some covariates and their distributions are unobserved (i.e., the test relies on population error terms from a location-scale model) which necessarily involves a separate theoretical approach. We demonstrate how replacing the nonsmooth distributions of unobservables with their kernel-smoothed sample counterparts can lead to substantial power improvements, and extend existing approaches to the smooth multivariate and mixed continuous and discrete data setting in the presence of unobservables. Theoretical underpinnings are provided, Monte Carlo simulations are undertaken to assess finite-sample performance, and illustrative applications are provided.",http://hdl.handle.net/10.1080/07350015.2019.1574227
Journal of Business and Economic Statistics,2020,Comparing Possibly Misspecified Forecasts,Andrew Patton,"Recent work has emphasized the importance of evaluating estimates of a statistical functional (such as a conditional mean, quantile, or distribution) using a loss function that is consistent for the functional of interest, of which there is an infinite number. If forecasters all use correctly specified models free from estimation error, and if the information sets of competing forecasters are nested, then the ranking induced by a single consistent loss function is sufficient for the ranking by any consistent loss function. This article shows, via analytical results and realistic simulation-based analyses, that the presence of misspecified models, parameter estimation error, or nonnested information sets, leads generally to sensitivity to the choice of (consistent) loss function. Thus, rather than merely specifying the target functional, which narrows the set of relevant loss functions only to the class of loss functions consistent for that functional, forecast consumers or survey designers should specify the single specific loss function that will be used to evaluate forecasts. An application to survey forecasts of U.S. inflation illustrates the results.",http://hdl.handle.net/10.1080/07350015.2019.1585256
