journal,year,title,authors,abstract,url
Journal of Economic Literature,2020,Upgrading Education with Technology: Insights from Experimental Research,"Maya Escueta, Andre Joshua Nickow, Philip Oreopoulos and Vincent Quan","In recent years, there has been widespread interest around the potential for technology to transform learning. As investment in education technology continues to grow, students, parents, and teachers face a seemingly endless array of education technologies from which to choose—from digital personalized learning platforms to online courses to text message reminders to submit financial aid forms. Amid the excitement, it is important to step back and understand how technology can help—or in some cases hinder—learning. This review article synthesizes and discusses rigorous evidence on the effectiveness of technology-based approaches to education in developed countries and outlines areas for future inquiry. In particular, we examine randomized controlled trials and regression discontinuity studies across the following categories of education technology: (i) access to technology, (ii) computer-assisted learning, (iii) technology-enabled behavioral interventions in education, and (iv) online learning. We hope this synthesis will advance academic understanding of how technology can improve education, outline key areas for new experimental research, and help drive improvements to the policies, programs, and structures that contribute to successful teaching and learning.",https://www.aeaweb.org/doi/10.1257/jel.20191507
Journal of Economic Literature,2020,How Well Do Automated Linking Methods Perform? Lessons from US Historical Data,"Martha Bailey, Connor Cole, Morgan Henderson and Catherine Massey","This paper reviews the literature in historical record linkage in the United States and examines the performance of widely used record-linking algorithms and common variations in their assumptions. We use two high-quality, hand-linked data sets and one synthetic ground truth to examine the direct effects of linking algorithms on data quality. We find that (i) no algorithm (including hand linking) consistently produces representative samples; (ii) 15 to 37 percent of links chosen by widely used algorithms are classified as errors by trained human reviewers; and (iii) false links are systematically related to baseline sample characteristics, showing that some algorithms may introduce systematic measurement error into analyses. A case study shows that the combined effects of (i)–(iii) attenuate estimates of the intergenerational income elasticity by up to 29 percent, and common variations in algorithm assumptions result in greater attenuation. As current practice moves to automate linking and increase link rates, these results highlight the important potential consequences of linking errors on inferences with linked data. We conclude with constructive suggestions for reducing linking errors and directions for future research.",https://www.aeaweb.org/doi/10.1257/jel.20191526
Journal of Economic Literature,2020,The Coase Theorem at Sixty,Steven Medema,"The Coase theorem is one of the most influential and controversial ideas to emerge from post-World War II economics. This article examines the theorem's origins, diffusion, and the wide variety of uses to which it has been put by economists and others over the sixty years since Coase published ""The Problem of Social Cost."" Along the way, we explore the ambiguity and controversy surrounding the theorem, develop a Coase theorem that is valid as a proposition in economic logic, and probe the implications of all of this for the use of the Coase theorem going forward.",https://www.aeaweb.org/doi/10.1257/jel.20191060
Journal of Economic Literature,2020,Potential Outcome and Directed Acyclic Graph Approaches to Causality: Relevance for Empirical Practice in Economics,Guido Imbens,"In this essay I discuss potential outcome and graphical approaches to causality, and their relevance for empirical work in economics. I review some of the work on directed acyclic graphs, including the recent The Book of Why (Pearl and Mackenzie 2018). I also discuss the potential outcome framework developed by Rubin and coauthors (e.g., Rubin 2006), building on work by Neyman (1990 [1923]). I then discuss the relative merits of these approaches for empirical work in economics, focusing on the questions each framework answers well, and why much of the the work in economics is closer in spirit to the potential outcome perspective.",https://www.aeaweb.org/doi/10.1257/jel.20191597
Journal of Economic Literature,2020,The Parable of the Auctioneer: Complexity in Paul R. Milgrom's Discovering Prices,Scott Kominers and Alexander Teytelboym,"Designing marketplaces in complex settings requires both novel economic theory and real-world engineering, often drawing upon ideas from fields such as computer science and operations research. In Discovering Prices: Auction Design in Markets with Complex Constraints, Milgrom (2017) explains the theory and design of the United States' ""incentive auction"" that reallocated wireless spectrum licenses from television broadcasters to telecoms. Milgrom's account teaches us how economic designers can grapple with complexity both in theory and in practice. Along the way, we come to understand several different types of complexity that can arise in marketplace design.",https://www.aeaweb.org/doi/10.1257/jel.20191504
Journal of Economic Literature,2020,Explaining the Decline in the US Employment-to-Population Ratio: A Review of the Evidence,Katharine Abraham and Melissa Kearney,"This paper first documents trends in employment rates and then reviews what is known about the various factors that have been proposed to explain the decline in the overall employment-to-population ratio between 1999 and 2018. Population aging has had a large effect on the overall employment rate over this period, but within-age-group declines in employment among young- and prime-age adults also have played a central role. Among the factors with effects that we can quantify based on existing evidence, labor demand factors, in particular increased import competition from China and the penetration of robots into the labor market, are the most important drivers of observed within-group declines in employment. Labor supply factors, most notably increased participation in disability insurance programs, have played a less important but not inconsequential role. Increases in the real value of state minimum wages and in the share of individuals with prison records also have contributed modestly to the decline in the aggregate employment rate. In addition to the factors whose effects we roughly quantify, we identify a set of potentially important factors about which the evidence does not yet allow us to draw clear conclusions. These include the challenges associated with arranging child care, improvements in leisure technology, changing social norms, increased use of opioids, the growth in occupational licensing, and declining labor market fluidity. Our evidence-driven ranking of factors should be useful for guiding future discussions about the sources of decline in the aggregate employment-to-population ratio and consequently the likely efficacy of alternative policy approaches to increasing employment rates.",https://www.aeaweb.org/doi/10.1257/jel.20191480
Journal of Economic Literature,2020,Model Averaging and Its Use in Economics,Mark Steel,"The method of model averaging has become an important tool to deal with model uncertainty, for example in situations where a large amount of different theories exist, as are common in economics. Model averaging is a natural and formal response to model uncertainty in a Bayesian framework, and most of the paper deals with Bayesian model averaging. The important role of the prior assumptions in these Bayesian procedures is highlighted. In addition, frequentist model averaging methods are also discussed. Numerical techniques to implement these methods are explained, and I point the reader to some freely available computational resources. The main focus is on uncertainty regarding the choice of covariates in normal linear regression models, but the paper also covers other, more challenging, settings, with particular emphasis on sampling models commonly used in economics. Applications of model averaging in economics are reviewed and discussed in a wide range of areas including growth economics, production modeling, finance and forecasting macroeconomic quantities.",https://www.aeaweb.org/doi/10.1257/jel.20191385
Journal of Economic Literature,2020,The Road to Serfdom after 75 Years,Bruce Caldwell,"This paper revisits Friedrich Hayek's book, The Road to Serfdom, on the seventy-fifth anniversary of its publication. Though the book is well-known, its arguments are often mischaracterized. The paper traces the origins of the book, noting the various people and arguments that Hayek was responding to, and places it in the context of its times. The structure of the book is explored and some common criticisms addressed. Finally, it is shown how, after its publication, the book took on a life of its own.",https://www.aeaweb.org/doi/10.1257/jel.20191542
Journal of Economic Literature,2020,Where Economics Went Wrong: A Review Essay,Marianne Johnson,"In their recent book, Where Economics Went Wrong, David Colander and Craig Freedman (2019) argue that economics went wrong when it abandoned the Classical liberal firewall that demanded separation of scientific theory from the art of policy making. Colander has long advanced the idea that applied economics should be classified neither as positive nor as normative economics. Instead, it should be placed in a third category, ""the art of economics""; art requires vision and acumen in addition to knowledge and technique, and is thus more akin to engineering than the natural sciences. The primary contribution of Where Economics Went Wrong is thus to advance Colander's general argument through the specific story of Chicago economics. This essay make two interconnected claims. First, while I agree with Colander and Freedman that applied economics would benefit from more art and less calculation, the Chicago school is not the best vehicle by which to tell a convincing story. Second, a thicker history of the Chicago school reminds us of the importance of institutions and rules, not only for understanding the economy but also for thinking about how economists have constructed our discipline and how internal institutions and incentives affect our behavioral choices.",https://www.aeaweb.org/doi/10.1257/jel.20191583
Journal of Economic Literature,2020,Commanding Nature by Obeying Her: A Review Essay on Joel Mokyr's A Culture of Growth,Enrico Spolaore,"Why is modern society capable of cumulative innovation? In A Culture of Growth: The Origins of the Modern Economy, Joel Mokyr persuasively argues that sustained technological progress stemmed from a change in cultural beliefs. The change occurred gradually during the seventeenth and eighteenth centuries and was fostered by an intellectual elite that formed a transnational community and adopted new attitudes toward the creation and diffusion of knowledge, setting the foundation for the ethos of modern science. The book is a significant contribution to the growing literature that links culture and economics. This review discusses Mokyr's historical analysis in relation to the following questions: What is culture and how should we use it in economics? How can culture explain modern economic growth? Will the culture of growth that caused modern prosperity persist in the future?",https://www.aeaweb.org/doi/10.1257/jel.20191460
Journal of Economic Literature,2020,Measuring Time Preferences,"Jonathan Cohen, Keith Ericson, David Laibson and John Myles White","We review research that measures time preferences—i.e., preferences over intertemporal trade-offs. We distinguish between studies using financial flows, which we call ""money earlier or later"" (MEL) decisions, and studies that use time-dated consumption/effort. Under different structural models, we show how to translate what MEL experiments directly measure (required rates of return for financial flows) into a discount function over utils. We summarize empirical regularities found in MEL studies and the predictive power of those studies. We explain why MEL choices are driven in part by some factors that are distinct from underlying time preferences.",https://www.aeaweb.org/doi/10.1257/jel.20191074
