journal,year,title,authors,abstract,url
Journal of Business and Economic Statistics,2023,"Risk Preference Types, Limited Consideration, and Welfare",Levon Barseghyan and Francesca Molinari,"We provide sufficient conditions for semi-nonparametric point identification of a mixture model of decision making under risk, when agents make choices in multiple lines of insurance coverage (contexts) by purchasing a bundle. As a first departure from the related literature, the model allows for two preference types. In the first one, agents behave according to standard expected utility theory with CARA Bernoulli utility function, with an agent-specific coefficient of absolute risk aversion whose distribution is left completely unspecified. In the other, agents behave according to the dual theory of choice under risk combined with a one-parameter family distortion function, where the parameter is agent-specific and is drawn from a distribution that is left completely unspecified. Within each preference type, the model allows for unobserved heterogeneity in consideration sets, where the latter form at the bundle level—a second departure from the related literature. Our point identification result rests on observing sufficient variation in covariates across contexts, without requiring any independent variation across alternatives within a single context. We estimate the model on data on households’ deductible choices in two lines of property insurance, and use the results to assess the welfare implications of a hypothetical market intervention where the two lines of insurance are combined into a single one. We study the role of limited consideration in mediating the welfare effects of such intervention.",http://hdl.handle.net/10.1080/07350015.2023.2239949
Journal of Business and Economic Statistics,2023,Context-Dependent Heterogeneous Preferences: A Comment on Barseghyan and Molinari (2023),"Matias Cattaneo, Xinwei Ma and Yusufcan Masatlioglu","Barseghyan and Molinari give sufficient conditions for semi-nonparametric point identification of parameters of interest in a mixture model of decision-making under risk, allowing for unobserved heterogeneity in utility functions and limited consideration. A key assumption in the model is that the heterogeneity of risk preferences is unobservable but context-independent. In this comment, we build on their insights and present identification results in a setting where the risk preferences are allowed to be context-dependent.",http://hdl.handle.net/10.1080/07350015.2023.2216740
Journal of Business and Economic Statistics,2023,"Discussion of “Risk Preference Types, Limited Consideration, and Welfare” by Levon Barseghyan and Francesca Molinari",Cristina Gualdani,,http://hdl.handle.net/10.1080/07350015.2023.2216255
Journal of Business and Economic Statistics,2023,"Discussion of “Risk Preference Types, Limited Consideration, and Welfare” by Levon Barseghyan and Francesca Molinari",Elisabeth Honka,,http://hdl.handle.net/10.1080/07350015.2023.2217870
Journal of Business and Economic Statistics,2023,"Discussion of Levon Barseghyan and Francesca Molinari’s “Risk Preference Types, Limited Consideration, and Welfare”",Julie Mortimer,,http://hdl.handle.net/10.1080/07350015.2023.2223592
Journal of Business and Economic Statistics,2023,Rejoinder,Levon Barseghyan and Francesca Molinari,,http://hdl.handle.net/10.1080/07350015.2023.2239870
Journal of Business and Economic Statistics,2023,Spatial Correlation Robust Inference in Linear Regression and Panel Models,Ulrich K. Müller and Mark W. Watson,"We consider inference about a scalar coefficient in a linear regression with spatially correlated errors. Recent suggestions for more robust inference require stationarity of both regressors and dependent variables for their large sample validity. This rules out many empirically relevant applications, such as difference-in-difference designs. We develop a robustified version of the recently suggested SCPC method that addresses this challenge. We find that the method has good size properties in a wide range of Monte Carlo designs that are calibrated to real world applications, both in a pure cross sectional setting, but also for spatially correlated panel data. We provide numerically efficient methods for computing the associated spatial-correlation robust test statistics, critical values, and confidence intervals.",http://hdl.handle.net/10.1080/07350015.2022.2127737
Journal of Business and Economic Statistics,2023,Synthetic Control with Time Varying Coefficients A State Space Approach with Bayesian Shrinkage,Danny Klinenberg,"Synthetic control methods are a popular tool for measuring the effects of policy interventions on a single treated unit. In practice, researchers create a counterfactual using a linear combination of untreated units that closely mimic the treated unit. Oftentimes, creating a synthetic control is not possible due to untreated units’ dynamic characteristics such as integrated processes or a time varying relationship. These are cases in which viewing the counterfactual estimation problem as a cross-sectional one fails. In this article, I investigate a new approach to estimate the synthetic control counterfactual incorporating time varying parameters to handle such situations. This is done using a state space framework and Bayesian shrinkage. The dynamics allow for a closer pretreatment fit leading to a more accurate counterfactual estimate. Monte Carlo simulations are performed showcasing the usefulness of the proposed model in a synthetic control setting. I then compare the proposed model to existing approaches in a classic synthetic control case study.",http://hdl.handle.net/10.1080/07350015.2022.2102025
Journal of Business and Economic Statistics,2023,Identification of SVAR Models by Combining Sign Restrictions With External Instruments,Robin Braun and Ralf Brüggemann,"We discuss combining sign restrictions with information in external instruments (proxy variables) to identify structural vector autoregressive (SVAR) models. In one setting, we assume the availability of valid external instruments. Sign restrictions may then be used to identify further orthogonal shocks, or as an additional piece of information to pin down the shocks identified by the external instruments more precisely. In a second setting, we assume that proxy variables are only “plausibly exogenous” and suggest various types of inequality restrictions to bound the relation between structural shocks and the external variable. This can be combined with conventional sign restrictions to further narrow down the set of admissible models. Within a proxy-augmented SVAR, we conduct Bayesian inference and discuss computation of Bayes factors. They can be useful to test either the sign- or IV restrictions as overidentifying. We illustrate the usefulness of our methodology in estimating the effects of oil supply and monetary policy shocks.",http://hdl.handle.net/10.1080/07350015.2022.2104857
Journal of Business and Economic Statistics,2023,Robust Covariance Matrix Estimation for High-Dimensional Compositional Data with Application to Sales Data Analysis,"Danning Li, Arun Srinivasan, Qian Chen and Lingzhou Xue","Compositional data arises in a wide variety of research areas when some form of standardization and composition is necessary. Estimating covariance matrices is of fundamental importance for high-dimensional compositional data analysis. However, existing methods require the restrictive Gaussian or sub-Gaussian assumption, which may not hold in practice. We propose a robust composition adjusted thresholding covariance procedure based on Huber-type M-estimation to estimate the sparse covariance structure of high-dimensional compositional data. We introduce a cross-validation procedure to choose the tuning parameters of the proposed method. Theoretically, by assuming a bounded fourth moment condition, we obtain the rates of convergence and signal recovery property for the proposed method and provide the theoretical guarantees for the cross-validation procedure under the high-dimensional setting. Numerically, we demonstrate the effectiveness of the proposed method in simulation studies and also a real application to sales data analysis.",http://hdl.handle.net/10.1080/07350015.2022.2106990
Journal of Business and Economic Statistics,2023,Specification Testing of Regression Models with Mixed Discrete and Continuous Predictors,"Xuehu Zhu, Qiming Zhang, Lixing Zhu, Jun Zhang and Luoyao Yu","This article proposes a nonparametric projection-based adaptive-to-model specification test for regressions with discrete and continuous predictors. The test statistic is asymptotically normal under the null hypothesis and omnibus against alternative hypotheses. The test behaves like a locally smoothing test as if the number of continuous predictors was one and can detect the local alternative hypotheses distinct from the null hypothesis at the rate that can be achieved by existing locally smoothing tests for regressions with only one continuous predictor. Because of the model adaptation property, the test can fully use the model structure under the null hypothesis so that the dimensionality problem can be significantly alleviated. A discretization-expectation ordinary least squares estimation approach for partial central subspace in sufficient dimension reduction is developed as a by-product in the test construction. We suggest a residual-based wild bootstrap method to give an approximation by fully using the null model and thus closer to the limiting null distribution than existing bootstrap approximations. We conduct simulation studies to compare it with existing tests and two real data examples for illustration.",http://hdl.handle.net/10.1080/07350015.2022.2110879
Journal of Business and Economic Statistics,2023,Bagged Pretested Portfolio Selection,Ekaterina Kazak and Winfried Pohlmeier,"This article exploits the idea of combining pretesting and bagging to choose between competing portfolio strategies. We propose an estimator for the portfolio weight vector, which optimally trades off Type I against Type II errors when choosing the best investment strategy. Furthermore, we accommodate the idea of bagging in the portfolio testing problem, which helps to avoid sharp thresholding and reduces turnover costs substantially. Our Bagged Pretested Portfolio Selection (BPPS) approach borrows from both the shrinkage and the forecast combination literature. The portfolio weights of our strategy are weighted averages of the portfolio weights from a set of stand-alone strategies. More specifically, the weights are generated from pseudo-out-of-sample portfolio pretesting, such that they reflect the probability that a given strategy will be overall best performing. The resulting strategy allows for a flexible and smooth switch between the underlying strategies and outperforms the corresponding stand-alone strategies. Besides yielding high point estimates of the portfolio performance measures, the BPPS approach performs exceptionally well in terms of precision and is robust against outliers resulting from the choice of the asset space.",http://hdl.handle.net/10.1080/07350015.2022.2110880
