journal,year,title,authors,abstract,url
Journal of Business and Economic Statistics,2021,Text Selection,"Bryan Kelly, Asaf Manela and Alan Moreira","Text data is ultra-high dimensional, which makes machine learning techniques indispensable for textual analysis. Text is often selected—journalists, speechwriters, and others craft messages to target their audiences’ limited attention. We develop an economically motivated high-dimensional selection model that improves learning from text (and from sparse counts data more generally). Our model is especially useful when the choice to include a phrase is more interesting than the choice of how frequently to repeat it. It allows for parallel estimation, making it computationally scalable. A first application revisits the partisanship of the U.S. congressional speech. We find that earlier spikes in partisanship manifested in increased repetition of different phrases, whereas the upward trend starting in the 1990s is due to distinct phrase selection. Additional applications show how our model can backcast, nowcast, and forecast macroeconomic indicators using newspaper text, and that it substantially improves out-of-sample fit relative to alternative approaches.",http://hdl.handle.net/10.1080/07350015.2021.1947843
Journal of Business and Economic Statistics,2021,"Discussion of “Text Selection” by Bryan Kelly, Asaf Manela, and Alan Moreira",Markus Pelger,,http://hdl.handle.net/10.1080/07350015.2021.1948420
Journal of Business and Economic Statistics,2021,Discussion on “Text Selection”,"Xiaofei Xu, Ying Chen and Steven Kou","This is a discussion on the paper ""Text Selection"" by Kelly et al. (2021).",http://hdl.handle.net/10.1080/07350015.2021.1942890
Journal of Business and Economic Statistics,2021,A Discussion of “Text Selection”,Nitish Ranjan Sinha,"Kelly, Manela, and Moreira provided an economic model of word choice in text. A writer is modeled as someone who is first choosing whether to use a word at all (selection problem) and then deciding how often a selected word should be used (positive counts problem). The resulting model leads to better sufficient reduction for large number of words/phrases in the text as demonstrated many diverse applications that use information captured from the text of the front page of the Wall Street Journal such as back-casting regulatory capital ratio of banks, and forecasting and nowcasting U.S. macroeconomic variables. Researchers interested in quantifying information in text will benefit from reading the article and thinking about some of the issues raised in the article. I provide background, context from other foundational papers, a very short summary of the article, and make some broad observations in my discussion.",http://hdl.handle.net/10.1080/07350015.2021.1961785
Journal of Business and Economic Statistics,2021,Dynamic Bivariate Peak Over Threshold Model for Joint Tail Risk Dynamics of Financial Markets,Zifeng Zhao,"We propose a novel dynamic bivariate peak over threshold (PoT) model to study the time-varying behavior of joint tail risk in financial markets. The proposed framework provides simultaneous modeling for dynamics of marginal and joint tail risk, and generalizes the existing tail risk literature from univariate dimension to multivariate dimension. We introduce a natural and interpretable tail connectedness measure and examine the dynamics of joint tail behavior of global stock markets: empirical evidence suggests markets from the same continent have time-varying and high-level joint tail risk, and tail connectedness increases during periods of crisis. We further enrich the tail risk literature by developing a novel portfolio optimization procedure based on bivariate joint tail risk minimization, which gives promising risk-rewarding performance in backtesting.",http://hdl.handle.net/10.1080/07350015.2020.1737083
Journal of Business and Economic Statistics,2021,Testing the Multivariate Regular Variation Model,"John H. J. Einmahl, Fan Yang and Chen Zhou","In this article, we propose a test for the multivariate regular variation (MRV) model. The test is based on testing whether the extreme value indices of the radial component conditional on the angular component falling in different subsets are the same. Combining the test on the constancy across extreme value indices in different directions with testing the regular variation of the radial component, we obtain the test for testing MRV. Simulation studies demonstrate the good performance of the proposed tests. We apply this test to examine two datasets used in previous studies that are assumed to follow the MRV model.",http://hdl.handle.net/10.1080/07350015.2020.1737533
Journal of Business and Economic Statistics,2021,A Score-Driven Conditional Correlation Model for Noisy and Asynchronous Data: An Application to High-Frequency Covariance Dynamics,"Giuseppe Buccheri, Giacomo Bormetti, Fulvio Corsi and Fabrizio Lillo","The analysis of the intraday dynamics of covariances among high-frequency returns is challenging due to asynchronous trading and market microstructure noise. Both effects lead to significant data reduction and may severely affect the estimation of the covariances if traditional methods for low-frequency data are employed. We propose to model intraday log-prices through a multivariate local-level model with score-driven covariance matrices and to treat asynchronicity as a missing value problem. The main advantages of this approach are: (i) all available data are used when filtering the covariances, (ii) market microstructure noise is taken into account, (iii) estimation is performed by standard maximum likelihood. Our empirical analysis, performed on 1-sec NYSE data, shows that opening hours are dominated by idiosyncratic risk and that a market factor progressively emerges in the second part of the day. The method can be used as a nowcasting tool for high-frequency data, allowing to study the real-time response of covariances to macro-news announcements and to build intraday portfolios with very short optimization horizons.",http://hdl.handle.net/10.1080/07350015.2020.1739530
Journal of Business and Economic Statistics,2021,Measuring Granger Causality in Quantiles,Xiaojun Song and Abderrahim Taamouti,"We consider measures of Granger causality in quantiles, which detect and quantify both linear and nonlinear causal effects between random variables. The measures are based on nonparametric quantile regressions and defined as logarithmic functions of restricted and unrestricted expectations of quantile check loss functions. They can consistently be estimated by replacing the unknown expectations of check loss functions by their nonparametric kernel estimates. We derive a Bahadur-type representation for the nonparametric estimator of the measures. We establish the asymptotic distribution of this estimator, which can be used to build tests for the statistical significance of the measures. Thereafter, we show the validity of a smoothed local bootstrap that can be used in finite-sample settings to perform statistical tests. A Monte Carlo simulation study reveals that the bootstrap-based test has a good finite-sample size and power properties for a variety of data-generating processes and different sample sizes. Finally, we provide an empirical application to illustrate the usefulness of measuring Granger causality in quantiles. We quantify the degree of predictability of the quantiles of equity risk premium using the variance risk premium, unemployment rate, inflation, and the effective federal funds rate. The empirical results show that the variance risk premium and effective federal funds rate have a strong predictive power for predicting the risk premium when compared to that of the predictive power of the other two macro variables. In particular, the variance risk premium is able to predict the center, lower, and upper quantiles of the distribution of the risk premium; however, the effective federal funds rate predicts only the lower and upper quantiles. Nevertheless, unemployment and inflation rates have no effect on the risk premium.",http://hdl.handle.net/10.1080/07350015.2020.1739531
Journal of Business and Economic Statistics,2021,Threshold Regression With a Threshold Boundary,Ping Yu and Xiaodong Fan,"This article studies computation, estimation, inference, and testing for linearity in threshold regression with a threshold boundary. We first put forward a new algorithm to ease the computation of the threshold boundary, and develop the asymptotics for the least squares estimator in both the fixed-threshold-effect framework and the small-threshold-effect framework. We also show that the inverting-likelihood-ratio method is not suitable to construct confidence sets for the threshold parameters, while the nonparametric posterior interval is still applicable. We then propose a new score-type test to test for the existence of threshold effects. Comparing with the usual Wald-type test, it is computationally less intensive, and its critical values are easier to obtain by the simulation method. Simulation studies corroborate the theoretical results. We finally conduct two empirical applications in labor economics to illustrate the nonconstancy of thresholds.",http://hdl.handle.net/10.1080/07350015.2020.1740712
Journal of Business and Economic Statistics,2021,Generic Conditions for Forecast Dominance,Fabian Krüger and Johanna F. Ziegel,"Recent studies have analyzed whether one forecast method dominates another under a class of consistent scoring functions. While the existing literature focuses on empirical tests of forecast dominance, little is known about the theoretical conditions under which one forecast dominates another. To address this question, we derive a new characterization of dominance among forecasts of the mean functional. We present various scenarios under which dominance occurs. Unlike existing results, our results allow for the case that the forecasts’ underlying information sets are not nested, and allow for uncalibrated forecasts that suffer, for example, from model misspecification or parameter estimation error. We illustrate the empirical relevance of our results via data examples from finance and economics.",http://hdl.handle.net/10.1080/07350015.2020.1741376
Journal of Business and Economic Statistics,2021,Inference in Additively Separable Models With a High-Dimensional Set of Conditioning Variables,Damian Kozbur,"This article studies nonparametric series estimation and inference for the effect of a single variable of interest x on an outcome y in the presence of potentially high-dimensional conditioning variables z. The context is an additively separable model E[y|x,z]=g0(x)+h0(z). The model is high-dimensional in the sense that the series of approximating functions for h0(z) can have more terms than the sample size, thereby allowing z potentially to have very many measured characteristics. The model is required to be approximately sparse: h0(z) can be approximated using only a small subset of series terms whose identities are unknown. This article proposes an estimation and inference method for g0(x) called Post-Nonparametric Double Selection, which is a generalization of Post-Double Selection. Rates of convergence and asymptotic normality for the estimator are derived and hold over a large class of sparse data-generating processes. A simulation study illustrates finite sample estimation properties of the proposed estimator and coverage properties of the corresponding confidence intervals. Finally, an empirical application to college admissions policy demonstrates the practical implementation of the proposed method.",http://hdl.handle.net/10.1080/07350015.2020.1753524
Journal of Business and Economic Statistics,2021,Discerning Solution Concepts for Discrete Games,Nail Kashaev and Bruno Salcedo,"The empirical analysis of discrete complete-information games has relied on behavioral restrictions in the form of solution concepts, such as Nash equilibrium. Choosing the right solution concept is crucial not just for the identification of payoff parameters, but also for the validity and informativeness of counterfactual exercises and policy implications. We say that a solution concept is discernible if it is possible to determine whether it generated the observed data on the players’ behavior and covariates. We propose a set of conditions that make it possible to discern solution concepts. In particular, our conditions are sufficient to tell whether the players’ choices emerged from Nash equilibria. We can also discriminate between rationalizable behavior, maxmin behavior, and collusive behavior. Finally, we identify the correlation structure of unobserved shocks in our model using a novel approach.",http://hdl.handle.net/10.1080/07350015.2020.1753525
