journal,year,title,authors,abstract,url
Journal of Labor Economics,2023,Overview: Wage Dynamics in the Twenty-First Century,Erik Hurst and Lisa B. Kahn,,http://dx.doi.org/10.1086/727200
Journal of Labor Economics,2023,The Quality-Adjusted Cyclical Price of Labor,"Mark Bils, Marianna Kudlyak and Paulo Lins","We estimate cyclicality in labor’s user cost allowing for cyclical fluctuations in the quality of worker-firm matches and wages that are smoothed within employment matches. To do so, we exploit a match’s long-run wage to control for its quality. Using 1980–2019 National Longitudinal Survey of Youth data, we identify three channels by which recessions affect user cost: they lower the new-hire wage and wages going forward in the match, but they also result in higher subsequent separations. We find that labor’s user cost is highly procyclical, increasing by more than 4% for a 1 percentage point decline in unemployment.",http://dx.doi.org/10.1086/726701
Journal of Labor Economics,2023,Increasing Earnings Inequality: Reconciling Evidence from Survey and Administrative Data,"John Haltiwanger, Henry R. Hyatt and James R. Spletzer","Analyses of survey data highlight observable person characteristics, such as education and occupation, as critical factors for rising earnings inequality, while industry has an offsetting effect. In contrast, analysis of administrative data highlights that rising between-firm earnings dispersion and, in turn, between-industry earnings dispersion dominates the rise in earnings inequality. We construct a novel integrated dataset based on CPS micro data linked with LEHD administrative records. We find that most of the rise in earnings inequality is accounted for by rising between-industry inequality. This finding reflects a substantial contribution of increased sorting and segregation of observable person characteristics between industries.",http://dx.doi.org/10.1086/726632
Journal of Labor Economics,2023,The Slow Diffusion of Earnings Inequality,Isaac Sorkin and Melanie Wallskog,Rising between-firm pay dispersion accounts for the majority of the dramatic increase in earnings inequality in the United States in the last several decades. This paper shows that a distinct cross-cohort pattern drives this rise: newer cohorts of firms enter more dispersed and stay more dispersed throughout their lives. These cohort patterns suggest a link between changes in firm entry associated with the decline in business dynamism and the rise in earnings inequality. Cohort effects also imply a slow diffusion of inequality: inequality rises as younger and more unequal cohorts of firms replace older and more equal cohorts.,http://dx.doi.org/10.1086/726635
Journal of Labor Economics,2023,Long Social Distancing,"Jose Maria Barrero, Nicholas Bloom and Steven Davis","Many Americans continued some forms of social distancing after the pandemic. This phenomenon is stronger among older persons, less educated individuals, and those who interact daily with persons at high risk from infectious diseases. Regression models fit to individual-level data suggest that social distancing lowered labor force participation by 2.4 percentage points in 2022, 1.2 points on an earnings-weighted basis. When combined with simple equilibrium models, our results imply that the social distancing drag on participation reduced US output by $205 billion in 2022, shrank the college wage premium by 2.1 percentage points, and modestly steepened the cross-sectional age-wage profile.",http://dx.doi.org/10.1086/726636
Journal of Labor Economics,2023,"Outsourcing, Occupationally Homogeneous Employers, and Wage Inequality in the United States",Elizabeth Handwerker,"This paper develops measures of the occupational homogeneity of employers as indicators of outsourcing. Findings are threefold. First, wages are strongly related to occupational homogeneity, particularly for workers in low-wage occupations. Second, by some measures, workers—particularly those in higher-wage occupations—saw their employing establishments become more occupationally homogeneous during 2004–19. Third, changes in the occupational homogeneity of workplaces contributed to growing wage inequality among workers over the first part of this period. The growing sorting and segregation of workers by occupation into different employers is an important part of wage inequality.",http://dx.doi.org/10.1086/726634
Journal of Labor Economics,2023,"Firm Market Power, Worker Mobility, and Wages in the US Labor Market",Sadhika Bagga,"Worker mobility and wages have declined in the United States amid rising employer market power. I propose a theory of the labor market in which a decrease in employer competition, characterized by fewer firms per worker, drives the decline in worker mobility and wages. A finite and decreasing number of employers exert market power by excluding their offers from the outside options of their employees. This reduces the value of workers’ outside options and, consequently, their wages and transitions across employers. I quantify the model to explain the long-run decline in worker mobility and wages and examine its cross-sectional implications.",http://dx.doi.org/10.1086/726819
Journal of Labor Economics,2023,Monopsony Power in Higher Education: A Tale of Two Tracks,Austan Goolsbee and Chad Syverson,"This paper measures the degree of monopsony power in the US higher-education labor market by using school-specific labor demand instruments to directly estimate the residual labor supply curves facing individual universities. The results indicate that schools have significant monopsony power over tenure-track faculty but face perfectly elastic residual labor supply curves for non-tenure-track faculty. There is some evidence for three sources of monopsony power often discussed in the literature—employer concentration, search frictions/job-switching costs, and differentiated jobs. The results also suggest that monopsony over tenure-track faculty may have contributed to the trend toward hiring more non-tenure-track faculty.",http://dx.doi.org/10.1086/726720
Journal of Labor Economics,2023,The Effect of Minimum Wage Policies on the Wage and Occupational Structure of Establishments,Eliza Forsythe,"Using establishment-level panel data from the Occupational Employment and Wage Statistics program, I estimate the effect of minimum wage increases implemented by 10 states in 2014 and 2015. I show that minimum wage increases lead to wage spillovers within establishments. I find little evidence that minimum wage increases induce establishments to reorganize their occupational mix. Finally, I find that minimum wage increases propagate up the management hierarchy, leading to increased wages for supervisors. Nonetheless, I find that overall wage inequality decreases within establishments after minimum wage increases.",http://dx.doi.org/10.1086/726820
Journal of Labor Economics,2023,Unobserved Endowments and Gender Differences in Marriage Matching,"Wenchao Li, Xuyan Lou, Junjian Yi and Junsen Zhang","This study investigates the effects of unobserved earnings-related endowments on marital outcomes, focusing on potential gender differences. Using a less stringent, more plausible assumption that monozygotic twins share more similar endowments relative to dizygotic twins, we develop a novel identification strategy from the twins experiment. Using unique Chinese twins survey data, we find that men with genetic endowments related to higher earnings marry earlier and have younger, taller wives; such women marry later and have older husbands with higher education and income. Results cast doubt on the conventional assumption of independence between unobservables and observable marital attributes.",http://dx.doi.org/10.1086/720762
