journal,year,title,authors,abstract,url
Journal of Labor Economics,2022,Introduction to a Special Issue in Honor of Alan B. Krueger,David Card and Alexandre Mas,,http://dx.doi.org/10.1086/718434
Journal of Labor Economics,2022,Rent Sharing within Firms,David Cho and Alan Krueger,This study investigates the extent to which economic rents are shared among different types of workers within firms. We utilize administrative payroll records in order to estimate the elasticity of employee compensation with respect to the price of crude oil at petroleum extraction companies. We find that the elasticity of rent sharing is heterogeneous within firms and significantly higher for workers at the top of the earnings distribution. These results can be rationalized by a bargaining model in which insiders within a firm possess greater power to negotiate over wages.,http://dx.doi.org/10.1086/718713
Journal of Labor Economics,2022,The Intergenerational Transmission of Human Capital: Evidence from the Golden Age of Upward Mobility,"David Card, Ciprian Domnisoru and Lowell Taylor","School quality affects upward mobility in educational attainment. This conclusion comes from an analysis of families with coresident teenage children in the 1940 census. We study parents in the bottom quartile of the education distribution and define “upward mobility” as a generational move up the educational ladder to the top three quartiles of the child’s cohort. At the state level, upward mobility is strongly tied to teacher wages. This relationship holds when we narrow our focus to families on adjacent sides of state borders in the South, where state minimum salary laws created sharp teacher-wage differences between otherwise similar counties.",http://dx.doi.org/10.1086/718417
Journal of Labor Economics,2022,Machine Labor,Joshua Angrist and Brigham Frandsen,"The utility of machine learning (ML) for regression-based causal inference is illustrated by using lasso to select control variables for estimates of college characteristics’ wage effects. Post-double-selection lasso offers a path to data-driven sensitivity analysis. ML also seems useful for an instrumental variables (IV) first stage, since two-stage least squares (2SLS) bias reflects overfitting. While ML-based instrument selection can improve on 2SLS, split-sample IV and limited information maximum likelihood do better. Finally, we use ML to choose IV controls. Here, ML creates artificial exclusion restrictions, generating spurious findings. On balance, ML seems ill-suited to IV applications in labor economics.",http://dx.doi.org/10.1086/717933
Journal of Labor Economics,2022,Does Money Still Matter? Attainment and Earnings Effects of Post-1990 School Finance Reforms,Jesse Rothstein and Diane Schanzenbach,"In two 1992 papers, Card and Krueger used labor market outcomes to study the productivity of school spending. Following their lead, we examine the effects of post-1990 school finance reforms on students’ educational attainment and labor market outcomes. Using a state-by-cohort panel design, we find that reforms increased high school completion and college-going, concentrated among Black students and women, and raised annual earnings. The reforms also increased the return to education, particularly for Black students and men, driven by the return to high school.",http://dx.doi.org/10.1086/717934
Journal of Labor Economics,2022,"Minimum Wages, Wages, and Price Pass-Through: The Case of McDonald’s Restaurants",Orley Ashenfelter and Stepan Jurajda,"Based on 2016–20 hourly wage rates of McDonald’s basic crew and Big Mac prices collected simultaneously from almost all US McDonald’s, we find that in 25% of instances of minimum wage increases, restaurants keep constant their wage premium above the increasing minimum wage. Higher minimum wages are not associated with faster adoption of touch-screen ordering, and there is near-full price pass-through of minimum wages. Minimum wage hikes lead to increases in real wages (expressed as how many Big Macs 1 hour of basic crew work can buy) that are one-fifth lower than the corresponding increases in nominal wages.",http://dx.doi.org/10.1086/718190
Journal of Labor Economics,2022,Seeing beyond the Trees: Using Machine Learning to Estimate the Impact of Minimum Wages on Labor Market Outcomes,"Doruk Cengiz, Arindrajit Dube, Attila Lindner and David Zentler-Munro","We assess the effect of the minimum wage on labor market outcomes. First, we apply modern machine learning tools to predict who is affected by the policy. Second, we implement an event study using 172 prominent minimum wage increases between 1979 and 2019. We find a clear increase in wages of affected workers and no change in employment. Furthermore, minimum wage increases have no effect on the unemployment rate, labor force participation, or labor market transitions. Overall, these findings provide little evidence of changing search effort in response to a minimum wage increase.",http://dx.doi.org/10.1086/718497
Journal of Labor Economics,2022,Why Do Sectoral Employment Programs Work? Lessons from WorkAdvance,"Lawrence Katz, Jonathan Roth, Richard Hendra and Kelsey Schaberg","This paper examines the evidence from randomized evaluations of sector-focused training programs that target low-wage workers and combine up-front screening, occupational and soft-skills training, and wraparound services. The programs generate substantial and persistent earnings gains (12%–34%) following training. Theoretical mechanisms for program impacts are explored for the WorkAdvance demonstration. Earnings gains are generated by getting participants into higher-wage jobs in higher-earning industries and occupations, not just by raising employment. Training in transferable and certifiable skills (likely underprovided from poaching concerns) and reductions of employment barriers to high-wage sectors for nontraditional workers appear to play key roles.",http://dx.doi.org/10.1086/717932
Journal of Labor Economics,2022,Artificial Intelligence and Jobs: Evidence from Online Vacancies,"Daron Acemoglu, David Autor, Jonathon Hazell and Pascual Restrepo","We study the impact of artificial intelligence (AI) on labor markets using establishment-level data on the near universe of online vacancies in the United States from 2010 onward. There is rapid growth in AI-related vacancies over 2010–18 that is driven by establishments whose workers engage in tasks compatible with AI’s current capabilities. As these AI-exposed establishments adopt AI, they simultaneously reduce hiring in non-AI positions and change the skill requirements of remaining postings. While visible at the establishment level, the aggregate impacts of AI-labor substitution on employment and wage growth in more exposed occupations and industries is currently too small to be detectable.",http://dx.doi.org/10.1086/718327
Journal of Labor Economics,2022,Nonlinear Class Size Effects on Cognitive and Noncognitive Development of Young Children,Marie Connolly and Catherine Haeck,"We estimate the nonlinear impact of class size on student achievement by exploiting regulations that cap class size at 20 students per class in kindergarten. Based on student-level information from a previously unexploited and unique large-scale census survey of kindergarten students, this study provides clear evidence of the nonlinearity of class size effects on development measures. While the effects are largest on cognitive development, class size reductions also improve noncognitive skills for children living in disadvantaged areas. These findings suggest that sizeable class size reductions targeted at disadvantaged areas would achieve better results than a marginal reduction across the board.",http://dx.doi.org/10.1086/718328
Journal of Labor Economics,2022,Elite Schools and Opting In: Effects of College Selectivity on Career and Family Outcomes,"Suqin Ge, Elliott Isaac and Amalia Miller","Using College and Beyond data and a variant of Dale and Krueger’s matched-applicant approach, we revisit the question of how attending an elite college affects later-life outcomes. We expand the scope by examining additional outcomes and not restricting the sample to full-time workers. For men, controlling for selection eliminates the relationship between college selectivity and earnings; there are also no effects on men’s educational attainment or family outcomes. We find significant effects for women: attending a school with a 100-point-higher average SAT score increases women’s probability of advanced degree attainment and earnings while reducing their likelihood of marriage.",http://dx.doi.org/10.1086/717931
Journal of Labor Economics,2022,Childcare over the Business Cycle,Jessica H. Brown and Chris M. Herbst,"We estimate the impact of macroeconomic conditions on the childcare market. We find that the industry is substantially more exposed to the business cycle than other low-wage industries and responds more strongly to negative shocks than positive ones. Indeed, childcare employment requires more time to recover than the rest of the economy. Although the reduction in supply may pose difficulties for parents, we find evidence that center quality is countercyclical. When unemployment rates are higher, childcare workers have on average higher levels of education and experience, turnover rates are lower, and consumer reviews on Yelp are higher.",http://dx.doi.org/10.1086/718189
Journal of Labor Economics,2022,Wage Posting or Wage Bargaining? A Test Using Dual Jobholders,"Marta Lachowska, Alexandre Mas, Raffaele Saggio and Stephen Woodbury","We employ a revealed preference test to distinguish between wage posting and wage bargaining. Using a sample of dual jobholders in Washington State, we estimate the sensitivity of wages and separation rates to wage shocks in a secondary job. In lower parts of the wage distribution, improvements in the outside option lead to higher separations rates but not to higher wages, consistent with wage posting. In the highest wage quartile, improved outside options translate to higher wages but not higher separation rates, consistent with bargaining. In the aggregate, bargaining appears to be a limited determinant of wage setting.",http://dx.doi.org/10.1086/718321
Journal of Labor Economics,2022,"Name Your Friends, but Only Five? The Importance of Censoring in Peer Effects Estimates Using Social Network Data",Alan Griffith,"Empirical peer effects research often employs censored peer data. Individuals may list only a fixed number of links, implying mismeasured peer variables. I first document that censoring is widespread in network data. I then introduce an estimator and characterize its inconsistency analytically; an assumption on the ordering of peers implies that censoring causes attenuated peer effects estimates. Next, I demonstrate the effect of censoring in two data sets, showing that estimates with censored data underestimate peer influence. I discuss interpretation of estimates, propose methods for correction and bounding, and give implications for the design of network surveys.",http://dx.doi.org/10.1086/717935
Journal of Labor Economics,2022,Matching in the Dark? Inequalities in Student to Degree Match,"Stuart Campbell, Lindsey Macmillan, Richard Murphy and Gill Wyness","This paper examines inequalities in the match between student and degree quality using linked administrative data from schools, universities, and tax authorities. We analyze two measures of match at the university subject level: undergraduate enrollment qualifications and graduate earnings. We find for both that disadvantaged students match to lower-quality degrees across the entire distribution of achievement in a setting with uniform fees and a generous financial aid system. While there are negligible gender gaps in academic match, high-attaining women systematically undermatch in terms of expected earnings, driven by subject choice. These inequalities in match are largest among the most undermatched.",http://dx.doi.org/10.1086/718433
