journal,year,title,authors,abstract,url
The Review of Economics and Statistics,2020,The Role of Career and Wage Incentives in Labor Productivity: Evidence from a Two-Stage Field Experiment in Malawi,"Hyuncheol Bryant Kim, Seonghoon Kim and Thomas T. Kim","We study how career and wage incentives affect labor productivity through self-selection and incentive effect channels using a two-stage field experiment in Malawi. First, recent secondary school graduates were hired with either career or wage incentives. After employment, half of the workers with career incentives randomly received wage incentives, and half of the workers with wage incentives randomly received career incentives. Career incentives attract higher-performing workers than wage incentives do, but they do not increase productivity conditional on selection. Wage incentives increase productivity for those recruited through career incentives. Observable characteristics are limited in explaining selection effects of entry-level workers.",http://www.mitpressjournals.org/doi/pdf/10.1162/rest_a_00854
The Review of Economics and Statistics,2020,The Value of Insiders as Mentors: Evidence from the Effects of NSF Rotators on Early-Career Scientists,Sebastian Hoenen and Christos Kolympiris,"We show that academics with experience in government jobs generate spillovers for their early-career colleagues. Our template is the National Science Foundation rotation program in which the agency employs academics, called rotators, on loan from their university. Within two years after the rotator's return, fresh assistant professors in her department increase their research resources materially and are more likely to win small and medium-size grants compared to academics in three control groups. Consistent with evidence that the mechanism is mentoring from the rotator, the results suggest that access to individuals with insights gained outside academia propels scientific careers.",http://www.mitpressjournals.org/doi/pdf/10.1162/rest_a_00859
The Review of Economics and Statistics,2020,Gender Bias among Professionals: An Identity-Based Interpretation,Alice H. Wu,This paper measures gender bias in discussions about women versus men in an online professional forum. I study the content of posts that refer to each gender and the transitions in the topics between consecutive posts once attention turns to one gender or the other. Discussions about women tend to emphasize their personal characteristics instead of professional accomplishments. Posts about women are also more likely to lead to deviations from professional topics than are posts about men. I interpret these findings through a model that highlights posters' incentives to boost their own identities relative to the underrepresented out-group in a profession.,http://www.mitpressjournals.org/doi/pdf/10.1162/rest_a_00877
The Review of Economics and Statistics,2020,Enlisting Employees in Improving Payroll Tax Compliance: Evidence from Mexico,"Todd Kumler, Eric Verhoogen and Judith Frías","Comparing two sources of wage data in Mexico—firms' reports to the social security agency and individuals' responses to a household survey—we document extensive underreporting of wages by formal firms, with compliance better in larger firms. We also present evidence that the 1997 Mexican pension reform, which tied pension benefits more closely to reported wages for younger workers, led to a relative decline in underreporting for younger age groups. The results suggest that giving employees incentives and information to improve the accuracy of employer reports can be an effective way to improve payroll tax compliance.",http://www.mitpressjournals.org/doi/pdf/10.1162/rest_a_00907
The Review of Economics and Statistics,2020,Career Incentives of City Leaders and Urban Spatial Expansion in China,"Zhi Wang, Qinghua Zhang and Li-An Zhou","This paper develops a theoretical framework to study the critical role that politics play in shaping the spatial dimension of China's urbanization and the related welfare implications. Utilizing a large data set of residential land transactions matched with city leaders in 200 Chinese cities from 2000 through 2011, the empirical analysis finds that a 1 standard deviation increase in the career-incentive measure leads to 9 additional kilometers of outward expansion, a 23% increase relative to the sample average. It also finds some suggestive evidence pointing to the distortionary impacts of overly strong incentives of city leaders on spatial expansion, consistent with the theory.",http://www.mitpressjournals.org/doi/pdf/10.1162/rest_a_00862
The Review of Economics and Statistics,2020,"Taking Innovation to the Streets: Microgeography, Physical Structure, and Innovation",Maria P. Roche,"In this paper, we analyze how the physical layout of cities affects innovation by influencing the organization of knowledge exchange. We exploit a novel data set covering all census block groups in the contiguous United States with information on innovation outcomes, street infrastructure, as well as population and workforce characteristics. To deal with concerns of omitted variable bias, we apply commuting zone fixed effects and construct instruments based on historic city planning. The results suggest that variation in street network density may explain regional innovation differentials beyond the traditional location externalities found in the literature.",http://www.mitpressjournals.org/doi/pdf/10.1162/rest_a_00866
The Review of Economics and Statistics,2020,Urban Transport Expansions and Changes in the Spatial Structure of U.S. Cities: Implications for Productivity and Welfare,Nathaniel Baum-Snow,"Each new radial highway serving large U.S. metropolitan areas decentralized 14% to 16% of central city working residents and 4% to 6% of jobs in the 1960–2000 period. Model calibrations yield implied elasticities of central city total factor productivity to central city employment relative to suburban employment of 0.04 to 0.09, meaning a large fraction of agglomeration economies operates at submetropolitan-area spatial scales. Each additional highway causes central city income net of commuting costs to increase by up to 2.4% and housing cost to decline by up to 1.3%. Factor reallocation toward land in housing production generates the plurality of the population decentralization caused by new highways.",http://www.mitpressjournals.org/doi/pdf/10.1162/rest_a_00855
The Review of Economics and Statistics,2020,The Dynamic Effects of Forward Guidance Shocks,Brent Bundick and A. Lee Smith,"We examine the macroeconomic effects of forward guidance shocks at the zero lower bound. Empirically, we identify forward guidance shocks using unexpected changes in futures contracts around monetary policy announcements. We then embed these policy shocks in a vector autoregression to trace out their macroeconomic implications. Forward guidance shocks that lower expected future policy rates lead to moderate increases in economic activity and inflation. After examining forward guidance shocks in the data, we show that a standard model of nominal price rigidity can reproduce our empirical findings. To estimate our theoretical model, we generate a model-implied futures curve that closely links our model with the data. Our results suggest no disconnect between the empirical effects of forward guidance shocks around policy announcements and the predictions from a standard theoretical model.",http://www.mitpressjournals.org/doi/pdf/10.1162/rest_a_00856
The Review of Economics and Statistics,2020,New Evidence on Cyclical Variation in Average Labor Costs in the United States,"Grace Weishi Gu, Eswar Prasad and Thomas Moehrle","We provide new evidence on the cyclicality of employers' real labor costs using BLS establishment job data for the 1982–2018 period. Average straight-time wages have become countercyclical since the financial crisis and the subsequent Great Recession. So have benefit expenditures and overall labor costs, as well as major benefit expenditures, including health insurance and Social Security. Consistent with prior literature, we find that total earnings—the sum of straight-time wages, bonuses, and overtime earnings—were procyclical before 2008; even earnings have become countercyclical since then. The increasing countercyclicality of labor costs is largely attributable to periods with below-trend GDP.",http://www.mitpressjournals.org/doi/pdf/10.1162/rest_a_00863
The Review of Economics and Statistics,2020,Does Medicare Reimbursement Drive Up Drug Launch Prices?,David Ridley and Chung-Ying Lee,"Medicare reimburses health care providers for the drugs they administer. Since 2005, it has reimbursed based on the past price of the drug. Reimbursement on past prices could motivate manufacturers to set higher launch prices because providers become less sensitive to price and because provider reimbursement is higher if past prices were higher. Using data on drug launch prices between 1999 and 2010, we estimate that reimbursement based on past prices caused launch prices to rise dramatically. The evidence is consistent with the 2018 claim from Medicare's administrator that it “creates a perverse incentive for manufacturers to set higher prices.”",http://www.mitpressjournals.org/doi/pdf/10.1162/rest_a_00849
