journal,year,title,authors,abstract,url
Journal of Public Economics,2022,State responses to federal matching grants: The case of medicaid,Pauline Leung,"While Medicaid is currently financed by open-ended matching, in which the federal government’s contribution is uncapped, there has been interest in transforming the financing structure to block grants, which limits federal cost-sharing to a fixed amount. To understand the implications of this reform, I measure the effect of match rates on Medicaid spending by using the variation induced by a kink in the match rate formula. I find that a percentage point increase in the federal match raises per-beneficiary spending by 3 to 6 percent and that these results are driven by high-spending states. Using this estimate, I discuss the welfare impact of a block grant reform.",http://www.sciencedirect.com/science/article/pii/S0047272722001487
Journal of Public Economics,2022,Subsidizing low- and middle-income adoption of electric vehicles: Quasi-experimental evidence from California,Erich Muehlegger and David Rapson,"Little is known about electric vehicle (EV) demand by low- and middle-income households. In this paper, we exploit a policy that provides exogenous variation in large EV subsidies targeted at the mass market in California. Using transaction-level data, we estimate three important policy parameters: the rate of subsidy pass-through, the impact of the subsidy on EV adoption, and the elasticity of demand for EVs among low- and middle-income households. Demand for EVs in our sample is price-elastic (−2.1) and buyers capture roughly 73 to 85 percent of the subsidy.",http://www.sciencedirect.com/science/article/pii/S0047272722001542
Journal of Public Economics,2022,Reference points and redistributive preferences: Experimental evidence,"Jimmy Charité, Raymond Fisman, Ilyana Kuziemko and Kewei Zhang","We explore whether individuals, when acting as social planners, respect others’ reference points. We allow subjects to redistribute unequal, unearned initial endowments between two anonymous recipients. Subjects redistribute twenty percent less when recipients know their initial endowments (and thus may have formed corresponding reference points) than when the recipients do not know their initial endowments, in which case we observe near-complete redistribution. The result holds for both within- and between-subject comparisons and is robust to a number of variants in design. The extensive margin response (redistributing zero versus any amount) drives the difference, further suggesting that respect for reference points drives the observed limited redistribution.",http://www.sciencedirect.com/science/article/pii/S0047272722001633
Journal of Public Economics,2022,Do mandated health insurance benefits for diabetes save lives?,Jinyeong Son,"In response to the growing concern over diabetes, state-mandated health insurance benefits for diabetes have become popular since the late 1990s. However, little is known about whether these mandates improve the health of people with diabetes. In this paper, I use data from the restricted-use Multiple Cause of Death Mortality database and the Behavioral Risk Factor Surveillance System to investigate the effects of these mandates on diabetes-related mortality rates, along with the underlying mechanisms behind the estimated effects. Using a difference-in-differences framework that leverages variation in the enactment of mandates both across states and over time, I find that approximately 3.1 fewer diabetes-related deaths per 100,000 occur annually in mandate states than in non-mandate states. The mechanism analysis suggests higher utilization of the mandated medical benefits caused these mortality improvements. These findings can inform the ongoing policy debate on strengthening or weakening coverage mandates, including Essential Health Benefits under the Affordable Care Act.",http://www.sciencedirect.com/science/article/pii/S0047272722001645
Journal of Public Economics,2022,Paternalism and pseudo-rationality: An illustration based on retirement savings,Itzik Fadlon and David Laibson,"Resource allocations are jointly determined by the actions of social planners and households. We study economies in which households have private information about their tastes and have a distribution of behavioral propensities: optimal, myopic, or passive. In such economies, we show that utilitarian planners enact policies such as Social Security and default savings that cause equilibrium consumption smoothing (on average in the cross-section of households). Our framework resolves tensions in the household savings literature by simultaneously explaining evidence of consumption smoothing and optimal savings on average across households while also predicting behavioral anomalies at the household level. In general, common tests of consumption smoothing are not sufficient to show that households are optimizers, but observational data or natural experiments can be used to identify the fractions of optimizing, myopic, and passive households.",http://www.sciencedirect.com/science/article/pii/S0047272722001657
Journal of Public Economics,2022,Identity and underrepresentation: Interactions between race and gender,Jean-Paul Carvalho and Bary  Pradelski,"Economic outcomes vary significantly across socio-demographic groups. In a model of multidimensional identity, we show how differences in economic participation can give rise to identity-specific norms which ‘normalize’ and lock in the historical underrepresentation of various groups. Whereas standard approaches treat identity dimensions as independent, our analysis reveals deep connections between inequality and underrepresentation based on race, gender, and other characteristics. ‘Sterilized interventions’ along a single identity dimension are generally impossible. Interventions that aim to reduce underrepresentation along one identity dimension can increase underrepresentation along another. We show how underrepresentation can be eliminated along every dimension, through a system of (a) self-financing subsidies or (b) role models, where interventions are ‘intersectional’, i.e., connected across identity dimensions. When the strength of group identification is made endogenous, underrepresentation disappears in the long run on its own. Depending on the environment, affirmative action can either speed up or slow down this process.",http://www.sciencedirect.com/science/article/pii/S0047272722001669
Journal of Public Economics,2022,Small-group instruction to improve student performance in mathematics in early grades: Results from a randomized field experiment,"Hans Bonesrønning, Henning Finseraas, Inés Hardoy, Jon Marius Vaag Iversen, Ole Henning Nyhus, Vibeke Opheim, Kari Vea Salvanes, Astrid Marie Sandsør and Pål Schøne","We investigate whether small-group instruction improves student performance in mathematics in the early grades using a large-scale RCT covering 159 Norwegian schools over four years. The students − 7–9 years old - are pulled out from their regular mathematics classes into small, homogenous groups of 4–6 students for mathematics instruction for 3 to 4 h per week, for two periods of 4–6 weeks per school year. Unlike many other recent tutoring experiments, all students are pulled out, not only struggling students. In our intention-to-treat analysis, we find that students in treatment schoolsincreased their performance by0.06of a standard deviation in national tests, with no differential effect by baseline test score level, parental education, or gender. Our study is particularly relevant for policy-makers seeking to use additional teaching resources to target a heterogeneous student population efficiently.",http://www.sciencedirect.com/science/article/pii/S0047272722001670
Journal of Public Economics,2022,Assessing knowledge or classroom behavior? Evidence of teachers’ grading bias,Bruno Ferman and Luiz Felipe Fontes,"This paper tests whether teachers unequally evaluate students based on their classroom behavior, rather than their scholastic competence. Evidence is drawn from a unique dataset on students from Brazil, which allows us to contrast teacher- and blindly-assigned scores on achievement tests that are high-stakes and cover the same material. We find that teachers inflate test scores of better-behaved students, and deduct points from worse-behaved ones. We also find that teachers’ decision to promote students is influenced by how they behave in class. Our results (i) document a potentially inefficient way of assessing students’ knowledge, (ii) explain a large part of grading discrimination against boys, and (iii) reveal a causal effect of noncognitive skills on educational outcomes that is unrelated to student proficiency.",http://www.sciencedirect.com/science/article/pii/S004727272200175X
Journal of Public Economics,2022,"The minimum wage, informal pay, and tax enforcement","Anikó Bíró, Daniel Prinz and László Sándor","We study the implications of the minimum wage for taxation in an environment with imperfect enforcement and informality. Leveraging an increase in the audit threat for declared earnings below a threshold at twice the minimum wage in Hungary, we estimate reporting and employment responses with administrative panel data. Our bunching and difference-in-differences results show that a substantial share of those who report earning the minimum wage earn at least the same amount off the books. Our key insight is that a taxed minimum wage serves as a backstop on underreporting and recovers some revenue —even though it also increases informality.",http://www.sciencedirect.com/science/article/pii/S004727272200130X
Journal of Public Economics,2022,Syringe exchange programs and harm reduction: New evidence in the wake of the opioid epidemic,Analisa Packham,"In light of the recent opioid crisis, many public health entities have called for an expansion in syringe exchange programs (SEPs), which provide access to sterile syringes and facilitate safe needle disposal for injection drug users. This paper uses a newly constructed administrative dataset to estimate the effects of recent SEP openings on HIV diagnoses and drug-related deaths. I find that SEP openings decrease HIV rates by up to 18.2 percent. However, I present new evidence that SEPs increase rates of opioid-related mortality. Effects are largest in rural counties and in counties that adopted SEPs after the influx of fentanyl to the US, suggesting that needle exchanges may be less effective during periods when illicit opioids are widely available, especially in areas with high barriers to substance abuse treatment.",http://www.sciencedirect.com/science/article/pii/S0047272722001359
Journal of Public Economics,2022,Temporary and permanent effects of withdrawal penalties on retirement savings accounts✩,"Gopi Goda, Damon Jones and Shanthi Ramnath","We investigate the impact of the early withdrawal penalty on Individual Retirement Account (IRA) withdrawals by examining behavior in a short window before and after the age when the penalty is lifted. We find a large, sudden increase in withdrawals after the penalty’s expiration of 3–3.5 times the baseline level, with no evidence of anticipatory behavior. After one month, average withdrawals decline to and persist at approximately double the baseline. We find that the short-run increase is more pronounced when liquidity constraints are more likely to have been binding. Finally, we explore the implications of our results for policies that adjust the age at which early penalties expire or policies that temporarily remove such penalties.",http://www.sciencedirect.com/science/article/pii/S0047272722001360
Journal of Public Economics,2022,How does group identification affect redistribution in representative democracies? An Experiment,"Shaun P. Hargreaves Heap, Emma Manifold, Konstantinos Matakos and Dimitrios Xefteris","We test in the laboratory four mechanisms whereby group identification might affect redistribution in representative democracies. For voters, group identification can give rise to a preference for own-group payoffs, for electing an own-group candidate, and could be used to assess candidate-sincerity. For candidates, identity might affect the optimal campaign platform. There is evidence to support all four. Our key contribution comes from bringing the candidate supply of redistribution policies into an equilibrium analysis with voter demand for redistribution. It yields an important new insight: the extent of minority group political representation among the electoral candidates critically affects redistribution outcomes.",http://www.sciencedirect.com/science/article/pii/S0047272722001499
Journal of Public Economics,2022,Noise pollution and violent crime☆,Timo Hener,"This paper reveals how exposure to noise pollution increases violent crime. To identify the causal effect of noise pollution, I use daily variation in aircraft landing approaches to instrument noise levels. Increasing background noise by 4.1 decibels causes a 6.6% increase in the violent crime rate. The additional crimes mostly consist of physical assaults on men. The results imply a substantial societal burden from noise pollution beyond health impacts.",http://www.sciencedirect.com/science/article/pii/S0047272722001505
Journal of Public Economics,2022,The emergence of private high schools in India: The impact of public-private competition on public school students,"Surendrakumar Bagde, Dennis Epple and Lowell Taylor","We study the entry of private secondary schools into 240 Indian villages previously served by public schools only—comparing student outcomes in these villages with outcomes in several thousand villages with no private schools. Consistent with predictions of a model of private–public school competition, we find evidence of stratification in terms of academic preparation and socioeconomic status. High-performing students sort into private schools, as do students from affluent families and from relatively privileged castes (especially males). In principle such stratification might undermine public schools, but our analysis of students across the socioeconomic spectrum shows no evidence of harm to those who remain in public schools.",http://www.sciencedirect.com/science/article/pii/S0047272722001517
Journal of Public Economics,2022,Regulatory arbitrage in teacher hiring and retention: Evidence from Massachusetts Charter Schools,"Jesse Bruhn, Scott Imberman and Marcus Winters","We study personnel flexibility in charter schools by exploring how teacher retention varies with teacher quality in Massachusetts. We propose a model in which educators with high fixed-costs use charter schools to explore teaching careers before obtaining licenses required for higher paying public sector jobs. A key implication of the theoretical model is that charter schools create positive externalities for traditional public schools by increasing the average quality of available teacher labor. Empirical results show patterns consistent with the model. In particular, we show that charters are more likely to lose their highest and lowest value-added teachers. Low performers tend to exit public education, while high performers tend to switch to traditional public schools.",http://www.sciencedirect.com/science/article/pii/S0047272722001529
Journal of Public Economics,2022,Cutting special interests by the roots: Evidence from the Brazilian Amazon,Arthur Bragança and Ricardo Dahis,"Government policies may impact economic outcomes directly but also indirectly through effects on political incentives. This paper examines the effects of the PPCDAm – a centralized set of environmental policies that effectively raised the expected cost of illegal deforestation – on the behavior of a powerful special-interest group operating in the Brazilian Amazon: farmers. Using different identification strategies, we document that municipalities governed by farmer politicians experienced larger declines in deforestation, greenhouse gas (GHG) emissions, and violence than municipalities governed by other politicians after this set of policies was implemented. Our findings suggest the PPCDAm had indirect and persistent effects on political incentives, amplifying its impact on environmental and social outcomes.",http://www.sciencedirect.com/science/article/pii/S0047272722001554
Journal of Public Economics,2022,Do higher income taxes on top earners trickle down? A local labor markets approach,Paul M. Kindsgrab,"This paper measures how much higher income taxes on U.S. top 1% earners “trickle down” and reduce other workers’ wages via geographically concentrated spillovers. Using an exposure design that combines time-series variation in the federal marginal tax rate for top 1% earners with cross-sectional variation in the top 1% income share across local labor markets, I find very little evidence of local trickle-down effects. The point estimates imply zero local trickle-down effects. At conventional levels of confidence, the estimates are statistically inconsistent with a one percentage point increase in the top tax rate reducing worker wages by more than −0.08%. These results undermine claims that trickle-down effects should be an important consideration in setting top tax rates.",http://www.sciencedirect.com/science/article/pii/S0047272722000913
Journal of Public Economics,2022,Eliciting preferences for income redistribution: A new survey item,Jochem de Bresser and Marike Knoef,"This paper introduces a new survey item through which to measure people’s preferences toward income redistribution. Respondents construct their preferred distribution of after-tax income by changing the tax rates of the bottom four income quintiles. Taxes for the top quintile update automatically in order to keep government revenues fixed and take into account behavioral effects on pre-tax income. Data from a large, representative sample of the Dutch population indicates that around 50–60% of the respondents construct distributions that are more equal overall than the status quo, as measured by the Gini coefficient. Indeed, only 5% of respondents opt for greater inequality, but not beyond a flat-tax. Income ratios for the bottom and top half of the distribution indicate greater support for additional redistribution among those on higher rather than lower incomes. The validity of the responses to the new item is supported by their predictive power for voting behavior in the parliamentary elections almost three years later, even when controlling for a Likert scale. Two information provision experiments illustrate the richness of the new data.",http://www.sciencedirect.com/science/article/pii/S0047272722001268
Journal of Public Economics,2022,Infrastructure maintenance and rural economic activity: Evidence from India,Ritam Chaurey and Duong Trung Le,"We evaluate the impact of a rural infrastructure development and maintenance scheme, directed towards India’s most “backward” districts. Importantly, these infrastructure grants were spent on maintenance, improvements, and complementary investments to existing infrastructure. Using a Regression Discontinuity Design and multiple data sets covering the entire firm size distribution, as well as household employment surveys, we show evidence on the effectiveness of the program on local economic activity. In treated districts, the policy appears to have increased overall village-level employment, and the number of microenterprises, but there were no changes for formal firms. These increases were likely driven by a decline in the share of agricultural wage workers. At the individual-level, wages and the number of days worked also increased. There is suggestive evidence that both rural electrification and connectivity were important mechanisms driving our results. We find stronger impacts in electricity and road-intensive industries, and in villages that had paved roads and electricity prior to the program. Overall, our paper suggests that improving rural infrastructure conditions can boost economic activity, especially by stimulating microenterprises.",http://www.sciencedirect.com/science/article/pii/S004727272200127X
Journal of Public Economics,2022,Politics from the Bench? Ideology and Strategic Voting in the U.S. Supreme Court,"Tom S. Clark, B. Pablo Montagnes and Jörg Spenkuch","In the United States, Supreme Court justices often vote along ideological lines. Why this is the case remains incompletely understood. To learn more about justices’ preferences and the nature of decision-making in the Court, we differentiate between votes that were pivotal and those that were not. We find that in situations in which a justice is pivotal, her ideology is even more predictive of her vote than usual, especially when her choice matters for unambiguously establishing legal precedent. To interpret this previously unknown pattern in the data, we develop a model of voting in which justices have both expressive and instrumental preferences. That is, the justices strategically trade off which litigant should prevail based on the merits of a case with their desire to shape precedent.",http://www.sciencedirect.com/science/article/pii/S0047272722001281
Journal of Public Economics,2022,Bunching and Adjustment Costs: Evidence from Cypriot Tax Reforms,Panos Mavrokonstantis and Arthur Seibold,"We study adjustment costs in behavioral responses to income taxation, exploiting tax reforms that create and subsequently eliminate income tax kinks in Cyprus. Reduced-form evidence reveals substantial adjustment frictions attenuating bunching and de-bunching responses. Combining the empirical bunching moments with a structural model of frictional earnings supply, adjustment costs are estimated between EUR 93 and EUR 238 for wage earners. Moreover, we uncover important asymmetries in adjustment frictions, where bunching at a kink is costlier than de-bunching away from the kink. Finally, we find that self-employed individuals face considerably lower adjustment costs than wage earners.",http://www.sciencedirect.com/science/article/pii/S0047272722001293
Journal of Public Economics,2022,Does single-sex schooling help or hurt labor market outcomes? Evidence from a natural experiment in South Korea,Youngju Lee and Nobuhiko Nakazawa,"In this study, we investigate the effects of graduating from a single-sex high school on future labor market outcomes through the use of a randomized natural experiment. South Korean students are randomly assigned, by lottery, to single-sex or coeducational schools in their school districts. Using a large set of individual-level panel data, we find that graduating from single-sex schools significantly decreases females’ future earnings after graduation. In contrast, single-sex education positively affects males’ future earnings, although the estimates are noisy. We explore the potential mechanisms behind these asymmetric treatment effects, including career choice and postgraduation network effects. We do not find significant effects on other outcomes.",http://www.sciencedirect.com/science/article/pii/S0047272722001311
