journal,year,title,authors,abstract,url
Journal of Econometrics,2021,Identification in nonparametric models for dynamic treatment effects,Sukjin Han,"This paper develops a nonparametric model that represents how sequences of outcomes and treatment choices influence one another in a dynamic manner. In this setting, we are interested in identifying the average outcome for individuals in each period, had a particular treatment sequence been assigned. The identification of this quantity allows us to identify the average treatment effects (ATE’s) and the ATE’s on transitions, as well as the optimal treatment regimes, namely, the regimes that maximize the (weighted) sum of the average potential outcomes, possibly less the cost of the treatments. The main contribution of this paper is to relax the sequential randomization assumption widely used in the biostatistics literature by introducing a flexible choice-theoretic framework for a sequence of endogenous treatments. This framework allows non-compliance of subjects in experimental studies or endogenous treatment decisions in observational settings. We show that the parameters of interest are identified under each period’s exclusion restrictions, which are motivated by, e.g., a sequence of randomized treatment assignments or encouragements and a behavioral/information assumption on agents who receive treatments.",http://www.sciencedirect.com/science/article/pii/S0304407620303717
Journal of Econometrics,2021,Permutation test for heterogeneous treatment effects with a nuisance parameter,EunYi Chung and Mauricio Olivares,"This paper proposes an asymptotically valid permutation test for heterogeneous treatment effects in the presence of an estimated nuisance parameter. Not accounting for the estimation error of the nuisance parameter results in statistics that depend on the particulars of the data generating process, and the resulting permutation test fails to control the Type 1 error, even asymptotically.",http://www.sciencedirect.com/science/article/pii/S0304407621001561
Journal of Econometrics,2021,Estimating dynamic treatment effects in event studies with heterogeneous treatment effects,Liyang Sun and Sarah Abraham,"To estimate the dynamic effects of an absorbing treatment, researchers often use two-way fixed effects regressions that include leads and lags of the treatment. We show that in settings with variation in treatment timing across units, the coefficient on a given lead or lag can be contaminated by effects from other periods, and apparent pretrends can arise solely from treatment effects heterogeneity. We propose an alternative estimator that is free of contamination, and illustrate the relative shortcomings of two-way fixed effects regressions with leads and lags through an empirical application.",http://www.sciencedirect.com/science/article/pii/S030440762030378X
Journal of Econometrics,2021,Difference-in-Differences with multiple time periods,"Brantly Callaway and Sant’Anna, Pedro H.C.","In this article, we consider identification, estimation, and inference procedures for treatment effect parameters using Difference-in-Differences (DiD) with (i) multiple time periods, (ii) variation in treatment timing, and (iii) when the “parallel trends assumption” holds potentially only after conditioning on observed covariates. We show that a family of causal effect parameters are identified in staggered DiD setups, even if differences in observed characteristics create non-parallel outcome dynamics between groups. Our identification results allow one to use outcome regression, inverse probability weighting, or doubly-robust estimands. We also propose different aggregation schemes that can be used to highlight treatment effect heterogeneity across different dimensions as well as to summarize the overall effect of participating in the treatment. We establish the asymptotic properties of the proposed estimators and prove the validity of a computationally convenient bootstrap procedure to conduct asymptotically valid simultaneous (instead of pointwise) inference. Finally, we illustrate the relevance of our proposed tools by analyzing the effect of the minimum wage on teen employment from 2001–2007. Open-source software is available for implementing the proposed methods.",http://www.sciencedirect.com/science/article/pii/S0304407620303948
Journal of Econometrics,2021,The identification region of the potential outcome distributions under instrument independence,Toru Kitagawa,"This paper examines the identifying power of instrument exogeneity in the treatment effect model. We derive the identification region of the potential outcome distributions, which are the collection of distributions that are compatible with data and with the restrictions of the model. We consider identification when (i) the instrument is independent of each of the potential outcomes (marginal independence), (ii) the instrument is independent of the potential outcomes and selection heterogeneity jointly (joint independence), and (iii.) the instrument satisfies joint independence and monotonicity (the LATE restriction). By comparing the size of the identification region under each restriction, we show that joint independence provides more identifying information for the potential outcome distributions than marginal independence, but that the LATE restriction provides no identification gain beyond joint independence. We also, under each restriction, derive sharp bounds for the Average Treatment Effect and sharp testable implication to falsify the restriction. Our analysis covers discrete or continuous outcomes, and extends the Average Treatment Effect bounds of Balke and Pearl (1997) developed for the dichotomous outcome case to a more general setting.",http://www.sciencedirect.com/science/article/pii/S0304407621000968
Journal of Econometrics,2021,Difference-in-differences with variation in treatment timing,Andrew Goodman-Bacon,"The canonical difference-in-differences (DD) estimator contains two time periods, ”pre” and ”post”, and two groups, ”treatment” and ”control”. Most DD applications, however, exploit variation across groups of units that receive treatment at different times. This paper shows that the two-way fixed effects estimator equals a weighted average of all possible two-group/two-period DD estimators in the data. A causal interpretation of two-way fixed effects DD estimates requires both a parallel trends assumption and treatment effects that are constant over time. I show how to decompose the difference between two specifications, and provide a new analysis of models that include time-varying controls.",http://www.sciencedirect.com/science/article/pii/S0304407621001445
Journal of Econometrics,2021,Covariate-adjusted Fisher randomization tests for the average treatment effect,Anqi Zhao and Peng Ding,"Fisher’s randomization test (frt) delivers exact p-values under the strong null hypothesis of no treatment effect on any units whatsoever and allows for flexible covariate adjustment to improve the power. Of interest is whether the resulting covariate-adjusted procedure could also be valid for testing the weak null hypothesis of zero average treatment effect. To this end, we evaluate two general strategies for conducting covariate adjustment in frts: the pseudo-outcome strategy that uses the residuals from an outcome model with only the covariates as the pseudo, covariate-adjusted outcomes to form the test statistic, and the model-output strategy that directly uses the output from an outcome model with both the treatment and covariates as the covariate-adjusted test statistic. Based on theory and simulation, we recommend using the ordinary least squares (ols) fit of the observed outcome on the treatment, centered covariates, and their interactions for covariate adjustment, and conducting frt with the robust t-value of the treatment as the test statistic. The resulting frt is finite-sample exact for testing the strong null hypothesis, asymptotically valid for testing the weak null hypothesis, and more powerful than the unadjusted counterpart under alternatives, all irrespective of whether the linear model is correctly specified or not. We start with complete randomization, and then extend the theory to cluster randomization, stratified randomization, and rerandomization, respectively, giving a recommendation for the test procedure and test statistic under each design. Our theory is design-based, also known as randomization-based, in which we condition on the potential outcomes but average over the random treatment assignment.",http://www.sciencedirect.com/science/article/pii/S0304407621001457
Journal of Econometrics,2021,Matching estimators with few treated and many control observations,Bruno Ferman,"We analyze the properties of matching estimators when there are few treated, but many control observations. We show that, under standard assumptions, the nearest neighbor matching estimator for the average treatment effect on the treated is asymptotically unbiased in this framework. However, when the number of treated observations is fixed, the estimator is not consistent, and it is generally not asymptotically normal. Since standard inference methods are inadequate, we propose alternative inference methods, based on the theory of randomization tests under approximate symmetry, that are asymptotically valid in this framework. We show that these tests are valid under relatively strong assumptions when the number of treated observations is fixed, and under weaker assumptions when the number of treated observations increases, but at a lower rate relative to the number of control observations.",http://www.sciencedirect.com/science/article/pii/S0304407621001895
Journal of Econometrics,2021,Detecting groups in large vector autoregressions,Guðmundur Guðmundsson and Christian Brownlees,"This work introduces the stochastic block vector autoregressive (SB-VAR) model. In this class of vector autoregressions, the time series are partitioned into latent groups such that spillover effects are stronger among series that belong to the same group than otherwise. A key question that arises in this framework is how to detect the latent groups from a sample of observations generated by the model. To this end, we propose a group detection algorithm based on the eigenvectors of a function of the estimated autoregressive matrices. We establish that the proposed algorithm consistently detects the groups when the cross-sectional and time-series dimensions are sufficiently large. The methodology is applied to study the group structure of a panel of risk measures of top financial institutions in the United States and a panel of word counts extracted from Twitter.",http://www.sciencedirect.com/science/article/pii/S030440762100124X
Journal of Econometrics,2021,Identification of structural vector autoregressions through higher unconditional moments,Alain Guay,"This paper pursues two objectives. First, we determine the sufficient condition for local, statistical identification of SVAR processes through the third and fourth unconditional moments of the reduced-form innovations. Our findings provide novel insights when the entire system is not identified, as they highlight which subset of structural parameters is identified and which is not. Second, we elaborate a tractable testing procedure to verify whether the identification condition holds, prior to the estimation of the structural parameters of the SVAR process. To do so, we design a new bootstrap procedure that improves the small-sample properties of rank tests for the symmetry and kurtosis of the structural shocks.",http://www.sciencedirect.com/science/article/pii/S0304407620303651
Journal of Econometrics,2021,Using time-varying volatility for identification in Vector Autoregressions: An application to endogenous uncertainty,"Andrea Carriero, Todd Clark and Massimiliano Marcellino","We develop a structural vector autoregression with stochastic volatility in which one of the variables can impact both the mean and the variance of the other variables. We provide conditional posterior distributions for this model, develop an MCMC algorithm for estimation, and show how stochastic volatility can be used to provide useful restrictions for the identification of structural shocks. We then use the model with US data to show that some variables have a significant contemporaneous feedback effect on macroeconomic uncertainty, and overlooking this channel can lead to distortions in the estimated effects of uncertainty on the economy.",http://www.sciencedirect.com/science/article/pii/S0304407621001858
