journal,year,title,authors,abstract,url
Journal of Financial Economics,2026,Hidden alpha,"Manuel Ammann, Alexander Cochardt, Lauren Cohen and Stephan Heller","We provide novel evidence suggestive of insider trading through concealed relationships identified using information from over 100,000 Facebook profiles and their 35 million friends. Focusing on connections between fund managers and firm officers, we demonstrate that hidden ties are linked to substantial abnormal returns averaging 135 basis points per month (exceeding 16% alpha annually, t-stat = 3.54) across the universe of mutual funds and public firms. These hidden ties emerge as the most powerful predictor of future stock returns among documented network characteristics, with predictive power increasing over time through the present day. The premium associated with such connections arises not from endogenous selection or familiarity bias; instead, fund managers exhibit specific timing ability in deciding when to hold (or avoid) stocks of firm officers linked through hidden ties. The value of trading information rises with the degree of concealment and is concentrated around earnings and M&A events. The premium is absent in index funds, where strategic stock selection and timing are infeasible. Our findings on the value of hidden ties remain robust across industries, investment styles, time periods, and firm types.",http://www.sciencedirect.com/science/article/pii/S0304405X25002338
Journal of Financial Economics,2026,Learning by lending securities,George C. Nurisso,"Short sellers convey negative information to securities lenders when borrowing shares. I model how this information generates novel interactions between institutional investors’ lending and trading decisions. Lower lending fees improve information quality by facilitating more shorting, but also make it less costly for lenders to strategically recall shares to enhance their trading profits. Lenders may then need to raise fees to commit not to recall shares and thereby attract short sellers. Conversely, index fund lenders cannot trade on lending market information. This restriction enables them to attract greater shorting demand and potentially improve price efficiency—despite charging higher fees.",http://www.sciencedirect.com/science/article/pii/S0304405X26000085
Journal of Financial Economics,2026,Housing affordability and parental income support: The role of mortgage co-signing,"Jason Allen, Kyra Carmichael, Robert Clark, Shaoteng Li and Nicolas Vincent","In many countries, the cost of housing has greatly outpaced income growth, leading to an affordability crisis. Leveraging Canadian loan-level data, we document an increasing reliance of first-time home-buyers on financial help from their parents through mortgage co-signing. We show that parental support can effectively relax the borrowing constraints of their adult children, and allow them to enter the housing market early. However, we also identify a novel channel through which parental support could increase borrower vulnerabilities. Co-signing incentivizes adult children to lever up and purchase housing beyond what they can afford, exposing them to a greater risk of financial stress.",http://www.sciencedirect.com/science/article/pii/S0304405X26000103
Journal of Financial Economics,2026,Hurdle rate buffers and bargaining power in asset acquisition,"John W. Barry, Bruce I. Carlin, Alan D. Crane and John R. Graham","CFOs report using elevated hurdle rates that average 6.6 percentage points above the cost of capital. We show that hurdle rate buffers act as a commitment device and convey a bargaining advantage over counterparties during project development and M&A. This benefit can exceed the opportunity cost of forgone projects and acquisitions, preserving firm value. Consistent with our model, bidders’ elevated hurdle rates in M&A deals associate with higher surplus capture ex post; in CFO survey data, hurdle rate buffers negatively relate to ex ante bargaining power, and realized returns cluster just above elevated hurdle rates.",http://www.sciencedirect.com/science/article/pii/S0304405X26000115
Journal of Financial Economics,2026,Duration-based stock valuation: Reassessing stock market performance and volatility,Jules H. van Binsbergen,"Using a panel of international government bond data, I construct fixed income portfolios that match the duration of the dividend strips of the local aggregate stock market index. I find that these bond portfolios have similar realized return performance as their stock counterparts while also exhibiting similar or higher levels of volatility. These results provide novel insights regarding the equity risk premium and excess volatility puzzles (bubbles) and their measurement. I present several potential explanations, including secular stagnation, and discuss further the implications for macroeconomics, monetary economics, asset pricing, and corporate finance.",http://www.sciencedirect.com/science/article/pii/S0304405X2600019X
Journal of Financial Economics,2026,Committing to trade: A theory of intermediation,Francesco Sannino,"In a “lemons” market, a shock to gains from trade precedes the buyers’ offer. Lower gains exacerbate adverse selection. Trading with intermediaries before observing the shock commits sellers not to keep high-quality assets in such states, improving surplus despite impeding efficient use of information. To add value, intermediaries need not possess superior skills or information. If sellers choose intermediaries to overcome search frictions, traded assets’ quality and welfare increase with search costs. The theory offers a novel perspective on the underwrite-to-distribute model in leveraged loans, and predicts that dealers’ shift from market-making to match-making may worsen adverse selection in over-the-counter markets.",http://www.sciencedirect.com/science/article/pii/S0304405X26000206
Journal of Financial Economics,2026,Picking partners: Manager selection in private markets,"Amit Goyal, Sunil Wahal and M. Deniz Yavuz","We study the selection of private market managers (GPs) for over 61,000 capital commitments by institutional investors (LPs) from a feasible opportunity set. LPs chase past performance but also seem surprisingly willing to invest in GPs without a track record: the probability that LPs select first-time or young GPs is quantitatively similar to GPs in the highest quartile of past performance. The most plausible explanation is that there is demand for exposure to private markets that is not fulfilled by incumbent GPs. The proclivity to invest in first-time or young GPs is not associated with higher future performance.",http://www.sciencedirect.com/science/article/pii/S0304405X26000218
Journal of Financial Economics,2026,How do income-driven repayment plans benefit student debt borrowers?,"Sylvain Catherine, Mehran Ebrahimian and Constantine Yannelis","Using credit bureau data, we show that nearly half the increase in student debt since 2010 is due to deferred payments and the expansion of income-driven repayment (IDR) plans. These plans help borrowers smooth consumption, insure income risk, and reduce the effective debt cost. Using a life-cycle model, we quantify the welfare gains from this payment deferment and the channels through which welfare increases. We show that an optimally calibrated plan can achieve similar welfare gains at a much lower cost to taxpayers, and without encouraging additional borrowing. Finally, we use our quantitative framework to evaluate recent proposals to reform IDR rules.",http://www.sciencedirect.com/science/article/pii/S0304405X26000243
Journal of Financial Economics,2026,The incentives of SPAC sponsors,"Felix Feng, Tom Nohel, Xuan Tian, Wenyu Wang and Yufeng Wu","Special Purpose Acquisition Companies (SPACs) took Wall Street by storm in 2020/2021 and continue to play a significant role in today’s capital markets. Estimating a structural model using a hand-collected comprehensive dataset, we find that SPACs add value by identifying and bringing high-potential firms to public markets, though contractual frictions skew the distribution of spoils away from SPAC shareholders and towards sponsors and target owners. Nonetheless, shareholder excess returns are positive once redemptions are accounted for. Policy analyses reveal that earnout provisions enhance welfare, while modest improvements in disclosure and limits on warrant usage have minimal impact on improving outcomes.",http://www.sciencedirect.com/science/article/pii/S0304405X25002284
Journal of Financial Economics,2026,Deep surrogates for finance: With an application to option pricing,"Hui Chen, Antoine Didisheim and Simon Scheidegger","We introduce “deep surrogates” – high-precision approximations of structural models based on deep neural networks, which speed up model evaluation and estimation by orders of magnitude and allow for various compute-intensive applications that were previously infeasible. As an application, we build a deep surrogate for a high-dimensional workhorse option pricing model. The surrogate enables us to re-estimate the model at high frequency to construct an option-implied tail risk measure, which is highly predictive of future market crashes. It also helps us systematically examine the model’s out-of-sample performance, which reveals the tradeoffs between structural and reduced-form approaches for option pricing. Moreover, we construct a measure for the degree of parameter instability and connect it to option market illiquidity in the data. Finally, we use the surrogate to construct conditional distributions of option returns, which is useful for risk management and provides a new way to test the model.",http://www.sciencedirect.com/science/article/pii/S0304405X25002302
Journal of Financial Economics,2026,Constrained by law: The impact of fiduciary duties on portfolios and prices in US equity markets,"Stefano Cassella, A. Emanuele Rizzo, Oliver G. Spalt and Leah Zimmerer","We study the equity market implications of a reform in the fiduciary laws that govern trust investments (prudent man laws), implemented in a staggered fashion across U.S. states from 1985 to 2006. As trusts account for a substantial fraction of institutional equity holdings in our sample period, and since the reform does not pertain to other investors, our empirical setting provides a rare opportunity to study the impact of a regulatory change on institutional investor holdings and relative prices in the U.S. equity market. We show that, before the reform, trusts tilt their portfolios towards prudent stocks. After the law change, trusts undo these tilts, which leads to substantial changes in portfolio performance, investor demand, and stock returns, consistent with a model of inelastic equity markets. More broadly, our paper documents a striking case of investment distortions: while the concept of diversification has been playing a key role in asset pricing theory since the 1950s, fiduciary duties severely constrained trusts’ ability to diversify their portfolios for up to half a century later.",http://www.sciencedirect.com/science/article/pii/S0304405X25002351
Journal of Financial Economics,2026,The secular decline in interest rates and the rise of shadow banks,Andrés Sarto and Olivier Wang,"Over the past two decades, shadow banks have significantly expanded their share of residential mortgage lending, even surpassing pre-financial crisis levels. This surge is often attributed to post-crisis regulatory changes and improvements in shadow banks’ technology. In this paper, we document a new driving force: the persistent decline in interest rates. When interest rates are high, cheap deposit funding provides banks with a significant competitive advantage against shadow banks relying on wholesale funding. As interest rates plummet and approach the zero lower bound, banks lose this advantage, experience a squeeze in their net interest margin, leading to diminished profitability, weaker growth, and cost-cutting measures such as branch closures. By contrast, shadow banks are able to gain market share. We test this mechanism using a shift-share empirical design based on differences in historical bank balance sheet composition. We find that banks more vulnerable to falling interest rates contracted lending as a response to lower profitability while also scaling back non-interest expenses on their branches. This created a fertile environment for non-banks to expand in areas with banks exposed to declining interest rates.",http://www.sciencedirect.com/science/article/pii/S0304405X25002363
Journal of Financial Economics,2026,Index rebalancing and stock market composition: Do indexes time the market?,Marco Sammon and John J. Shim,"Value-weighted indexes must rebalance in response to stock market composition changes, e.g., issuance, buybacks, and IPOs. In doing so, existing index funds implicitly engage in market timing. Index funds’ long-short rebalancing portfolios have an annualized return of 4.61% and load negatively on value and profitability factors. We estimate these trades impose a 46–69 bps annual index-level performance drag. We explore alternative value-weighted indexes that rebalance less and delay responding to compositional changes. Despite still closely tracking the market, these indexes improve market timing and lower trading costs, saving 50 bps annually, an order of magnitude greater than index fund fees.",http://www.sciencedirect.com/science/article/pii/S0304405X25002375
Journal of Financial Economics,2026,Investments that make our homes greener: The role of regulation,"Nuno Clara, João F. Cocco, S. Lakshmi Naaraayanan and Varun Sharma","Operation of residential buildings is responsible for roughly 22% of global energy consumption and 17% of CO2 emissions. We study the investments triggered by a regulatory intervention requiring rented properties to satisfy minimum energy efficiency standards. The analysis shows significant investments in low capital expenditure retrofits. Using an instrumented difference-in-differences methodology, we show that the investments do not have an economically significant impact on rents, so that landlords are not compensated for them.",http://www.sciencedirect.com/science/article/pii/S0304405X26000073
Journal of Financial Economics,2026,Retail option traders and the implied volatility surface,"Gregory W. Eaton, T. Clifton Green, Brian S. Roseman and Yanbin Wu","Retail option traders are typically net purchasers of short-dated options, especially out-of-the-money contracts, whereas they frequently sell long-dated options. Using retail brokerage platform outages as shocks to trading, we find that outages are associated with commensurate demand shocks to implied volatility. Outages produce lower implied volatility on average, with stronger reductions for options that tend to be purchased by retail investors. In contrast, implied volatility increases for long-dated options during outages, consistent with reduced retail writing activity. The findings suggest that retail demand pressure can have important effects on the implied volatility term structure, moneyness curve, and call-put spread.",http://www.sciencedirect.com/science/article/pii/S0304405X26000097
Journal of Financial Economics,2026,Windfall income shocks with finite planning horizons,Michael Boutros,"I study how the cognitive demands of financial planning shape household decisionmaking with respect to consumption out of windfall income shocks. I build a quantitative model of bounded rationality in which reoptimization is costly. Households respond to windfall income shocks by choosing a finite planning horizon over which to reoptimize, and the optimal planning horizon is increasing in wealth and the magnitude of the income shock. Calibrated to U.S. data, the model’s distribution of consumption responses is consistent with three key facts: even highly liquid households have large consumption responses out of income shocks, the fraction of households with positive consumption responses increases with shock size, and conditional on responding, larger shocks generate smaller consumption responses.",http://www.sciencedirect.com/science/article/pii/S0304405X25001825
Journal of Financial Economics,2026,Manufacturing risk-free government debt,"Zhengyang Jiang, Hanno Lustig, Stijn Van Nieuwerburgh and Mindy Z. Xiaolan","In the presence of aggregate risk, governments face a trade-off between insuring taxpayers or bondholders. The literature assumes that the government can finance deficits at the risk-free rate, protecting bondholders at the expense of taxpayers. We characterize the implications of this assumption on the surplus process. Under reasonable debt dynamics, counter-cyclical debt issuance that protects taxpayers against adverse macro-economic shocks is limited in time and scope, and comes at the expense of higher long-run risk. We find that the restrictions imposed by risk-free debt are rejected in U.S. surplus data, especially after the GFC. Taxpayers have been protected at the expense of bondholders.",http://www.sciencedirect.com/science/article/pii/S0304405X25002119
Journal of Financial Economics,2026,Bank consolidation and uniform pricing,João Granja and Nuno Paixão,"We evaluate how bank mergers affect consumer welfare when banks set deposit rates with a high degree of uniformity across their branch networks. First, we document that merger-induced changes to local market concentration are only weakly correlated with pricing decisions. Second, we develop a structural model of the banking sector to simulate equilibrium post-merger deposit rates with and without uniform pricing. The simulated deposit rates from the model with uniform pricing best match the observed changes in deposit rates following bank mergers. We use the model to evaluate antitrust decisions that force acquirers to divest branches in order to contain local market concentration levels. Our counterfactual exercises suggest that forced divestitures sometimes improve consumer welfare but can also impose consumer welfare losses when antitrust regulators do not consider that uniform pricing practices might lead to better deposit rates at acquired branches after a merger.",http://www.sciencedirect.com/science/article/pii/S0304405X25002120
Journal of Financial Economics,2026,Public goods under financial distress,Pawel Janas,"I examine the effects of public debt on municipal services and real outcomes during financial crises using a unique archival dataset of U.S. cities from 1924 to 1943. Unlike today’s countercyclical fiscal policies, the Great Depression provides a rare setting to observe fiscal shocks without substantial intergovernmental or Federal Reserve support. My findings show that financial market frictions – especially the need to refinance debt – led cities to sharply cut expenditures, particularly on capital projects and police services. As urban development halted during the Depression, cities with high pre-crisis debt levels faced significant austerity pressures, a decline in population growth, a rise in crime, and a departure of skilled public servants from municipal governments.",http://www.sciencedirect.com/science/article/pii/S0304405X25002132
Journal of Financial Economics,2026,"Richer earnings dynamics, consumption and portfolio choice over the life cycle",Julio Gálvez and Gonzalo Paz-Pardo,"Households face earnings risk which is non-normal and varies by age and over the income distribution. We show that allowing for rich features of earnings dynamics, in the context of a structurally estimated life-cycle portfolio choice model, helps to rationalize the limited stock market participation and the low risky asset holdings of households. Because people are subject to more background risk than previously considered, the estimated model implies a substantially lower coefficient of risk aversion and lower stock market participation costs. Older workers and higher earners are exposed to negatively skewed risk and choose lower stock exposures.",http://www.sciencedirect.com/science/article/pii/S0304405X25002144
Journal of Financial Economics,2026,Appropriated growth,"Yuchen Chen, Xuelin Li, Richard T. Thakor and Colin Ward","We assess how labor mobility affects intangible investment in a dynamic agency model featuring both knowledge appropriation and moral hazard. We argue that restricting worker mobility, while reducing employees’ appropriation of firm intangible capital, can hurt their incentives to exert effort. Our calibration to U.S. data targets responses of employee turnover and firms’ intangible investment to variations in workers’ outside option values, identified through exogenous shocks to non-compete enforcement. The model simulation shows that knowledge spillovers mitigate the costs of incentive provision when agency frictions are severe, and the optimal labor mobility regulation should balance this benefit against turnover risk. Finally, we highlight the use of deferred compensation bonuses in the optimal contract as a retention mechanism, even among under-performing firms.",http://www.sciencedirect.com/science/article/pii/S0304405X25002156
Journal of Financial Economics,2026,Investing in misallocation,Mete Kılıç and Şelale Tüzel,"We document that 20% of Compustat firms exhibit above-median investment rates despite having below-median marginal product of capital (MPK), seemingly “misallocating” resources. These firms are typically younger and more likely to experience substantial upwards jumps in sales and MPK in subsequent years. They contribute significantly to innovation, and their investments predict future aggregate productivity, creating value beyond their current MPK. We propose and estimate a simple endogenous firm growth model that captures key cross-sectional features and enables counterfactual analysis. Ignoring the potential for future jumps in hypothetical investment policies reduces MPK and investment dispersion but also lowers aggregate productivity.",http://www.sciencedirect.com/science/article/pii/S0304405X25002168
Journal of Financial Economics,2026,Sequential credit markets,Ulf Axelson and Igor Makarov,"Entrepreneurs typically seek financing in decentralized markets, where they approach investors sequentially. We develop a model of sequential capital markets with privately informed investors. The sequential market creates a dynamic adverse selection externality that leads to overinvestment and excessive rents to intermediaries, even as the number of competing investors becomes arbitrary large. The resulting rents lead to excessive entry of investors and insufficient entry of entrepreneurs. Moving to a centralized market structure or reducing transparency restores competitiveness but may harm efficiency. The model also explains how even a small skill advantage for an investor can lead to preferential deal flow and outsized returns.",http://www.sciencedirect.com/science/article/pii/S0304405X25002247
Journal of Financial Economics,2026,The benchmark greenium,"D’Amico, Stefania, Johannes Klausmann and N. Aaron Pancost","Exploiting the “twin” structure of German government green and conventional securities, we use a dynamic term structure model to estimate a time-varying greenium stemming solely from investors’ green values and not their cash flow expectations. This greenium is distinct from the yield spread between the twin securities (the green spread), as the model purifies it from pecuniary and non-pecuniary factors unrelated to environmental concerns. While the green spread correlates with stock market prices, the conventional convenience yield, and temporary demand-supply imbalances, our greenium correlates only with proxies of environmental concerns. We also estimate expected green returns, which incorporate greenium risk.",http://www.sciencedirect.com/science/article/pii/S0304405X25002259
Journal of Financial Economics,2026,Social media as a bank run catalyst,"J. Anthony Cookson, Corbin Fox, Javier Gil-Bazo, Juan F. Imbet and Christoph Schiller","After the run on Silicon Valley Bank (SVB) in March 2023, U.S. regional banks entered a period of significant distress. We quantify social media’s role in this distress using comprehensive Twitter data. During the SVB run period, banks with high pre-existing exposure to Twitter lost 4.3 percentage points more stock market value. Moreover, Twitter pre-exposure interacts significantly with classical run risks to predict greater run severity and greater deposit outflows during Q1-2023, effects unexplained by other banking or market characteristics. At the hourly frequency during the run, high Twitter attention over the past four hours predicts stock market losses, especially for banks with high run risks. By contrast, we find that negative Twitter sentiment does not amplify bank run risks. Rather, our evidence points to a distinctive role of Twitter attention, particularly when tweets are retweeted broadly.",http://www.sciencedirect.com/science/article/pii/S0304405X25002260
