journal,year,title,authors,abstract,url
American Economic Review,2025,International Trade Responses to Labor Market Regulations,Mathilde Muñoz,"This paper demonstrates that labor market regulations, such as minimum wages or payroll taxes, shape trade competition in labor-intensive activities. I exploit data from a large European trade program where firms from different countries supply labor services at the same location but face different payroll taxes and minimum wage rules. Country case studies and model-consistent gravity estimates show large trade responses to tax and regulatory reforms, with an elasticity of trade in services to labor costs larger than one. The results imply that absent regulatory and fiscal harmonization, export competitiveness depends, in part, on domestic labor market policies.",https://www.aeaweb.org/doi/10.1257/aer.20231531
American Economic Review,2025,Just a Few Seeds More: The Value of Network Data for Diffusion,"Mohammad Akbarpour, Suraj Malladi and Amin Saberi","Identifying the optimal set of individuals to first receive information (""seeds"") in a social network to maximize expected diffusion is a widely studied question in many settings. Several studies propose network-centrality-based heuristics to select seeds likely to increase diffusion. Here, we show that, for the classic independent cascade model of diffusion, either seeding a few more individuals at random can prompt a larger diffusion than optimal seeding or optimal seeding itself results in limited spread. These findings hold across a broad range of random networks and are supported by simulations on real-world networks.",https://www.aeaweb.org/doi/10.1257/aer.20180798
American Economic Review,2025,Default Options and Retirement Saving Dynamics,Taha Choukhmane,"Using data from over 100 US retirement plans and a representative UK panel, I document the impact of auto-enrollment (AE) on retirement savings at different horizons. I replicate the impact of AE on participation and contributions in the short run (at 12 months), but I show that these gains are attenuated over the medium run (at 36 months). At this longer horizon, the average savings increases are modest, though AE significantly lowers inequality in savings. To assess AE's lifetime impact, I estimate a life cycle consumption-savings model that can fit the observed patterns with a switching cost of approximately $250, smaller than previous estimates.",https://www.aeaweb.org/doi/10.1257/aer.20210881
American Economic Review,2025,"A Preferred-Habitat Model of Term Premia, Exchange Rates, and Monetary Policy Spillovers","Pierre-Olivier Gourinchas, Walker Ray and Dimitri Vayanos","We develop a two-country model in which currency and bond markets are populated by different investor clienteles, and segmentation is partly overcome by arbitrageurs with limited capital. Risk premia in our model are time-varying, connected across markets, and consistent with the empirical violations of uncovered interest parity and expectations hypothesis. Through risk premia, large-scale bond purchases lower domestic and foreign bond yields and depreciate the currency, and short-rate cuts lower foreign yields, with smaller effects than bond purchases. Currency returns are disconnected from long-maturity bond returns, and yet the currency market is instrumental in transmitting bond demand shocks across countries.",https://www.aeaweb.org/doi/10.1257/aer.20220379
American Economic Review,2025,"Quid Pro Quo, Knowledge Spillovers, and Industrial Quality Upgrading: Evidence from the Chinese Auto Industry","Jie Bai, Panle Jia Barwick, Shengmao Cao and Shanjun Li","This paper studies the impact of quid pro quo (technology for market access) in facilitating knowledge spillovers and quality upgrading in the Chinese automobile industry. The identification strategy exploits within-product quality variation across a rich set of quality dimensions. We find affiliated domestic automakers adopt more similar quality strengths of their joint venture partners, consistent with knowledge spillovers. Additional analysis suggests worker flows and supplier networks mediate knowledge spillovers. Knowledge spillovers due to ownership affiliation under quid pro quo contributed 8.3 percent of the quality improvement experienced by affiliated domestic models from 2001 to 2014, relative to nonaffiliated domestic models.",https://www.aeaweb.org/doi/10.1257/aer.20221501
American Economic Review,2025,Nonlinear Pricing and Misallocation,Gideon Bornstein and Alessandra Peter,"This paper studies the effect of nonlinear pricing on markups and misallocation. In a general equilibrium model in which firms are allowed to set a quantity-dependent pricing schedule, markup heterogeneity is not a sign of misallocation. Instead, we point to a new source of misallocation: high-taste consumers are allocated too much of each good, low-taste consumers too little. Using micro data from the retail sector, we show that nonlinear pricing is prevalent and quantify the model. Welfare losses from misallocation across consumers are substantially larger than those from misallocation across firms under linear pricing.",https://www.aeaweb.org/doi/10.1257/aer.20230168
American Economic Review,2025,Borrowing and Spending in the Money: Debt Substitution and the Cash-Out Refinance Channel of Monetary Policy,"Elliot Anenberg, Tess Scharlemann and Eileen  van Straelen","We show that the strong negative effect of higher mortgage rates on cash-out refinancing reflects substitution into other borrowing products, not large changes in total new household borrowing. We exploit plausibly exogenous changes in interest rates due to unconventional monetary policy surprises to show that changes in cash-out and other borrowing are roughly offsetting. The elasticity of new household borrowing with respect to mortgage rates is low and varies little with the borrower's outstanding mortgage rate. Our results suggest that the cash-out refinance channel of unconventional monetary policy is weak and not path dependent.",https://www.aeaweb.org/doi/10.1257/aer.20231264
American Economic Review,2025,Anatomy of the Phillips Curve: Micro Evidence and Macro Implications,"Luca Gagliardone, Mark Gertler, Simone Lenzu and Joris Tielens","We develop a bottom-up approach to estimate the slope of the primitive form of the New Keynesian Phillips curve, which features marginal cost as the real activity variable. Using quarterly micro data on prices, costs, and output, we estimate dynamic pass-through regressions that identify the slope as a function of primitive parameters. We find a high slope for the cost-based Phillips curve, which contrasts with the low estimates of the conventional output gap–based formulation found in the literature. We reconcile by showing that the output elasticity of marginal cost is low, at least during moderate inflation periods (e.g., pre-pandemic).",https://www.aeaweb.org/doi/10.1257/aer.20231569
American Economic Review,2025,The Trade-Off between Flexibility and Robustness in Instrumental Variables Analysis,Ben Deaner,"In additive instrumental variables models, the robustness to some failure of instrumental validity or additive separability depends on the strength of a priori restrictions on the structural relationship between outcomes and treatments. I provide theoretical analysis of the problem, discuss the implications for empirical practice, and demonstrate with a numerical study calibrated on real-world data.",https://www.aeaweb.org/doi/10.1257/aer.20231765
American Economic Review,2025,Distinguishing Causes of Neighborhood Racial Change: A Nearest-Neighbor Design,"Patrick Bayer, Marcus Casey, W. Ben McCartney, John Orellana-Li and Calvin Zhang","We study neighborhood choice using a novel research design that contrasts the move rate of homeowners who receive a new different-race neighbor immediately next-door versus slightly farther away on the same block. This approach isolates a component of preferences directly attributable to neighbors' identities. Both Black and White homeowners are more likely to move after receiving a new different-race neighbor. Findings are robust to additional controls (e.g., income) and alternative research designs. We find evidence of heterogeneity in responses, especially associated with housing density, which has implications for understanding contemporary neighborhood racial change and prospects for maintaining stable, integrated neighborhoods.",https://www.aeaweb.org/doi/10.1257/aer.20240406
