journal,year,title,authors,abstract,url
Journal of Econometrics,2020,The term structure of equity and variance risk premia,"Yacine Ait-Sahalia, Mustafa Karaman and Loriano Mancini","We study the term structure of variance swaps, equity and variance risk premia. A model-free analysis reveals a significant price jump component in variance swaps. A model-based analysis shows that investors’ willingness to ensure against volatility risk increases after a market drop. This effect is stronger for short maturities, but more persistent for long maturities. During the financial crisis investors demanded large risk premia to hold equities, but the risk premia largely depended on and strongly decreased with the holding horizon. The term structure of equity and variance risk premia responds differently to various economic indicators.",http://www.sciencedirect.com/science/article/pii/S030440762030097X
Journal of Econometrics,2020,Point optimal testing with roots that are functionally local to unity,Anna Bykhovskaya and Peter Phillips,"Limit theory for regressions involving local to unit roots (LURs) is now used extensively in time series econometric work, establishing power properties for unit root and cointegration tests, assisting the construction of uniform confidence intervals for autoregressive coefficients, and enabling the development of methods robust to departures from unit roots. The present paper shows how to generalize LUR asymptotics to cases where the localized departure from unity is a time varying function rather than a constant. Such a functional local unit root (FLUR) model has much greater generality and encompasses many cases of additional interest that appear in practical work, including structural break formulations that admit subperiods of unit root, local stationary and local explosive behavior within a given sample. Point optimal FLUR tests are constructed in the paper to accommodate such cases and demonstrate how the power envelope changes in situations of practical interest. Against FLUR alternatives, conventional constant point optimal tests can be asymptotically infinitely deficient in power, with poor finite sample power performance particularly when the departure from unity occurs early in the sample period. New analytic explanation for this phenomenon is provided. Simulation results are reported and some implications for empirical practice are examined.",http://www.sciencedirect.com/science/article/pii/S0304407620300981
Journal of Econometrics,2020,Score tests in GMM: Why use implied probabilities?,Saraswata Chaudhuri and Eric Renault,"While simple to implement and thus attractive in practice, the GMM score test of Newey and West (1987) often displays upward size distortion under common scenarios involving skewed moment vectors or models with weak identification. Inference based on the Generalized Empirical Likelihood (GEL) is seen as a general solution to this problem. Kleibergen (2005) and, more generally, Guggenberger and Smith (2005) devised an elegant theory for the GEL score tests. However, strictly speaking, the GEL score tests do not nest the Newey–West score test. Our paper provides a unified framework for score tests in GMM that nests all of the above as special cases and helps us to understand the precise mechanism by which the standard first order asymptotic theory on size and power well approximates the finite sample behavior of some score tests (namely, a subset of the GEL score tests) but not others. Special attention is paid to models with weak identification. We also argue that the apparent computational burden of GEL can be overcome in practice by recognizing the fundamental common role played by the GEL implied probabilities under all special cases of our framework. In particular, we show that all the GEL implied probabilities are asymptotically equivalent at a higher order – both under the null and under appropriate sequences of alternatives – and thus are exchangeable across computationally burdensome (e.g. Empirical Likelihood) and easy (e.g. Euclidean Empirical Likelihood) GEL score tests without affecting the first order asymptotics. Extensive simulation evidence is provided to corroborate our theoretical results. The simulation results also support a simple and yet important insight on the power of the tests: the use of implied probabilities to efficiently estimate the components of the score statistic, namely, the Jacobian and the asymptotic variance of the moment vector, can significantly improve the power of the score test in finite samples.",http://www.sciencedirect.com/science/article/pii/S0304407620300993
Journal of Econometrics,2020,Asymptotic theory for time series with changing mean and variance,"Violetta Dalla, Liudas Giraitis and Peter M. Robinson","The paper develops point estimation and asymptotic theory with respect to a semiparametric model for time series with moving mean and unconditional heteroscedasticity. These two features are modelled nonparametrically, whereas autocorrelations are described by a short memory stationary parametric time series model. We first study the usual least squares estimate of the coefficient of the first-order autoregressive model based on constant but unknown mean and variance. Allowing for both the latter to vary over time in a general way we establish its probability limit and a central limit theorem for a suitably normed and centred statistic, giving explicit bias and variance formulae. As expected mean variation is the main source of inconsistency and heteroscedasticity the main source of inefficiency, though we discuss circumstances in which the estimate is consistent for, and asymptotically normal about, the autoregressive coefficient, albeit inefficient. We then consider standard implicitly-defined Whittle estimates of a more general class of short memory parametric time series model, under otherwise more restrictive conditions. When the mean is correctly assumed to be constant, estimates that ignore the heteroscedasticity are again found to be asymptotically normal but inefficient. Allowing a slowly time-varying mean we resort to trimming out of low frequencies to achieve the same outcome. Returning to finite order autoregression, nonparametric estimates of the varying mean and variance are given asymptotic justification, and forecasting formulae developed. Finite sample properties are studied by a small Monte Carlo simulation, and an empirical example is also included.",http://www.sciencedirect.com/science/article/pii/S0304407620301007
Journal of Econometrics,2020,Testing for a trend with persistent errors,Graham Elliott,"We develop new tests for the coefficient on a time trend in a regression of a variable on a constant and time trend where there is potentially strong serial correlation. This serial correlation can also include a unit root. We obtain tests under two different assumptions on the initial value for the stochastic component of the variable being examined, either this being zero asymptotically and also allowing the initial condition to be drawn from its unconditional distribution. We find that statistics perform better under the second of these assumptions, which is the more natural assumption to make.",http://www.sciencedirect.com/science/article/pii/S0304407620301019
Journal of Econometrics,2020,Heterogeneous panel data models with cross-sectional dependence,"Jiti Gao, Kai Xia and Huanjun Zhu","This paper considers a semiparametric panel data model with heterogeneous coefficients and individual-specific trending functions, where the random errors are assumed to be serially correlated and cross-sectionally dependent. We propose mean group estimators for the coefficients and trending functions involved in the model. It can be shown that the proposed estimators can achieve an asymptotic consistency with rates of root−NT and root−NTh, respectively as (N,T)→(∞,∞), where N is allowed to increase faster than T. Furthermore, a statistic for testing homogeneous coefficients is constructed based on the difference between the mean group estimator and a pooled estimator. Its asymptotic distributions are established under both the null and a sequence of local alternatives, even if the difference between these estimators vanishes considerably fast (can achieve root-NT2 rate at most under the null) and no consistent estimator for the covariance matrix is required. The finite sample performance of the proposed estimators together with the size and local power properties of the test are demonstrated by simulated data examples, and an empirical application with the OECD health care expenditure dataset is also provided.",http://www.sciencedirect.com/science/article/pii/S0304407620301020
Journal of Econometrics,2020,Level shift estimation in the presence of non-stationary volatility with an application to the unit root testing problem,"David Harris, Hsein Kew and Robert Taylor","This paper focuses on the estimation of the location of level breaks in time series whose shocks display non-stationary volatility (permanent changes in unconditional volatility). We propose a new feasible weighted least squares (WLS) estimator, based on an adaptive estimate of the volatility path of the shocks. We show that this estimator belongs to a generic class of weighted residual sum of squares which also contains the ordinary least squares (OLS) and WLS estimators, the latter based on the true volatility process. For fixed magnitude breaks we show that the consistency rate of the generic estimator is unaffected by non-stationary volatility. We also provide local limiting distribution theory for cases where the break magnitude is either local-to-zero at some polynomial rate in the sample size or is exactly zero. The former includes the Pitman drift rate which is shown via Monte Carlo experiments to predict well the key features of the finite sample behaviour of both the OLS and our feasible WLS estimators. The simulations highlight the importance of the break location, break magnitude, and the form of non-stationary volatility for the finite sample performance of these estimators, and show that our proposed feasible WLS estimator can deliver significant improvements over the OLS estimator under heteroskedasticity. We discuss how these results can be applied, by using level break fraction estimators on the first differences of the data, when testing for a unit root in the presence of trend breaks and/or non-stationary volatility. Methods to select between the break and no break cases, using standard information criteria and feasible weighted information criteria based on our adaptive volatility estimator, are also discussed. Simulation evidence suggests that unit root tests based on these weighted quantities can display significantly improved finite sample behaviour under heteroskedasticity relative to their unweighted counterparts. An empirical illustration to U.S. and U.K. real GDP is also considered.",http://www.sciencedirect.com/science/article/pii/S0304407620301032
Journal of Econometrics,2020,Nonparametric estimation of infinite order regression and its application to the risk-return tradeoff,Seok Young Hong and Oliver Linton,"This paper studies nonparametric estimation of the infinite order regression E(Ytk|Ft−1), k∈Z with stationary and weakly dependent data. We propose a Nadaraya–Watson type estimator that operates with an infinite number of conditioning variables. We propose a bandwidth sequence that shrinks the effects of long lags, so the influence of all conditioning information is modelled in a natural and flexible way, and the issues of omitted information bias and specification error are effectively handled. We establish the asymptotic properties of the estimator under a wide range of static and dynamic regressions frameworks, thereby allowing various kinds of conditioning variables to be used. We establish pointwise/uniform consistency and CLTs. We show that the convergence rates are at best logarithmic, and depend on the smoothness of the regression, the distribution of the marginal regressors and their dependence structure in a non-trivial way via the Lambert W function. We apply our methodology to examine the intertemporal risk-return relation for the aggregate stock market, and some new empirical evidence is reported. For the S&P 500 daily data from 1950 to 2017 using our estimator we report an overall positive risk-return relation. We also find evidence of strong time variation and counter-cyclical behaviour in risk aversion. These conclusions are possibly attributable to the allowance of further flexibility and the inclusion of otherwise neglected information in our method.",http://www.sciencedirect.com/science/article/pii/S0304407620301044
Journal of Econometrics,2020,Hypothesis testing based on a vector of statistics,"Maxwell King, Xibin Zhang and Muhammad Akram","This paper presents a new approach to hypothesis testing based on a vector of statistics. It involves simulating the statistics under the null hypothesis and then estimating the joint density of the statistics. This allows the p-value of the smallest acceptance region test to be estimated. We prove this p-value is a consistent estimate under some regularity conditions. The small-sample properties of the proposed procedure are investigated in the context of testing for autocorrelation, testing for normality, and testing for model misspecification through the information matrix. We find that our testing procedure has appropriate sizes and good powers.",http://www.sciencedirect.com/science/article/pii/S0304407620301056
Journal of Econometrics,2020,High-dimensional predictive regression in the presence of cointegration,"Bonsoo Koo, Heather Anderson, Myung Hwan Seo and Wenying Yao","We propose a Least Absolute Shrinkage and Selection Operator (LASSO) estimator of a predictive regression in which stock returns are conditioned on a large set of lagged covariates, some of which are highly persistent and potentially cointegrated. We establish the asymptotic properties of the proposed LASSO estimator and validate our theoretical findings using simulation studies. The application of this proposed LASSO approach to forecasting stock returns suggests that a cointegrating relationship among the persistent predictors leads to a significant improvement in the prediction of stock returns over various competing forecasting methods with respect to mean squared error.",http://www.sciencedirect.com/science/article/pii/S0304407620301068
