journal,year,title,authors,abstract,url
Journal of Political Economy,2021,"Child’s Gender, Young Fathers’ Crime, and Spillover Effects in Criminal Behavior",Christian Dustmann and Rasmus Landersø,"Men who father their first child at a very young age are convicted of significantly fewer crimes in the first years after birth if the child is a son rather than a daughter. This leads to behavioral spillovers that reduce criminal convictions among other young men living in the same neighborhood, with the resulting crime multipliers affecting peers’ crime even after the primary impact on the focal individual has dissipated. Through social multipliers, prevention policies that target potential criminals at an early stage, therefore, lead to larger reductions in the cost of crime than suggested by primary effects alone.",http://dx.doi.org/10.1086/716562
Journal of Political Economy,2021,How Does Incarceration Affect Reoffending? Estimating the Dose-Response Function,Evan K. Rose and Yotam Shem-Tov,"We study the causal effect of incarceration on reoffending using discontinuities in North Carolina’s sentencing guidelines. A regression discontinuity analysis shows that 1 year of incarceration causes a reduction in the likelihood of being reincarcerated within 3, 5, and 8 years from sentencing by 44%, 29%, and 21%, respectively. To parse the potentially heterogeneous dose response relationship underlying these effects, we develop an econometric model of prison sentences and recidivism. We find that incarceration has meaningful reoffending-reducing average effects that diminish in incarceration length. As a result, budget-neutral reductions in sentence length combined with increases in incarceration rates can decrease recidivism.",http://dx.doi.org/10.1086/716561
Journal of Political Economy,2021,Efficiency and Foreclosure Effects of Vertical Rebates: Empirical Evidence,Christopher T. Conlon and Julie Mortimer,"In many industries, upstream manufacturers pay downstream retailers for achieving quantity or market share targets. These “vertical rebates” may mitigate downstream moral hazard by inducing greater retail effort but may also incentivize retailers to drop competing products. We study these offsetting effects empirically for a rebate paid to one retailer. Using a field experiment, we exogenously vary the outcome of retailer effort. We estimate models of consumer choice and retailer behavior to quantify the rebate’s effect on retail assortment and effort. We find that the rebate is designed to exclude a competing product and fails to maximize social surplus.",http://dx.doi.org/10.1086/716563
Journal of Political Economy,2021,Financial Development and International Trade,Fernando Leibovici,"This paper studies the industry-level and aggregate implications of financial development on international trade. I set up a multi-industry general equilibrium model of international trade with input-output linkages and heterogeneous firms subject to financial frictions. Industries differ in capital intensity, which leads to differences in external finance dependence. The model is parameterized to match key features of firm-level data. Financial development leads to substantial reallocation of international trade shares from labor- to capital-intensive industries, with minor effects at the aggregate level. These findings are consistent with estimates from cross-country industry-level and aggregate data.",http://dx.doi.org/10.1086/716564
Journal of Political Economy,2021,Forecast Hedging and Calibration,Dean Foster and Sergiu Hart,"Calibration means that forecasts and average realized frequencies are close. We develop the concept of forecast hedging, which consists of choosing the forecasts so as to guarantee that the expected track record can only improve. This yields all the calibration results by the same simple basic argument while differentiating between them by the forecast-hedging tools used: deterministic and fixed point based versus stochastic and minimax based. Additional contributions are an improved definition of continuous calibration, ensuing game dynamics that yield Nash equilibria in the long run, and a new calibrated forecasting procedure for binary events that is simpler than all known such procedures.",http://dx.doi.org/10.1086/716559
Journal of Political Economy,2021,Goods and Factor Market Integration: A Quantitative Assessment of the EU Enlargement,"Lorenzo Caliendo, Luca David Opromolla, Fernando Parro and Alessandro Sforza","We build a multicountry dynamic general equilibrium model to study the economic effects of the 2004 enlargement of the European Union. In our model, trade is costly and households of different skills and nationalities face costly forward-looking migration decisions. We exploit the timing of migration policy changes to identify the changes in migration costs. We find that the changes in migration and trade policy resulted in aggregate welfare gains but with heterogeneous effects across skill groups. We study the interaction between trade and migration policies and highlight the importance of trade for quantifying the welfare and migration effects of labor market integration.",http://dx.doi.org/10.1086/716560
Journal of Political Economy,2021,Market Structure and Competition in Airline Markets,"Federico Ciliberto, Charles Murry and Elie Tamer",We provide an econometric framework for estimating a game of simultaneous entry and pricing decisions while allowing for correlations between unobserved cost and demand shocks. We use our framework to account for selection in the pricing stage. We estimate the model using data from the US airline industry and find that not accounting for endogenous entry leads to biased estimation of demand elasticities. We simulate a merger between American and US Airways and find that product repositioning and postmerger outcomes depend on how we model the characteristics of the merged firm as a function of the premerger firms’ characteristics.,http://dx.doi.org/10.1086/715848
Journal of Political Economy,2021,Directed Technical Change as a Response to Natural Resource Scarcity,"John Hassler, Per Krusell and Conny Olovsson","We develop a quantitative macroeconomic theory of input-saving technical change to analyze how markets economize on scarce natural resources, with an application to fossil fuel. We find that aggregate US data call for a very low short-run substitution elasticity between energy and the capital/labor inputs. Our estimates imply that energy-saving technical change took off when the oil shocks hit in the 1970s. This response implies significant substitutability with the other inputs in the long run: even under ever-rising energy prices, long-run consumption growth is still possible, along with a modest factor share of energy.",http://dx.doi.org/10.1086/715849
Journal of Political Economy,2021,The Power of Referential Advice,"Steven Callander, Nicolas Lambert and Niko Matouschek","Expert advice often extends beyond a simple recommendation, including information about alternative options. To explore the role of this referential advice, we enrich the expert’s informational advantage in a canonical model of communication with hard information. We show that when constructed just right, referential advice dissuades the decision maker from choosing options other than the recommendation, thereby making the recommendation itself more persuasive. We identify an equilibrium in which, with probability 1, the expert is strictly better off providing referential advice than she is in any equilibrium in which she provides a recommendation alone.",http://dx.doi.org/10.1086/715850
Journal of Political Economy,2021,Optimal Income Taxation: Mirrlees Meets Ramsey,Jonathan Heathcote and Hitoshi Tsujiyama,"We explore the optimal shape of the income tax and transfer schedule in an environment with distinct roles for public and private insurance. In a calibration to the United States, we find that the optimal system features marginal tax rates that increase in income. When we increase pressure on the government to raise revenue, the optimal marginal tax schedule becomes first flatter and then U-shaped, reconciling various findings in the literature. A power function parametric tax schedule outperforms an affine one, indicating that tax progressivity is more important than lump-sum transfers. We also explore various social welfare objectives and Pareto-improving reforms.",http://dx.doi.org/10.1086/715851
Journal of Political Economy,2021,Comparison of Decisions under Unknown Experiments,Andrew Caplin and Daniel Martin,"We take the perspective of an econometrician who wants to determine which of two experiments provides higher expected utility but only knows the decisions under each experiment. To compare these decisions, the econometrician must make inferences about what the experiment might have been for each set of decisions. We provide a necessary and sufficient condition that identifies when every experiment consistent with one set of decisions has a higher value of information than every experiment consistent with the other set of decisions.",http://dx.doi.org/10.1086/716104
Journal of Political Economy,2021,Coalition Formation in Legislative Bargaining,Marco Battaglini,"We propose a new model of legislative bargaining in which coalitions may have different values, reflecting the fact that the policies they can pursue are constrained by the identity of the coalition members. As the delay between offers goes to zero, the equilibrium allocation of the model converges to a generalized version of a Nash bargaining solution in which—in contrast to the standard solution—the winning coalition is endogenous and determined by the relative coalitional values. A form of the holdup problem specific to these bargaining games contributes to generate significant inefficiencies in the selection of the coalition. The model helps rationalize well-known empirical facts that are in conflict with the predictions of standard noncooperative models of bargaining.",http://dx.doi.org/10.1086/716105
