journal,year,title,authors,abstract,url
Journal of Econometrics,2022,Conditional rotation between forecasting models,Yinchu Zhu and Allan Timmermann,"We establish conditions under which forecasting performance can be improved by rotating between a set of underlying forecasts whose predictive accuracy is tracked using a set of time-varying monitoring instruments. We characterize the properties that the monitoring instruments must possess to be useful for identifying, at each point in time, the best forecast and show that these reflect both the accuracy of the predictors used by the underlying forecasting models and the strength of the monitoring instruments. Finite-sample bounds on forecasting performance that account for estimation error are used to compute the expected loss of the competing forecasts as well as for the dynamic rotation strategy. Finally, using Monte Carlo simulations and empirical applications to forecasting inflation and stock returns, we demonstrate the potential gains from using conditioning information to rotate between forecasts.",http://www.sciencedirect.com/science/article/pii/S0304407621002505
Journal of Econometrics,2022,From zero to hero: Realized partial (co)variances,"Tim Bollerslev, Marcelo Medeiros, Andrew Patton and Rogier Quaedvlieg","This paper proposes a generalization of the class of realized semivariance and semicovariance measures introduced by Barndorff-Nielsen et al. (2010) and Bollerslev et al. (2020a) to allow for a finer decomposition of realized (co)variances. The new “realized partial (co)variances” allow for multiple thresholds with various locations, rather than the single fixed threshold of zero used in semi (co)variances. We adopt methods from machine learning to choose the thresholds to maximize the out-of-sample forecast performance of time series models based on realized partial (co)variances. We find that in low dimensional settings it is hard, but not impossible, to improve upon the simple fixed threshold of zero. In large dimensions, however, the zero threshold embedded in realized semi covariances emerges as a robust choice.",http://www.sciencedirect.com/science/article/pii/S0304407621002517
Journal of Econometrics,2022,Testing for parameter instability and structural change in persistent predictive regressions,Torben Andersen and Rasmus T. Varneskov,"This paper develops parameter instability and structural change tests within predictive regressions for economic systems governed by persistent vector autoregressive dynamics. Specifically, in a setting where all – or a subset – of the variables may be fractionally integrated and the predictive relation may feature cointegration, we provide sup-Wald break tests that are constructed using the Local speCtruM (LCM) approach. The new tests cover both parameter variation and multiple structural changes with unknown break dates, and the number of breaks being known or unknown. We establish asymptotic limit theory for the tests, showing that it coincides with standard testing procedures. As a consequence, existing critical values for tied-down Bessel processes may be applied, without modification. We implement the new structural change tests to explore the stability of the fractionally cointegrating relation between implied- and realized volatility (IV and RV). Moreover, we assess the relative efficiency of IV forecasts against a challenging time-series benchmark constructed from high-frequency data. Unlike existing studies, we find evidence that the IV–RV cointegrating relation is unstable, and that carefully constructed time-series forecasts are more efficient than IV in capturing low-frequency movements in RV.",http://www.sciencedirect.com/science/article/pii/S0304407621002529
Journal of Econometrics,2022,Words speak as loudly as actions: Central bank communication and the response of equity prices to macroeconomic announcements,"Ben Gardner, Chiara Scotti and Clara Vega","While the literature has already widely documented the effects of macroeconomic news announcements on asset prices, as well as their asymmetric impact during good and bad times, we focus on the reaction to news based on the description of the state of the economy as painted by the Federal Open Market Committee (FOMC) statements. We develop a novel FOMC sentiment index using textual analysis techniques, and find that news has a bigger (smaller) effect on equity prices during bad (good) times as described by the FOMC sentiment index. Our analysis suggests that the FOMC sentiment index offers a reading on current and future macroeconomic conditions that will affect the probability of a change in interest rates, and the reaction of equity prices to news depends on the FOMC sentiment index which is one of the best predictors of this probability.",http://www.sciencedirect.com/science/article/pii/S0304407621002530
Journal of Econometrics,2022,Monetary reforms and inflation expectations in Japan: Evidence from inflation-indexed bonds,Jens H.E. Christensen and Mark Spiegel,"We assess the impact of news concerning recent Japanese monetary reforms on long-term inflation expectations using an arbitrage-free term structure model of nominal and real yields. Our model accounts for the value of deflation protection embedded in Japanese inflation-indexed bonds issued since 2013, which is sizable and time-varying. Our results suggest that Japanese long-term inflation expectations have remained positive despite extensive spells of deflation, leaving inflation risk premia mostly negative during this period. Moreover, adjusting for deflation protection demonstrates that market responses to policy changes were not as inflationary as they appear under standard modeling procedures. Consequently, the reforms were less “disappointing” than is widely perceived.",http://www.sciencedirect.com/science/article/pii/S0304407621002542
Journal of Econometrics,2022,Approximate maximum likelihood for complex structural models,"Veronika Czellar, David T. Frazier and Eric Renault","Indirect Inference (I-I) is a popular technique for estimating complex parametric models whose likelihood function is intractable, however, the statistical efficiency of I-I estimation is questionable. While the efficient method of moments, Gallant and Tauchen (1996), promises efficiency, the price to pay for this efficiency is a loss of parsimony and thereby a potential lack of robustness to model misspecification. This stands in contrast to simpler I-I estimation strategies, which are known to display less sensitivity to model misspecification due in large part to their focus on specific elements of the underlying structural model. In this research, we propose a new simulation-based approach that maintains the parsimony of I-I estimation, which is often critical in empirical applications, but can also deliver estimators that are nearly as efficient as maximum likelihood. This new approach is based on using a constrained approximation to the structural model, which ensures identification and can deliver estimators that are consistent and nearly efficient. We demonstrate this approach through several examples, and show that this approach can deliver estimators that are nearly as efficient as maximum likelihood, when feasible, but can be employed in many situations where maximum likelihood is infeasible.",http://www.sciencedirect.com/science/article/pii/S0304407621002463
Journal of Econometrics,2022,Joint Bayesian inference about impulse responses in VAR models,Atsushi Inoue and Lutz Kilian,"We derive the Bayes estimator of vectors of structural VAR impulse responses under a range of alternative loss functions. We also discuss the construction of joint credible regions for vectors of impulse responses as the lowest posterior risk region under the same loss functions. We show that conventional impulse response estimators such as the posterior median response function or the posterior mean response function are not in general the Bayes estimator of the impulse response vector obtained by stacking the impulse responses of interest. We illustrate that such pointwise estimators may imply response function shapes that are incompatible with any possible parameterization of the underlying model. Moreover, conventional pointwise quantile error bands are not a valid measure of the estimation uncertainty about the impulse response vector because they ignore the mutual dependence of the responses. In practice, they tend to understate substantially the estimation uncertainty about the impulse response vector.",http://www.sciencedirect.com/science/article/pii/S0304407621002475
Journal of Econometrics,2022,SVARs with occasionally-binding constraints,"S. Boragan Aruoba, Marko Mlikota, Frank Schorfheide and Sergio Villalvazo","We develop a structural VAR in which an occasionally-binding constraint generates censoring of one of the dependent variables. Once the censoring mechanism is triggered, we allow some of the coefficients for the remaining variables to change. We show that a necessary condition for a unique reduced form is that regression functions for the non-censored variables are continuous at the censoring point and that parameters satisfy some mild restrictions. In our application the censored variable is a nominal interest rate constrained by an effective lower bound (ELB). According to our estimates based on U.S. data, once the ELB becomes binding, the coefficients in the inflation equation change significantly, which translates into a change of the inflation responses to (unconventional) monetary policy and demand shocks. Our results suggest that the presence of the ELB is indeed empirically relevant for the propagation of shocks. We also obtain a shadow interest rate that shows a significant accommodation in the early phase of the Great Recession, followed by a mild and steady accommodation until liftoff in 2016.",http://www.sciencedirect.com/science/article/pii/S0304407621002487
Journal of Econometrics,2022,Nowcasting with large Bayesian vector autoregressions,"Jacopo Cimadomo, Domenico Giannone, Michele Lenza, Francesca Monti and Andrej Sokol","Monitoring economic conditions in real time, or nowcasting, and Big Data analytics share some challenges, sometimes called the three “Vs”. Indeed, nowcasting is characterized by the use of a large number of time series (Volume), the complexity of the data covering various sectors of the economy, with different frequencies and precision and asynchronous release dates (Variety), and the need to incorporate new information continuously and in a timely manner (Velocity). In this paper, we explore three alternative routes to nowcasting with Bayesian Vector Autoregressive (BVAR) models and find that they can effectively handle the three Vs by producing, in real time, accurate probabilistic predictions of US economic activity and a meaningful narrative by means of scenario analysis.",http://www.sciencedirect.com/science/article/pii/S0304407621002499
Journal of Econometrics,2022,Probability assessments of an ice-free Arctic: Comparing statistical and climate model projections,Francis Diebold and Glenn Rudebusch,"The downward trend in the amount of Arctic sea ice has a wide range of environmental and economic consequences including important effects on the pace and intensity of global climate change. Based on several decades of satellite data, we provide statistical forecasts of Arctic sea ice extent during the rest of this century. The best fitting statistical model indicates that overall sea ice coverage is declining at an increasing rate. By contrast, average projections from the CMIP5 global climate models foresee a gradual slowing of Arctic sea ice loss even in scenarios with high carbon emissions. Our long-range statistical projections also deliver probability assessments of the timing of an ice-free Arctic. These results indicate almost a 60 percent chance of an effectively ice-free Arctic Ocean sometime during the 2030s — much earlier than the average projection from the global climate models.",http://www.sciencedirect.com/science/article/pii/S0304407620304012
