journal,year,title,authors,abstract,url
Econometrica,2022,Corrigendum to “On the Existence of Pure and Mixed Strategy Nash Equilibrium in Discontinuous Games”,Christian Ewerhart and Philip J. Reny,,https://doi.org/10.3982/ECTA20900
Econometrica,2022,Empirical Strategies in Economics: Illuminating the Path From Cause to Effect,Joshua Angrist,"The view that empirical strategies in economics should be transparent and credible now goes almost without saying. By revealing for whom particular instrumental variables (IV) estimates are valid, the local average treatment effects (LATE) framework helped make this so. This lecture uses empirical examples, mostly involving effects of charter and exam school attendance, to illustrate the value of the LATE framework for causal inference. LATE distinguishes independence conditions satisfied by random assignment from more controversial exclusion restrictions. A surprising exclusion restriction is shown to explain why enrollment at Chicago exam schools reduces student achievement. I also make two broader points: IV exclusion restrictions formalize commitment to clear and consistent explanations of reduced‐form causal effects; the credibility revolution in applied econometrics owes at least as much to compelling empirical analyses as to methodological insights.",https://doi.org/10.3982/ECTA20640
Econometrica,2022,Causality in Econometrics: Choice vs Chance,Guido W. Imbens,"This essay describes the evolution and recent convergence of two methodological approaches to causal inference. The first one, in statistics, started with the analysis and design of randomized experiments. The second, in econometrics, focused on settings with economic agents making optimal choices. I argue that the local average treatment effects framework facilitated the recent convergence by making key assumptions transparent and intelligible to scholars in many fields. Looking ahead, I discuss recent developments in causal inference that combine the same transparency and relevance.",https://doi.org/10.3982/ECTA21204
Econometrica,2022,Robust Empirical Bayes Confidence Intervals,"Timothy B. Armstrong, Michal Kolesár and Mikkel Plagborg‐Møller","We construct robust empirical Bayes confidence intervals (EBCIs) in a normal means problem. The intervals are centered at the usual linear empirical Bayes estimator, but use a critical value accounting for shrinkage. Parametric EBCIs that assume a normal distribution for the means (Morris (1983b)) may substantially undercover when this assumption is violated. In contrast, our EBCIs control coverage regardless of the means distribution, while remaining close in length to the parametric EBCIs when the means are indeed Gaussian. If the means are treated as fixed, our EBCIs have an average coverage guarantee: the coverage probability is at least 1 − α on average across the n EBCIs for each of the means. Our empirical application considers the effects of U.S. neighborhoods on intergenerational mobility.",https://doi.org/10.3982/ECTA18597
Econometrica,2022,General Equilibrium Effects of Cash Transfers: Experimental Evidence From Kenya,"Dennis Egger, Johannes Haushofer, Edward Miguel, Paul Niehaus and Michael Walker","How large economic stimuli generate individual and aggregate responses is a central question in economics, but has not been studied experimentally. We provided one‐time cash transfers of about USD 1000 to over 10,500 poor households across 653 randomized villages in rural Kenya. The implied fiscal shock was over 15 percent of local GDP. We find large impacts on consumption and assets for recipients. Importantly, we document large positive spillovers on non‐recipient households and firms, and minimal price inflation. We estimate a local transfer multiplier of 2.5. We interpret welfare implications through the lens of a simple household optimization framework.",https://doi.org/10.3982/ECTA17945
Econometrica,2022,Uneven Growth: Automation's Impact on Income and Wealth Inequality,"Benjamin Moll, Lukasz Rachel and Pascual Restrepo","The benefits of new technologies accrue not only to high‐skilled labor but also to owners of capital in the form of higher capital incomes. This increases inequality. To make this argument, we develop a tractable theory that links technology to the distribution of income and wealth—and not just that of wages—and use it to study the distributional effects of automation. We isolate a new theoretical mechanism: automation increases inequality by raising returns to wealth. The flip side of such return movements is that automation can lead to stagnant wages and, therefore, stagnant incomes at the bottom of the distribution. We use a multiasset model extension to confront differing empirical trends in returns to productive and safe assets and show that the relevant return measures have increased over time. Automation can account for part of the observed trends in income and wealth inequality.",https://doi.org/10.3982/ECTA19417
Econometrica,2022,"Multinationals, Monopsony, and Local Development: Evidence From the United Fruit Company",Esteban Méndez and Diana  Van Patten,"This paper studies the role of private sector companies in the development of local amenities. We use evidence from one of the largest multinationals of the 20th century: the United Fruit Company (UFCo). The firm was given a large land concession in Costa Rica—one of the so‐called “Banana Republics”—from 1899 to 1984. Using administrative census data with census‐block geo‐references from 1973 to 2011, we implement a geographic regression discontinuity design that exploits a land assignment that is orthogonal to our outcomes of interest. We find that the firm had a positive and persistent effect on living standards. Company documents explain that a key concern at the time was to attract and maintain a sizable workforce, which induced the firm to invest heavily in local amenities—like the development of education and health infrastructure—that can account for our result. Consistent with this mechanism, we show, empirically and through a proposed model, that the firm's investment efforts increase with worker mobility.",https://doi.org/10.3982/ECTA19514
Econometrica,2022,Market Competition and Political Influence: An Integrated Approach,"Steven Callander, Dana Foarta and Takuo Sugaya","The operation of markets and of politics are in practice deeply intertwined. Political decisions set the rules of the game for market competition and, conversely, market competitors participate in and influence political decisions. We develop an integrated model to capture the circularity between the two domains. We show that a positive feedback loop emerges such that market power begets political power, and political power begets market power, but that this feedback loop is bounded. With too much market power, the balance between politics and markets itself becomes lopsided and this drives a wedge between the interests of a policymaker and the dominant firm. Although such a wedge would seem pro‐competitive, we show how it can exacerbate the static and dynamic inefficiency of market outcomes. More generally, our model demonstrates that intuitions about market competition can be upended when competition is intermediated by a strategic policymaker.",https://doi.org/10.3982/ECTA19775
Econometrica,2022,"Productivity Dispersion, Between‐Firm Competition, and the Labor Share",Émilien Gouin‐Bonenfant,"I study the effect of labor market imperfections on the labor share in a tractable model that emphasizes the interaction between productivity dispersion and firm competition for workers. I calibrate the model using administrative data covering the universe of firms in Canada from 2000 to 2015. As in the data, most firms have a high labor share, yet the aggregate labor share is low due to the disproportionate effect of a small fraction of large, highly productive firms. I find that a rise in the dispersion of firm productivity causes the aggregate labor share to decline in favor of firm profits. The mechanism is that productivity dispersion effectively shields high‐productivity firms from wage competition. Regression evidence from cross‐country and cross‐industry data supports both the model prediction and mechanism.",https://doi.org/10.3982/ECTA18612
Econometrica,2022,The Converse Envelope Theorem,Ludvig Sinander,"I prove an envelope theorem with a converse: the envelope formula is equivalent to a first‐order condition. Like Milgrom and Segal's (2002) envelope theorem, my result requires no structure on the choice set. I use the converse envelope theorem to extend to general outcomes and preferences the canonical result in mechanism design that any increasing allocation is implementable, and apply this to selling information.",https://doi.org/10.3982/ECTA18119
