journal,year,title,authors,abstract,url
The Review of Economics and Statistics,2021,The Dynamic Electoral Returns of a Large Antipoverty Program,Laura Zimmermann,"Governments around the world use short-term reelection strategies. This is problematic if governments can maximize their reelection chances by prioritizing short-term spending before an election over long-term reforms. This paper tests whether longer program exposure has a causal effect on election outcomes in the context of a large antipoverty program in India. Using a regression-discontinuity framework, the results show that length of program exposure lowers electoral support for the government. The paper discusses a couple of potential explanations, finding that the most plausible mechanism is that voters hold the government accountable for the program's implementation quality.",https://doi.org/10.1162/rest_a_00935
The Review of Economics and Statistics,2021,Improving Child Health and Cognition: Evidence from a School-Based Nutrition Intervention in India,"Marion Kramer, Santosh Kumar and Sebastian Vollmer","We present experimental evidence on the impact of the use of double-fortified salt in school meals on anemia, cognition, and the learning outcomes of primary school children in rural Bihar, one of the poorest regions of India. We find that a year-long intervention had statistically significant positive impacts on hemoglobin levels and reduced anemia by 20%; however, these health gains did not translate into significant impacts on cognitive performance, test scores, and school attendance. Treatment effects on anemia and test scores were larger for children with higher school attendance. The findings indicate that school-based health interventions are a cost-effective and scalable approach for reducing anemia among school children in resource-constrained countries.",https://doi.org/10.1162/rest_a_00950
The Review of Economics and Statistics,2021,Self-Control and Demand for Preventive Health: Evidence from Hypertension in India,"Liang Bai, Benjamin Handel, Edward Miguel and Gautam Rao",,https://doi.org/10.1162/rest_a_00938
The Review of Economics and Statistics,2021,The Value of Reputation in Trade: Evidence from Alibaba,Maggie Chen and Min Wu,"We examine the role of an online reputation mechanism in international trade by exploring T-shirt exports on Alibaba. Exploiting rich transaction data and features of search and rating algorithms, we show that exporters displaying a superior reputation perform significantly better than peers with nearly identical true ratings and observables, and the value of reputation rises with the level of information friction and the specificity of information. We develop a dynamic reputation model with heterogeneous cross-country information friction to quantify the effect of the reputation mechanism and find a 20% increase in aggregate exports fueled by a market reallocation towards superstars.",https://doi.org/10.1162/rest_a_00932
The Review of Economics and Statistics,2021,Product Mix and Firm Productivity Responses to Trade Competition,"Thierry Mayer, Marc Melitz and Gianmarco Ottaviano","We document how demand shocks in export markets lead French multiproduct exporters to reallocate the mix of products sold in those destinations. In response to positive demand shocks, French firms skew their export sales toward their best-performing products. We develop a theoretical model of multiproduct firms and derive the specific demand conditions (with endogenous price elasticities) needed to generate these product-mix reallocations. Under those demand conditions, the increased competition from demand shocks in export markets also induces productivity changes within the firm. We empirically test for this connection between demand shocks and the productivity of multiproduct firms. We find that this connection is economically substantial.",https://doi.org/10.1162/rest_a_00952
The Review of Economics and Statistics,2021,"Capital and Labor: The Factor Income Composition of Top Incomes in the United States, 1962-2006",Anthony Atkinson and Christoph Lakner,"This paper finds that capital and labor incomes in the United States have become more closely associated since the 1980s. This has contributed to the well-known increase in the top 1% share of total income, exacerbating rising inequality in capital incomes and earnings. We show that the trend in the association is U-shaped as the recent increase contrasts with a tendency toward a weakening association until the 1980s. The paper, using data derived from tax records, studies the asymmetries in the association and tests for robustness to alternative income definitions, including the role of income from closely held businesses at the top.",https://doi.org/10.1162/rest_a_01063
The Review of Economics and Statistics,2021,"Growth Expectations, Undue Optimism, and Short-Run Fluctuations","Zeno Enders, Michael Kleemann and Gernot J. Muller",,https://doi.org/10.1162/rest_a_00949
The Review of Economics and Statistics,2021,Interest Rate Pass-Through and Consumption Response: The Deposit Channel,"Sumit Agarwal, Souphala Chomsisengphet, Yildiray Yildirim and Jian Zhang","This study assesses a new mechanism, the deposit channel, in the transmission of interest rate shock to household consumption using an administrative panel data set of financial transactions for Turkey. Our empirical strategy exploits variation in consumers' adherence to the Islamic laws that forbid earning interest and employs a standard difference-in-difference design. Following an unanticipated announcement of interest rate hike, rate-sensitive consumers significantly reduce their overall spending, and the response persists throughout the post-announcement period. The response of debt payment, disparate exposure to inflation, exchange rate, and the demographic difference can hardly fully account for the documented consumption response heterogeneity.",https://doi.org/10.1162/rest_a_00941
The Review of Economics and Statistics,2021,The Dynamic Impact of FX Interventions on Financial Markets,"Lukas Menkhoff, Malte Rieth and Tobias Stohr","Evidence on the effectiveness of foreign exchange (FX) interventions is either limited to short horizons or hampered by debatable identification. We address these limitations by identifying a structural vector autoregressive model for the daily frequency with an external instrument. Generally we find, for freely floating currencies, that FX intervention shocks significantly affect exchange rates and that this impact persists for months. The signaling channel dominates the portfolio channel. Moreover, interest rates tend to fall in response to sales of the domestic currency, whereas stock prices of large (exporting) firms increase after devaluation of the domestic currency.",https://doi.org/10.1162/rest_a_00928
The Review of Economics and Statistics,2021,The Impact of Open Access Mandates on Invention,Kevin A. Bryan and Yasin Ozcan,"How do barriers to the diffusion of academic research affect innovation? In 2008, the National Institutes of Health (NIH) mandated free online availability of funded research. This policy caused a 50 percentage point increase in free access to funded articles. We introduce a novel measure, in-text patent citations, to study how this mandate affected industry use of academic science. After 2008, patents cite NIH-funded research 12% to 27% more often. Nonfunded research, funded research in journals unaffected by the mandate, and academic citations see no change. These estimates are consistent with a model of search for useful knowledge. Inefficiency caused by academic publishing may be substantial.",https://doi.org/10.1162/rest_a_00926
