journal,year,title,authors,abstract,url
The Review of Economic Studies,2023,A Theory of Falling Growth and Rising Rents,"Philippe Aghion, Antonin Bergeaud, Timo Boppart, Peter J Klenow and Huiyu Li","Growth has fallen in the U.S. amid a rise in firm concentration. Market share has shifted to low labour share firms, while within-firm labour shares have actually risen. We propose a theory linking these trends in which the driving force is falling overhead costs of spanning multiple products or a rising efficiency advantage of large firms. In response, the most efficient firms (with higher markups) spread into new product lines, thereby increasing concentration and generating a temporary burst of growth. Eventually, due to greater competition from efficient firms, within-firm markups and incentives to innovate fall. Thus our simple model can generate qualitative patterns in line with the observed trends.",http://hdl.handle.net/10.1093/restud/rdad016
The Review of Economic Studies,2023,The Lost Capital Asset Pricing Model,"Daniel Andrei, Julien Cujean and Mungo Wilson","We provide a novel explanation for the empirical failure of the capital asset pricing model (CAPM) despite its widespread practical use. In a rational-expectations economy in which information is dispersed, variation in expected returns over time and across investors creates an informational gap between investors and the empiricist. The CAPM holds for investors, but the securities market line appears flat to the empiricist. Variation in expected returns across investors accounts for the larger part of this distortion, which is empirically substantial; it offers a new interpretation of why “betting against beta” (BAB) works: BAB really bets on true beta. The empiricist retrieves a stronger CAPM on days when public information reduces disagreement among investors.",http://hdl.handle.net/10.1093/restud/rdad013
The Review of Economic Studies,2023,Inference for Linear Conditional Moment Inequalities,"Isaiah Andrews, Jonathan Roth and Ariel Pakes","We show that moment inequalities in a wide variety of economic applications have a particular linear conditional structure. We use this structure to construct uniformly valid confidence sets that remain computationally tractable even in settings with nuisance parameters. We first introduce least-favorable critical values which deliver non-conservative tests if all moments are binding. Next, we introduce a novel conditional inference approach which ensures a strong form of insensitivity to slack moments. Our recommended approach is a hybrid technique which combines desirable aspects of the least favorable and conditional methods. The hybrid approach performs well in simulations calibrated to Wollmann (2018, American Economic Review, 108, 1364–1406), with favorable power and computational time comparisons relative to existing alternatives.",http://hdl.handle.net/10.1093/restud/rdad004
The Review of Economic Studies,2023,Stalled Racial Progress and Japanese Trade in the 1970s and 1980s,Mary Kate Batistich and Timothy Bond,"We assess the impact of a rapid rise in Japanese import competition on the growth in racial earnings and employment gaps during the 1970s and 80s. Using commuting zone level variation in exposure, we find Japanese competition led to a decrease in manufacturing employment and labour force participation for blacks. This was driven by a shift in demand for skill in manufacturing. The difference in effects between the 10th percentile most and least exposed commuting zone was equivalent to 36–46% of the relative rise in black non-labour force participation, and 78–96% of the relative decline in black median male earnings.",http://hdl.handle.net/10.1093/restud/rdad009
The Review of Economic Studies,2023,Bond Premium Cyclicality and Liquidity Traps,Nicolas Caramp and Sanjay Singh,"Safe asset shortages can expose an economy to liquidity traps. The nature of these traps is determined by the cyclicality of the bond premium. A counter-cyclical bond premium opens the possibility of expectations-driven liquidity traps in which small issuances of government debt crowd out private debt and reduce output. In contrast, when the bond premium is pro-cyclical and the economy is in a liquidity trap, government debt is expansionary. In the data, we find evidence of a counter-cyclical bond premium. Large interventions can prevent the emergence of self-fulfilling traps, but they require sufficient fiscal capacity. In a quantitative model calibrated to the Great Recession, a promise to increase the government debt-to-GDP ratio by 20 percentage points precludes the possibility of self-fulfilling traps.",http://hdl.handle.net/10.1093/restud/rdad003
The Review of Economic Studies,2023,The Effects of Partial Employment Protection Reforms: Evidence from Italy,"Diego Daruich, Sabrina Di Addario and Raffaele Saggio","We combine matched employer–employee data with firms’ financial records to study a 2001 Italian reform that lifted constraints on the employment of temporary contract workers while maintaining rigid employment protection regulations for employees hired under permanent contracts. Exploiting the staggered implementation of the reform across different collective bargaining agreements, we find that this policy change led to an increase in the share of temporary contracts but failed to raise employment. The reform had both winners and losers. Firms are the main winners as the reform was successful in decreasing labor costs, leading to higher profits. By contrast, young workers are the main losers since their earnings were substantially depressed following the policy change. Rent-sharing estimates show that temporary workers receive only two-thirds of the rents shared by firms with permanent workers, helping explain most of the labor costs and earnings reductions caused by the reform.",http://hdl.handle.net/10.1093/restud/rdad012
The Review of Economic Studies,2023,Down the River: Glyphosate Use in Agriculture and Birth Outcomes of Surrounding Populations,"Mateus Dias, Rudi Rocha and Rodrigo Soares","This paper documents an externality from the agricultural use of the most widely applied herbicide in the world—glyphosate—on birth outcomes of surrounding populations. We focus on the subclinical effects of water contamination in areas distant from the original locations of application. Our identification relies on: (i) the regulation allowing the introduction of genetically modified seeds in Brazil; (ii) the potential gain in municipality-level productivity from adoption of genetically modified soybean seeds and the strong complementary between these seeds and glyphosate; and (iii) the direction of water flow within water basins. We document a significant deterioration in birth outcomes for populations downstream from locations that are likely to have increased relatively more the use of glyphosate. According to our preferred specification, the average increase in glyphosate use in the sample during 2000–10 period led to an increase of 5% of the average in infant mortality rate.",http://hdl.handle.net/10.1093/restud/rdad011
The Review of Economic Studies,2023,Regional Consumption Responses and the Aggregate Fiscal Multiplier,"Bill Dupor, Marios Karabarbounis, Marianna Kudlyak and M Saif Mehkari","We use regional variation in the American Recovery and Reinvestment Act (2009–12) to analyse the effect of government spending on consumer spending. Our consumption data come from household-level retail purchases in the Nielsen scanner data and auto purchases from Equifax credit balances. We estimate that a $1 increase in county-level government spending increases local non-durable consumer spending by $0.29 and local auto spending by $0.09. We translate the regional consumption responses to an aggregate fiscal multiplier using a multi-region, new Keynesian model with heterogeneous agents, incomplete markets, and trade linkages. Our model is consistent with the estimated positive local multiplier, a result that distinguishes our incomplete markets model from models with complete markets. At the zero lower bound, the aggregate consumption multiplier is twice as large as the local multiplier because trade linkages propagate the effect of government spending across regions.",http://hdl.handle.net/10.1093/restud/rdad007
The Review of Economic Studies,2023,Risk Classification in Insurance Markets with Risk and Preference Heterogeneity,"Vitor Farinha Luz, Piero Gottardi and Humberto Moreira","This paper studies a competitive model of insurance markets in which consumers are privately informed about their risk and risk preferences. We provide a characterization of the equilibria, which depend non-trivially on consumers’ type distribution, a desirable feature for policy analysis. The use of consumer characteristics for risk classification is modeled as the disclosure of a public informative signal. A novel property of signals, monotonicity, is shown to be necessary and sufficient for their release to be welfare improving for almost all consumer types. We also study the effect of changes to the risk distribution in the population as the result of demographic changes or policy interventions. We show that an increase in the risk distribution, according to the monotone likelihood ratio ordering of distribution, leads to lower utility for almost all consumer types. In contrast, the effect is ambiguous when considering the first-order stochastic dominance ordering.",http://hdl.handle.net/10.1093/restud/rdad017
The Review of Economic Studies,2023,Social Positions and Fairness Views on Inequality,"Kristoffer B Hvidberg, Claus T Kreiner and Stefanie Stantcheva","We link survey data on Danish people’s perceived income positions and fairness views on inequality within various reference groups to administrative records on their reference groups, income histories, and life events. People are, on average, well-informed about the income levels of their reference groups. Yet, lower-ranked respondents in all groups tend to overestimate their own position among others because they believe others’ incomes are lower than they actually are, whereas the opposite holds true for higher-ranked respondents. Misperceptions of positions in reference groups relate to proximity to other individuals, transparency norms, and visible signals of income. People view inequalities within their co-workers and education groups as significantly more unfair than overall inequality, yet underestimate inequality the most exactly within these groups. Views on the fairness of inequalities are strongly correlated with an individual’s current position, move with shocks like unemployment or promotions, and change when experimentally informing people about their actual positions. However, the higher perceived unfairness of income differences within co-workers and education groups stays unchanged. The theoretical framework shows that this can have important implications for redistribution policy.",http://hdl.handle.net/10.1093/restud/rdad019
