journal,year,title,authors,abstract,url
Journal of Economic Literature,2023,Generative AI for Economic Research: Use Cases and Implications for Economists,Anton Korinek,"Generative artificial intelligence (AI) has the potential to revolutionize research. I analyze how large language models (LLMs) such as ChatGPT can assist economists by describing dozens of use cases in six areas: ideation and feedback, writing, background research, data analysis, coding, and mathematical derivations. I provide general instructions and demonstrate specific examples of how to take advantage of each of these, classifying the LLM capabilities from experimental to highly useful. I argue that economists can reap significant productivity gains by taking advantage of generative AI to automate micro-tasks. Moreover, these gains will grow as the performance of AI systems continues to improve. I also speculate on the longer-term implications of AI-powered cognitive automation for economic research. The online resources associated with this paper explain how to get started and will provide regular updates on the latest capabilities of generative AI in economics.",https://www.aeaweb.org/doi/10.1257/jel.20231736
Journal of Economic Literature,2023,"The Global Infrastructure Gap: Potential, Perils, and a Framework for Distinction",Camille Gardner and Peter Blair Henry,"In 2015, the World Bank claimed that rich-country private capital could: (i) close the infrastructure services gap in poor countries, (ii) achieve the sustainable development goals, and (iii) make money by moving from ""billions to trillions"" of investment in poor-country infrastructure. Our framework distinguishes those poor countries in which the Bank's claim is tenable from those where it is not. For a given poor country, the framework reveals that investing a dollar in infrastructure is efficient if the social rate of return on infrastructure clears two hurdles: (a) the social rate of return on private capital in the poor country, and (b) the social rate of return on private capital in rich countries. Applying the framework to the only comprehensive, cross-country dataset of social rates of return on infrastructure indicates that in 1985 just 7 of 53 poor countries cleared the dual hurdles in both paved roads and electricity.",https://www.aeaweb.org/doi/10.1257/jel.20221530
Journal of Economic Literature,2023,Children and the Remaining Gender Gaps in the Labor Market,Patricia Cortes and Jessica Pan,"The past five decades have seen a remarkable convergence in the economic roles of men and women in society. Yet, persistently large gender gaps in terms of labor supply, earnings, and representation in top jobs remain. Moreover, in countries like the United States, convergence in labor market outcomes appears to have slowed in recent decades. In this article, we focus on the role of children and show that many potential explanations for the remaining gender disparities in labor market outcomes are related to the fact that children impose significantly larger penalties on the career trajectories of women relative to men. We document that, in the United States, more than two-thirds of the overall gender earnings gap can be accounted for by the differential impacts of children on women and men. We propose a simple model of household decision-making to motivate the link between children and gender gaps in the labor market, and to help rationalize how various factors potentially interact with parenthood to produce differential outcomes by gender. We discuss several forces that might make the road to gender equity even more challenging for modern cohorts of parents, and offer a critical discussion of public policies that seek to address the remaining gaps.",https://www.aeaweb.org/doi/10.1257/jel.20221549
Journal of Economic Literature,2023,Firm-Level Upgrading in Developing Countries,Eric Verhoogen,"In principle, firms in developing countries benefit from the fact that advanced technologies and products have already been developed in industrialized countries and can simply be adopted, a process often referred to as industrial upgrading. But for many firms this advantage remains elusive. What is getting in the way? This paper reviews recent firm-level empirical research on the determinants of upgrading in developing countries. The first part focuses on how to define and measure various dimensions of upgrading—learning, quality upgrading, technology adoption, and product innovation. The second part takes stock of recent evidence on the drivers of upgrading, classifying them as output-side drivers, input-side drivers, or drivers of know-how. I conclude with some thoughts about promising directions for research in the area.",https://www.aeaweb.org/doi/10.1257/jel.20221633
Journal of Economic Literature,2023,Cash Is Alive: How Economists Explain Holding and Use of Cash,Oz Shy,"Research on holding and use of cash involves many aspects, such as reasons for holding and hoarding cash, transactional demand for cash, cash management, type of spending paid with cash, type of consumer who pays cash, merchant acceptance, how consumers get cash, currency denominations, legal aspects, cash substitutes, and cost of cash. The purpose of this article is to introduce the reader to some of the research economists do on consumer holding and use of cash.",https://www.aeaweb.org/doi/10.1257/jel.20221632
Journal of Economic Literature,2023,A Fed for Our Times: A Review Essay on 21st Century Monetary Policy by Ben Bernanke,Lucrezia Reichlin,"This essay reviews 21st Century Monetary Policy: The Federal Reserve from the Great Inflation to COVID-19 by Ben Bernanke, a fascinating account of the evolution of the Fed since the 1950s, and a stalwart defense of the status quo: of the Fed's remit, its independence, and the tools and practices it now uses to pursue its mandate. The essay supports many of Bernanke's key points and brings the experience of the European Central Bank to illuminate them by contrast. However, it argues that the book understates the significance of the changes in institutional architecture that have emerged since the crisis. Questions that we thought had been settled are going to have to be addressed anew, albeit in slightly different guises. This will have implications for all aspects of economic governance.",https://www.aeaweb.org/doi/10.1257/jel.20231722
Journal of Economic Literature,2023,"What Drives Intergenerational Mobility? The Role of Family, Neighborhood, Education, and Social Class: A Review of Bukodi and Goldthorpe's Social Mobility and Education in Britain",Kjell G Salvanes,"The main finding of Bukodi and Goldthorpe (2019), using social status based on occupation groupings, is that there have not been improvements nor any decline in relative intergenerational mobility in Britain since World War II in terms of social class. Notably, there has not been improvement in the mobility of children from working-class backgrounds relative to other background classes. Importantly, the authors argue strongly that education is not the key determinant of adult success in the labor market. Moreover, improving the educational attainment of children from poor socio-economic backgrounds does not help improve their labor market performance. This suggests that policies to improve the mobility of children from poor social backgrounds should not include attempts to foster human capital or education policies in general.",https://www.aeaweb.org/doi/10.1257/jel.20211622
Journal of Economic Literature,2023,"Ahmed, Faisal Z. Conquests and Rents: A Political Economy of Dictatorship and Violence in Muslim Societies",Eric Chaney,,https://www.aeaweb.org/doi/10.1257/jel.61.4.1579.r1
Journal of Economic Literature,2023,"Einav, Liran and Amy Finkelstein. We’ve Got You Covered: Rebooting American Health Care",Amitabh Chandra,,https://www.aeaweb.org/doi/10.1257/jel.61.4.1579.r2
Journal of Economic Literature,2023,"Fuhrer, Jeff. The Myth That Made Us: How False Beliefs about Racism and Meritocracy Broke Our Economy (and How to Fix It)",Kelly Vosters,,https://www.aeaweb.org/doi/10.1257/jel.61.4.1579.r3
