journal,year,title,authors,abstract,url
Journal of European Economic Association,2022,What Drives Wage Stagnation: Monopsony or Monopoly?,"Shubhdeep Deb, Jan Eeckhout, Aseem Patel and Lawrence Warren","Wages for the vast majority of workers have stagnated since the 1980s while, productivity has grown. We investigate two coexisting explanations based on rising market power: (1) monopsony, where dominant firms exploit the limited mobility of their own workers to pay lower wages; and (2) monopoly, where dominant firms charge too high prices for what they sell, which lowers production and the demand for labor, and hence equilibrium wages economy-wide. Using establishment data from the US Census Bureau between 1997 and 2016, we find evidence of both monopoly and monopsony, where the former is rising over this period and the latter is stable. Both contribute to the decoupling of productivity and wage growth, with monopoly being the primary determinant: In 2016, monopoly accounts for 75% of wage stagnation, monopsony for 25%.",http://hdl.handle.net/10.1093/jeea/jvac060
Journal of European Economic Association,2022,Economic Development and the Organisation Of Labour: Evidence from the Jobs of the World Project,"Oriana Bandiera, Ahmed Elsayed, Anton Heil and Andrea Smurra","The Jobs of the World Project is a public resource designed to enable research on jobs and poverty across and within countries over the entire development spectrum. At its core is a new dataset assembled by harmonising Demographic and Health Surveys (DHS) and National Censuses (IPUMS) for all countries and all years after 1990 where data is available. The current version covers 115 countries, observed four times on average. We use the data to show how the nature of jobs and their allocation vary within countries by wealth and gender and across countries by stages of development. We discuss evidence that shows how disparities at the micro level lead to a misuse of human potential that links individual poverty to national income.",http://hdl.handle.net/10.1093/jeea/jvac056
Journal of European Economic Association,2022,The Economics of Women’s Rights,"Michèle Tertilt, Matthias Doepke, Anne Hannusch and Laura Montenbruck","Two centuries ago, in most countries around the world, women were unable to vote, had no say over their own children or property, and could not obtain a divorce. Women have gradually gained rights in many areas of life, and this legal expansion has been closely intertwined with economic development. We aim to understand the drivers behind these reforms. To this end, we distinguish between four types of women’s rights—economic, political, labor, and body—and document their evolution over the past 50 years across countries. We summarize the political-economy mechanisms that link economic development to changes in women’s rights and show empirically that these mechanisms account for a large share of the variation in women’s rights across countries and over time.",http://hdl.handle.net/10.1093/jeea/jvac059
Journal of European Economic Association,2022,Job Search in the 21St Century,Philipp Kircher,"Formal job search has undergone massive transformations in the last two decades with the move to online platforms. This makes more stages of the job search process observable, and allows researchers to intervene in this market and improve the design of the job search process and the information available in it. This paper showcases studies that illustrate the potential of analyzing online job search data and of intervening in the online job search process. It presents the current insights and some open questions and highlights conditions under which some of the recent interventions are likely to improve market outcomes overall, rather than improving only the outcomes for the treated individuals.",http://hdl.handle.net/10.1093/jeea/jvac057
Journal of European Economic Association,2022,"Debt Overhang, Rollover Risk, and Corporate Investment: Evidence from the European Crisis","Şebnem Kalemli-Özcan, Luc Laeven and David Moreno","We quantify the role of financial leverage behind the sluggish post-crisis investment performance of European firms. We use a cross-country firm-bank matched database to identify separate roles for firm leverage, bank balance sheet weaknesses arising from sovereign risk, and aggregate demand conditions. We find that firms entering the crisis with higher debt levels reduce their investment more after the crisis. This negative effect is stronger for firms holding short-term debt in countries whose banks are weak due to sovereign stress, consistent with rollover risk being an important channel influencing investment. The negative effect of firm leverage on investment is also persistent for several years after the shock in the countries with sovereign stress. The corporate leverage channel can explain about 20% of the cumulative decline in aggregate private sector investment over the crisis period.",http://hdl.handle.net/10.1093/jeea/jvac018
Journal of European Economic Association,2022,Firm Expectations and Economic Activity,"Zeno Enders, Franziska Hünnekes and Gernot Müller","We assess how firm expectations about future production impact current production and pricing decisions. Our analysis is based on a large survey of firms in the German manufacturing sector. To identify the causal effect of expectations, we rely on the timing of survey responses and match firms with the same fundamentals but different views about the future. Firms that expect their production to increase (decrease) in the future are 15 percentage points more (less) likely to raise current production and prices, compared to firms that expect no change in production. In a second step, we show that expectations also matter even if they turn out to be incorrect. Lastly, we aggregate expectation errors across firms and find that they account for about 15% of aggregate fluctuations.",http://hdl.handle.net/10.1093/jeea/jvac030
Journal of European Economic Association,2022,The Hard Problem of Prediction for Conflict Prevention,Hannes Mueller and Christopher Rauh,"In this article, we propose a framework to tackle conflict prevention, an issue which has received interest in several policy areas. A key challenge of conflict forecasting for prevention is that outbreaks of conflict in previously peaceful countries are rare events and therefore hard to predict. To make progress in this hard problem, this project summarizes more than four million newspaper articles using a topic model. The topics are then fed into a random forest to predict conflict risk, which is then integrated into a simple static framework in which a decision maker decides on the optimal number of interventions to minimize the total cost of conflict and intervention. According to the stylized model, cost savings compared to not intervening pre-conflict are over US$1 trillion even with relatively ineffective interventions and US$13 trillion with effective interventions.",http://hdl.handle.net/10.1093/jeea/jvac025
Journal of European Economic Association,2022,Resource Sharing in Households with Children: A Generalized Model and Empirical Evidence from the UK,"Olivier Bargain, Olivier Donni and Imen Hentati","We suggest a generalized collective model of consumption that extends Browning, Chiappori, and Lewbel to couples with children. Economies of scale are defined using a general form of Barten scales. We identify resource sharing among household members and, originally, the contribution of each parent to the expenditure on children. We provide a tractable estimation approach based on a simple demand system for male and female clothing, that is, two exclusive goods commonly available in standard surveys. We illustrate the method on thirty years of expenditure data for the UK. We relax the independence of the sharing rule on total expenditure and actually find that women’s shares increase with living standards. This, and progress in education levels, explains most of the reduction in intra-household inequality over the period.",http://hdl.handle.net/10.1093/jeea/jvac033
Journal of European Economic Association,2022,Habit Formation and the Misallocation of Labor: Evidence from Forced Migrations,"Matti Sarvimäki, Roope Uusitalo and Markus Jantti","We use a research design created by forced migrations to examine the costs and benefits of leaving agriculture in mid-20th century Finland. After World War II, 11% of the Finnish population was resettled from areas ceded to the Soviet Union. Entire rural communities were moved to locations that resembled the origin areas, and displaced farmers were given land and assistance to establish new farms. Despite this policy of reconstructing the pre-war situation, forced migration increased the likelihood of switching to non-agricultural jobs and moving to urban areas. Consequently, forced migration also increased the long-term income of the displaced rural population. By contrast, forced migration decreased the income of the resettled urban population. We examine the extent to which these effects can be explained by the quality of the new farms, human capital investments, networks, and discrimination, but do not find evidence supporting these mechanisms. Instead, we argue that habit formation toward residential locations provides the most compelling rationalization for our results.",http://hdl.handle.net/10.1093/jeea/jvac037
Journal of European Economic Association,2022,Intergovernmental Conflict and Censorship: Evidence from China’s Anti-Corruption Campaign,Maiting Zhuang,"I study how local Chinese newspapers report on the national anti-corruption campaign by collecting a large-scale dataset of newspaper articles, internet searches, and comments on social media. Despite greater reader interest, local newspapers underreport, and deemphasise corruption scandals involving high-level officials from their own province. Underreporting is greater when a corrupt official is well connected, and a newspaper does not rely on advertising revenue. City-level newspapers report less about corruption in their own city but are more likely to report about corruption within the provincial government. I present suggestive evidence that this type of localised censorship reduces the accountability of local governments.",http://hdl.handle.net/10.1093/jeea/jvac036
