journal,year,title,authors,abstract,url
The Review of Economic Studies,2024,A Model of Online Misinformation,"Daron Acemoglu, Asuman Ozdaglar and James Siderius","We present a model of online content sharing where agents sequentially observe an article and decide whether to share it with others. This content may or may not contain misinformation. Each agent starts with an ideological bias and gains utility from positive social media interactions but does not want to be called out for propagating misinformation. We characterize the (Bayesian–Nash) equilibria of this social media game and establish that it exhibits strategic complementarities. Under this framework, we study how a platform interested in maximizing engagement would design its algorithm. Our main result establishes that when the relevant articles have low-reliability and are thus likely to contain misinformation, the engagement-maximizing algorithm takes the form of a “filter bubble”—creating an echo chamber of like-minded users. Moreover, filter bubbles become more likely when there is greater polarization in society and content is more divisive. Finally, we discuss various regulatory solutions to such platform-manufactured misinformation.",http://hdl.handle.net/10.1093/restud/rdad111
The Review of Economic Studies,2024,Decomposing Duration Dependence in a Stopping Time Model,"Fernando Alvarez, Katarína Borovičková and Robert Shimer","We develop an economic model of transitions in and out of employment. Heterogeneous workers switch employment status when the net benefit from working, a Brownian motion with drift, hits optimally chosen barriers. This implies that the duration of jobless spells for each worker has an inverse Gaussian distribution. We allow for arbitrary heterogeneity across workers and prove that the distribution of inverse Gaussian distributions is partially identified from the duration of two non-employment spells for each worker. We estimate the model using Austrian social security data and find that dynamic selection is a critical source of duration dependence.",http://hdl.handle.net/10.1093/restud/rdad109
The Review of Economic Studies,2024,Strategic Foundations of Efficient Rational Expectations,"Paulo Barelli, Srihari Govindan and Robert Wilson",We study an economy with traders whose payoffs are quasilinear and whose private signals are informative about an unobserved state parameter. The limit economy has infinitely many traders partitioned into a finite set of symmetry classes called types. Market mechanisms in a class that includes auctions yield the same outcome as the Walrasian rational expectations equilibrium if and only if the efficient allocation has a monotonicity property. Examples illustrate cases where they differ. Monotonicity restricts the heterogeneity among traders’ types.,http://hdl.handle.net/10.1093/restud/rdad116
The Review of Economic Studies,2024,Motives and Consequences of Libor Strategic Reporting: How Much Can We Learn from Banks’ Self-Reported Borrowing Rates?,Pietro Bonaldi,"Libor is an estimate of interbank borrowing costs computed daily from rates reported by a fixed panel of banks. Evidence suggests that banks have manipulated Libor in recent years by misreporting their borrowing costs. I estimate a strategic reporting model that identifies banks’ borrowing costs as well as their motives for misreporting. The estimation places a lower bound on the value that Libor would have had if banks had truthfully reported their borrowing costs. The model is identified even when unobserved heterogeneity exists in the form of a common cost component that is known by all banks but unobservable to the econometrician and is allowed to follow a non-stationary process. The only data used for identification are banks’ Libor quotes. Overall, I find that the estimated lower bound for the unmanipulated Libor is always above the published Libor, with an average deviation of 25 basis points at the worst of the financial crisis of 2007–2008. The estimated bound displays a pattern similar to two other measures of interbank borrowing costs that have been used previously to assess the extent of manipulation. The model is also used to determine the extent to which misreporting was motivated by signalling or banks’ net exposure to Libor. The estimation results indicate that sending creditworthiness signals was the main driver of systematic misreporting from 2007 to 2010.",http://hdl.handle.net/10.1093/restud/rdae005
The Review of Economic Studies,2024,Revisiting Event-Study Designs: Robust and Efficient Estimation,"Kirill Borusyak, Xavier Jaravel and Jann Spiess","We develop a framework for difference-in-differences designs with staggered treatment adoption and heterogeneous causal effects.We show that conventional regression-based estimators fail to provide unbiased estimates of relevant estimands absent strong restrictions on treatment-effect homogeneity. We then derive the efficient estimator addressing this challenge, which takes an intuitive “imputation” form when treatment-effect heterogeneity is unrestricted. We characterize the asymptotic behaviour of the estimator, propose tools for inference, and develop tests for identifying assumptions. Our method applies with time-varying controls, in triple-difference designs, and with certain non-binary treatments. We show the practical relevance of our results in a simulation study and an application. Studying the consumption response to tax rebates in the U.S., we find that the notional marginal propensity to consume is between 8 and 11% in the first quarter—about half as large as benchmark estimates used to calibrate macroeconomic models—and predominantly occurs in the first month after the rebate.",http://hdl.handle.net/10.1093/restud/rdae007
The Review of Economic Studies,2024,Outside Options in the Labour Market,Sydnee Caldwell and Oren Danieli,"This paper develops a method to estimate workers’ outside employment opportunities. We outline a matching model with two-sided heterogeneity, from which we derive a sufficient statistic, the “outside options index” (OOI), for the effect of outside options on earnings, holding worker productivity constant. The OOI uses the cross-sectional concentration of similar workers across job types to quantify workers’ outside options as a function of workers’ commuting costs, preferences, and skills. Using German micro-data, we find that differences in options explain 20% of the gender earnings gap, and that gender gaps in options are mostly due to differences in the implicit costs of commuting and moving.",http://hdl.handle.net/10.1093/restud/rdae006
The Review of Economic Studies,2024,Marriage Market and Labour Market Sorting,"Paula Calvo, Ilse Lindenlaub and Ana Reynoso","We develop a new equilibrium model in which households’ labour supply choices form the link between sorting on the marriage market and sorting on the labour market. We first show that in theory, the nature of home production—whether partners’ hours are complements or substitutes—shapes equilibrium labour supply as well as marriage and labour market sorting. We then estimate our model using German data to empirically assess the nature of home production, and find that spouses’ home hours are complements. We investigate to what extent complementarity in home hours drives sorting and inequality. We find that home production complementarity strengthens positive marriage sorting and reduces the gender gap in hours and in labour sorting. This puts significant downward pressure on the gender wage gap and on within-household income inequality, but fuels between-household inequality. Our estimated model sheds new light on the sources of inequality in today’s Germany, and—by identifying important shifts in home production technology toward more complementarity—on the evolution of inequality over time.",http://hdl.handle.net/10.1093/restud/rdae010
The Review of Economic Studies,2024,The Work-From-Home Technology Boon and its Consequences,"Morris Davis, Andra C Ghent and Jesse Gregory","We study the impact of widespread adoption of work-from-home (WFH) technology using an equilibrium model where people choose where to live, how to allocate their time between working at home and at the office, and how much space to use in production. Motivated by cross-sectional evidence on WFH, we model WFH as a complement to work at the office. Simulations of the model indicate that the pandemic induced a large change to the relative productivity of WFH that substantially increased home prices and will permanently affect incomes, income inequality, and city structure.",http://hdl.handle.net/10.1093/restud/rdad114
The Review of Economic Studies,2024,Voluntary Disclosure in Asymmetric Contests,Christian Ewerhart and Julia Lareida,"This article studies the incentives for interim voluntary disclosure of verifiable information in probabilistic all-pay contests with two-sided incomplete information. Private information may concern marginal cost, valuations, and ability. Our main result says that, if the contest is uniformly asymmetric, then full revelation is the unique perfect Bayesian equilibrium outcome. This is so because the weakest type of the underdog reveals her type in an attempt to moderate the favourite, while the strongest type of the favourite tries to discourage the underdog—so that the contest unravels. This strong-form disclosure principle is robust with respect to correlation, partitional evidence, randomized disclosures, sequential moves, and continuous type spaces. Moreover, the assumption of uniform asymmetry is not needed when incomplete information is one-sided. However, the principle may break down when type distributions are too similar, contestants possess commitment power, or information is unverifiable. In fact, cheap talk will always be ignored, even if mediated by a trustworthy third party.",http://hdl.handle.net/10.1093/restud/rdae001
The Review of Economic Studies,2024,Information Aggregation Under Ambiguity: Theory and Experimental Evidence,"Spyros Galanis, Christos Ioannou and Stelios Kotronis","We study information aggregation in a dynamic trading model. We show theoretically that separable securities, introduced by Ostrovsky in the context of Expected Utility, no longer aggregate information if some traders have imprecise beliefs and are ambiguity averse. Moreover, these securities are prone to manipulation as the degree of information aggregation can be influenced by the initial price set by the uninformed market maker. These observations are also confirmed in our laboratory experiment using prediction markets. We define a new class of strongly separable securities, which are robust to the above considerations and show that they characterize information aggregation in both strategic and non-strategic environments. We derive several testable predictions, which we are able to confirm in the laboratory. Finally, we show theoretically that strongly separable securities are both sufficient and necessary for information aggregation but, strikingly, there does not exist a security that is strongly separable for all information structures.",http://hdl.handle.net/10.1093/restud/rdae009
