journal,year,title,authors,abstract,url
American Economic Review,2026,Similarity of Information and Collective Action,"Deepal Basak, Joyee Deb and Aditya Kuvalekar","We study a canonical collective action game with incomplete information. Individuals attempt to coordinate to achieve a shared goal, while also facing a temptation to free-ride. More similar information can help them coordinate, but it can also exacerbate free-riding. Our main result shows that more similar information facilitates (impedes) achieving the common goal when it is sufficiently challenging (easy). We apply this insight to show why less powerful authoritarian governments may face larger protests if they restrict press freedom, when committee diversity is beneficial in costly voting, and when a more diverse community contributes more to public good provision.",https://www.aeaweb.org/doi/10.1257/aer.20241056
American Economic Review,2026,A Long and a Short Leg Make for a Wobbly Equilibrium,"Nicolae Gârleanu, Stavros Panageas and Geoffery Zheng","We provide a model to explain how the interaction between the spot and lending markets for stocks can lead to abrupt changes in short selling activity. Furthermore, rational short sellers may choose to abandon the market even as mispricing widens. We document empirically that the dynamics of short selling are fat tailed and subject to abrupt changes, especially for the stocks that the model identifies as susceptible to such dynamics.",https://www.aeaweb.org/doi/10.1257/aer.20211548
American Economic Review,2026,Real Credit Cycles,"Pedro Bordalo, Nicola Gennaioli, Andrei Shleifer and Stephen J. Terry","We embed diagnostic expectations in a workhorse neoclassical model with heterogeneous firms and risky debt. A realistic degree of overreaction estimated from US firms' earnings forecasts generates realistic credit cycles. Good times produce economic and financial fragility, predicting future disappointment of expectations, low bond returns, and investment declines. To generate the size of spread increases observed during 2007–2009, the model requires only moderate negative shocks. Diagnostic expectations offer a realistic, parsimonious way to produce financial reversals in business cycle models.",https://www.aeaweb.org/doi/10.1257/aer.20211820
American Economic Review,2026,Market Power and Capital Constraints,Milena Wittwer and Jason Allen,"We explore how traders' equity capitalization influences asset prices in a framework that accounts for market power. In our model, traders with capital constraints engage in transactions in an imperfectly competitive market. We demonstrate that looser capital constraints elevate both asset prices and price impact, the latter diminishing market liquidity. Using Canadian Treasury auction data, we illustrate how to apply our model to quantify these effects. We estimate the shadow costs of capital constraints by leveraging a temporary policy exemption during 2020–2021. We show that while these constraints are only infrequently binding, their relative impact when activated can be sizable.",https://www.aeaweb.org/doi/10.1257/aer.20231202
American Economic Review,2026,Robust Misspecified Models,Cuimin Ba,"This paper studies which misspecified models are likely to persist when decision-makers compare them with competing models. The main result characterizes such models based on two features that can be derived from primitives: The model's asymptotic accuracy in predicting the equilibrium distribution of observed outcomes and the ""tightness"" of the prior around such equilibria. Misspecified models can be robust, persisting against any arbitrary competing model—including the true model—despite decision-makers observing an infinite amount of data. Moreover, simple misspecified models equipped with entrenched priors can be more robust than complex correctly specified models.",https://www.aeaweb.org/doi/10.1257/aer.20240246
American Economic Review,2026,Negative Control Falsification Tests for Instrumental Variable Designs,"Oren Danieli, Daniel Nevo, Itai Walk, Bar Weinstein and Dan Zeltzer",The validity of instrumental variable (IV) designs is typically tested using two types of falsification tests. We characterize these tests as conditional independence tests between negative control variables—proxies for unobserved variables posing a threat to the identification—and the IV or the outcome. We describe the conditions variables must satisfy in order to serve as negative controls. We show these falsification tests examine not only independence and the exclusion restriction but also functional form assumptions. Our analysis reveals conventional applications of these tests may flag problems even in valid IV designs. We offer implementation guidance to address these issues.,https://www.aeaweb.org/doi/10.1257/aer.20240636
American Economic Review,2026,Games on Multiplex Networks,Yves Zenou and Junjie Zhou,"We develop a simple multilayer network model in which agents allocate effort across layers with heterogeneous structures, subject to an aggregate effort constraint. Incentives are shaped by agents' network positions within each layer, and equilibrium behavior reflects both within- and cross-layer interactions. We analyze how shocks propagate through the network and characterize optimal targeting interventions. Our results show that effective policy design must account for effort allocation across layers. We also demonstrate that predictions from monolayer models can diverge sharply from those of multilayer models, underscoring the importance of accounting for network complexity in both empirical and policy analyses.",https://www.aeaweb.org/doi/10.1257/aer.20240763
American Economic Review,2026,Spillovers in State Capacity Building: Evidence from the Digitization of Land Records in Pakistan,Shan Aman-Rana and Clement Minaudier,"Digitization reforms have been hailed as an effective way of strengthening state capacity. However, digitization can also fundamentally reshape the organization of bureaucracies. Using a unique administrative dataset on agricultural taxation and surveys of local bureaucrats from Punjab, Pakistan, we show that digitization reforms can have unintended consequences for state capacity. We exploit the staggered rollout of the digitization of land records in Punjab to show that digitization had a negative effect on tax collection. The fall in taxes was not due to a decrease in the tax base. Instead, digitization affected the bureaucrats' capacity to collect taxes.",https://www.aeaweb.org/doi/10.1257/aer.20240880
American Economic Review,2026,Making Bricks from Straw: Resources and Productivity in Health Care,Edward N. Okeke,"Why do health facilities in developing countries do so poorly? This paper examines the role of financial constraints. I describe an experiment in which we surprised health workers in randomly selected public health clinics in Nigeria with a ₦600,000 grant paid out in installments over one year. Its administration was left entirely to health workers. The award led to large productivity gains. Using expenditure data combined with novel textual data, I provide an explanation for these effects. I show the award increased investments in physical and human capital, led to lower prices for patients, and inspired health workers to do better.",https://www.aeaweb.org/doi/10.1257/aer.20241459
American Economic Review,2026,Abundance from Abroad: Migrant Income and Long-Run Economic Development,"Gaurav Khanna, Emir Murathanoglu, Caroline Theoharides and Dean Yang","We study how international migrant income prospects affect long-run development in origin areas. We leverage the 1997 Asian Financial Crisis exchange rate shocks in a shift-share identification strategy across Philippine provinces. Initial migrant income shocks are magnified six-fold over time, increasing domestic income, education levels, migrant skills, and high-skilled migration. Remarkably, 74.9 percent of long-run income gains come from domestic rather than migrant income. Trade driven impacts of exchange rate shocks are orthogonal to effects via migrant income. A structural model reveals that 19.7 percent of long-run income gains stem from educational investments. International migration fosters broad economic development in origin communities.",https://www.aeaweb.org/doi/10.1257/aer.20241465
American Economic Review,2026,The Price of War,"Jonathan Federle, André Meier, Gernot J. Müller, Willi Mutschler and Moritz Schularick","We assemble a new dataset spanning 150 years and 60 countries to study the economic toll of war. A war of average intensity is associated with an output drop of close to 10 percent in the war-site economy, while consumer prices rise by approximately 20 percent. The capital stock, total factor productivity, and equity returns all decline sharply. The economic ramifications of war are not confined to the war site. The evidence points to adverse economic outcomes in other belligerent and third-party countries if they are exposed to the war site through trade linkages or share a common border.",https://www.aeaweb.org/doi/10.1257/aer.20241355
American Economic Review,2026,"Immigration, Innovation, and Growth","Stephen J. Terry, Thomas Chaney, Konrad B. Burchardi, Lisa Tarquinio and Tarek A. Hassan","We propose a novel identification strategy to isolate exogenous immigration shocks across US counties, by interacting quasi-random variations in the composition of ancestry across counties with the contemporaneous inflow of migrants from different countries. We show a positive causal impact of immigration on local innovation and wages at the five-year horizon. The positive dynamic impact of immigration on innovation and wages dominates the short-run negative impact of increased labor supply. A structural estimation of a model of endogenous growth and migrations suggests the increased immigration to the United States since 1965 may have increased innovation and wages by 5 percent.",https://www.aeaweb.org/doi/10.1257/aer.20211601
American Economic Review,2026,"Temporary Layoffs, Loss-of-Recall, and Cyclical Unemployment Dynamics","Mark Gertler, Christopher Huckfeldt and Antonella Trigari","We revisit the role of temporary layoffs in the business cycle. While some have emphasized a stabilizing effect due to recall hiring, we quantify from the data an important countercyclical destabilizing effect due to ""loss-of-recall,"" whereby workers in temporary-layoff unemployment lose their job permanently. We develop a quantitative model allowing for endogenous flows of workers across employment and both temporary-layoff and jobless unemployment. The model captures both pre- and post-pandemic unemployment dynamics, including the contractionary role of loss-of-recall. We use our structural model to show that the Paycheck Protection Program generated sizable employment gains, in part by significantly reducing loss-of-recall.",https://www.aeaweb.org/doi/10.1257/aer.20220749
American Economic Review,2026,Why Is Workplace Sexual Harassment Underreported? The Value of Outside Options amid the Threat of Retaliation,Gordon Dahl and Matthew Knepper,"Why is workplace sexual harassment chronically underreported? We hypothesize that employers coerce victims into silence through the threat of a retaliatory firing. To test this, we estimate how two external shocks that reduce workers' outside options—unemployment rate increases and sharp cuts to unemployment insurance benefits—affect the selectivity of sexual harassment charges filed with the Equal Employment Opportunity Commission. We find that both shocks increase selectivity, which implies an increase in underreporting. Bolstering these findings, anonymous Google searches for ""sexual harassment in the workplace"" (total prevalence) spike relative to charges filed (reported prevalence) during the Great Recession.",https://www.aeaweb.org/doi/10.1257/aer.20221703
American Economic Review,2026,Sequential Cursed Equilibrium,Shani Cohen and Shengwu Li,"We propose an extensive-form solution concept, with players who neglect information from hypothetical events but make inferences from observed events. Our concept modifies cursed equilibrium (Eyster and Rabin 2005) and allows that players can be cursed about endogenous information.",https://www.aeaweb.org/doi/10.1257/aer.20230309
American Economic Review,2026,Equal Pay for Similar Work,"Diego Gentile Passaro, Fuhito Kojima and Bobak Pakzad-Hurson","Equal pay laws increasingly require that workers with different group identities doing ""similar"" work are paid equal wages within firm. We study such ""equal pay for similar work"" (EPSW) policies theoretically and test our models' predictions empirically using evidence from a 2009 gender-based Chilean EPSW. Under EPSW, firms segregate their workforce by gender. When there are more men than women in a labor market, EPSW increases the gender wage gap.",https://www.aeaweb.org/doi/10.1257/aer.20230832
American Economic Review,2026,Dynamics of the Long-Term Housing Yield: Evidence from Natural Experiments,"Verónica Bäcker-Peral, Jonathon Hazell and Atif Mian","Each month, a fraction of UK property leases are extended by 90 years or more. We construct a new dataset using thousands of these natural experiments since 2000 and estimate the expected long-term housing yield, y*. After remaining steady at around 5 percent, y* starts to decline when the Great Recession hits and reaches a low of 2.7 percent in 2024. The decline is steeper in inelastic markets, while y* remains higher in regions more exposed to long-run climate risk. Our estimate of y* is updated in real time using public data.",https://www.aeaweb.org/doi/10.1257/aer.20240513
American Economic Review,2026,Zero-Sum Thinking and the Roots of US Political Differences,"Sahil Chinoy, Nathan Nunn, Sandra Sequeira and Stefanie Stantcheva","We investigate the origins and implications of zero-sum thinking: the belief that gains for one individual or group tend to come at the cost of others. Using a new survey of 20,400 US residents, we measure zero-sum thinking, political preferences, policy views, and a rich array of ancestral information spanning four generations. We find that a more zero-sum mindset is strongly associated with more support for government redistribution, race- and gender-based affirmative action, and more restrictive immigration policies. Zero-sum thinking can be traced back to the experiences of both the individual and their ancestors, encompassing factors such as the degree of intergenerational upward mobility they experienced, whether they immigrated to the United States or lived in a location with more immigrants, and whether they were enslaved or lived in a location with more enslavement.",https://www.aeaweb.org/doi/10.1257/aer.20240692
American Economic Review,2026,What You Don't Know May Be Good for You,Johannes Hörner and Larry Samuelson,"We consider an economy in which long-lived experts are matched with short-lived clients. Experts choose the type of client with whom they match, unobserved by the market. The interaction outcome depends on both the expert's and the client's type. We study the effects of supplying information about otherwise unobservable outcomes, such as ""medical report cards,"" to help clients identify better experts. Such information can lead to inefficient matches, as experts reject risky clients to build their reputation. Hence, information can reduce welfare. Withholding information can mitigate these perverse incentives at the cost of misallocating experts known to be inept.",https://www.aeaweb.org/doi/10.1257/aer.20250053
American Economic Review,2026,The Value of Clean Water: Experimental Evidence from Rural India,"Fiona Burlig, Amir Jina and Anant Sudarshan","Over 2 billion people lack clean drinking water. Existing solutions face high costs (piped water) or low demand (point-of-use chlorine). Using a 60,000 household cluster-randomized experiment, we test an alternative approach: decentralized treatment and home delivery of clean water to the rural poor. At low prices, take-up exceeds 90 percent, sustained throughout the experiment. High prices reduce take-up but are privately profitable. We experimentally recover revealed-preference measures of valuation. Willingness-to-pay is several times higher than prior indirect estimates; willingness-to-accept is larger and exceeds marginal cost. Self-reported health measures improve accordingly. On a cost-per-DALY basis, free water delivery regimes appear highly cost effective.",https://www.aeaweb.org/doi/10.1257/aer.20250278
American Economic Review,2026,"""Potential"" and the Gender Promotion Gap","Alan Benson, Danielle Li and Kelly Shue","We show that subjective assessments of employee ""potential"" contribute to gender gaps in promotion and pay. Using data on 29,809 management-track employees from a large retail chain, we find that women receive substantially lower potential ratings despite receiving higher performance ratings. Differences in potential ratings account for approximately half of the gender promotion gap. Women's lower potential ratings do not reflect accurate forecasts of future performance: Women subsequently outperform male colleagues, both on average and on the margin of promotion. We highlight two mechanisms driving the gender potential gap: strategic retention and stereotyping.",https://www.aeaweb.org/doi/10.1257/aer.20220831
American Economic Review,2026,Evaluating the Impact of Urban Transit Infrastructure: Evidence from Bogotá's TransMilenio,Nick Tsivanidis,"This paper estimates the effects of improving public transit infrastructure on city structure and welfare. It develops a quantitative urban model with multiple worker groups and transit modes, and derives a special case yielding sufficient statistics for aggregate welfare in a broad class of models. The paper estimates reduced-form elasticities to implement the approach using data spanning construction of the world's largest Bus Rapid Transit system in Bogotá, Colombia. This class of models explains observed adjustments in economic activity. Standard value-of-time calculations capture only 52 percent of welfare gains. Accounting for reallocation and general equilibrium effects, distributional impacts are modest.",https://www.aeaweb.org/doi/10.1257/aer.20190874
American Economic Review,2026,Financial Frictions: Micro versus Macro Volatility,"Renato Faccini, Seungcheol Lee, Ralph Luetticke, Morten Ravn and Tobias Renkin","We argue that consumer credit spreads matter for household choices and that time-varying spreads have important distributional consequences. Studying Danish household data, we show that consumer credit spreads have heterogeneous impact on asset dynamics and consumption choices across the wealth distribution and that time-varying spreads induce a countercyclical marginal propensity to consume. We study a HANK model where banks provide consumer credit and corporate loans. Through countercyclical credit spreads, frictional finance amplifies aggregate shocks and induces consumption inequality. Economies with less leveraged banks experience reduced aggregate volatility but may face higher volatility and lower welfare at the household level.",https://www.aeaweb.org/doi/10.1257/aer.20211219
