journal,year,title,authors,abstract,url
The Review of Financial Studies,2025,Near-Rational Equilibria in Heterogeneous-Agent Models: A Verification Method,Leonid Kogan and Indrajit Mitra,"We propose a general simulation-based procedure for estimating the quality of approximate policies in heterogeneous-agent equilibrium models, which allows us to verify that such approximate solutions describe a near-rational equilibrium. Our procedure endows agents with superior knowledge of the future path of the economy, while imposing a suitable penalty for such foresight. The relaxed problem is more tractable than the original, and results in an upper bound on agents’ welfare. Our method applies to various solution algorithms. We illustrate our approach in two applications: the incomplete-markets model of Krusell and Smith (1998) and the heterogeneous firm model of Khan and Thomas (2008).",http://hdl.handle.net/10.1093/rfs/hhaf030
The Review of Financial Studies,2025,In Safe Hands: The Financial and Real Impact of Investor Composition over the Credit Cycle,Antonio Coppola,"I show that investor composition affects bond price dynamics and capital allocation during crises. Using large-scale holdings data and within-firm ownership variation across near-identical bonds, I causally identify bond returns’ investor composition elasticities. Corporate bonds held predominantly by insurers rather than mutual funds suffer milder losses in downturns: increasing insurer holdings by half a bond’s size causes 20% shallower drawdowns. A shift-share instrument isolates variation from large insurers’ idiosyncratic primary-market allocations. Differences in intermediaries’ liability structures drive these results, which hold across countries. During crises, firms with more stable bondholders maintain higher borrowing at lower cost and invest more.",http://hdl.handle.net/10.1093/rfs/hhaf017
The Review of Financial Studies,2025,Who Holds Sovereign Debt and Why It Matters,"Xiang Fang, Bryan Hardy and Karen K Lewis","This paper studies whether investor composition affects the sovereign debt market. We construct a data set of sovereign debt holdings by foreign and domestic bank, nonbank private and official investors for 101 countries across three decades. Compared with other investors, private nonbank investors absorb a disproportionate share of the debt supply, and their demand for emerging market debt is most price responsive. A counterfactual analysis of emerging market sovereigns shows a 10% increase in debt leads to a 5.8% yield increase but an outsized 8.4% increase without nonbank investors. We conclude that sovereigns are vulnerable to the loss of nonbanks.",http://hdl.handle.net/10.1093/rfs/hhaf031
The Review of Financial Studies,2025,Is Capital Structure Irrelevant with ESG Investors?,Peter Feldhütter and Lasse Heje Pedersen,"This paper examines whether capital structure is irrelevant for enterprise value and investment when investors care about environmental, social, and governance issues, which we refer to as “ESG-Modigliani-Miller” (ESG-MM). Theoretically, we show that ESG-MM holds with linear pricing and additive ESG. ESG-MM means that issuing low-yielding green bonds does not lower the overall cost of capital because it makes the issuer’s other securities browner. Hence, a firm’s incentive to make a green investment does not depend on its financing choice. We provide suggestive evidence of failure of ESG-MM, implying that firms and governments can exploit inconsistent ESG attribution or segmented markets.",http://hdl.handle.net/10.1093/rfs/hhae059
The Review of Financial Studies,2025,An Intermediation-Based Model of Exchange Rates,"Semyon Malamud, Andreas Schrimpf and Yuan Zhang","We develop a continuous-time general equilibrium model with intermediaries at the heart of international financial markets. Global intermediaries bargain with households and extract rents from providing access to foreign claims. By tilting state prices, intermediaries’ market power breaks monetary neutrality and makes international risk-sharing inefficient. Despite having zero net positions, markups charged by intermediaries significantly distort international asset prices, affecting exchange rate dynamics and their response to shocks. Our model can reproduce patterns consistent with several well-known exchange rate puzzles, such as deviations from uncovered and covered interest parity. All equilibrium quantities are derived in closed form, allowing us to pin down the underlying economic mechanisms explicitly.",http://hdl.handle.net/10.1093/rfs/hhaf037
The Review of Financial Studies,2025,Speculating on Higher-Order Beliefs,Paul Schmidt-Engelbertz and Kaushik Vasudevan,"Higher-order beliefs—beliefs about others’ beliefs—may be important for trading behavior and asset prices but have received little systematic empirical examination. Examining more than 20 years of evidence from the Robert Shiller Investor Confidence surveys, we find that investors’ higher-order beliefs provide substantial motivations for nonfundamental speculation—taking a stock market position that conflicts with one’s valuation of the market. To explore the equilibrium implications, we construct a model that matches the survey evidence and highlights that investors’ higher-order beliefs amplify stock market overreaction and excess volatility.",http://hdl.handle.net/10.1093/rfs/hhaf019
The Review of Financial Studies,2025,The Effects of Going Public on Firm Profitability and Strategy,"Borja Larrain, Gordon M Phillips, Giorgo Sertsios and Francisco Urzúa","We study the effects of going public using a unique panel of firms in 16 European countries for which we observe financial data before and after initial public offering (IPO) attempts. We compare completed and withdrawn IPO attempts. We instrument the decision to complete the IPO using prior market returns. After instrumenting, we isolate a positive causal effect of going public on profitability. We also find a post-IPO expansion in sales per employee, subsidiaries, and countries in which firms operate. Overall, our results are consistent with going public relaxing financial constraints and inducing a shift in strategy towards increased commercialization.",http://hdl.handle.net/10.1093/rfs/hhaf026
The Review of Financial Studies,2025,Digital Tokens and Platform Building,Jiasun Li and William Mann,"We present a model rationalizing the economic value of digital tokens for launching peer-to-peer platforms. By using the blockchain to transparently distribute tokens before the platform launches, a token sale overcomes later coordination failures between the platform’s users. This result follows from forward induction reasoning, under which the costly and observable action of token acquisition credibly communicates the intent to participate on the platform. Our framework demonstrates the applications of digital tokens to entrepreneurship, and offers guidance for both practitioners and regulators.",http://hdl.handle.net/10.1093/rfs/hhaf015
The Review of Financial Studies,2025,Proof-of-Work versus Proof-of-Stake: A Comparative Economic Analysis,"Kose John, Thomas J Rivera and Fahad Saleh","We develop an economic model to compare equilibrium security of Proof-of-Work (PoW) versus Proof-of-Stake (PoS) blockchains. We derive general conditions to determine when PoW blockchains are more secure than otherwise equivalent PoS blockchains and vice versa. Applying real-world parameter values to these conditions, we demonstrate that PoS blockchains are more secure than otherwise equivalent PoW blockchains. Furthermore, we demonstrate that PoS’s security advantage over PoW is particularly salient for high-scale blockchains.",http://hdl.handle.net/10.1093/rfs/hhaf013
The Review of Financial Studies,2025,Pretending Ignorance Is Bliss: Competing Insurers with Heterogeneous Informational Advantages,"Laura Abrardi, Luca Colombo and Piero Tedeschi","The availability of big data and analytics expertise provides insurers with informational advantages over policyholders in estimating risk. We study competition between heterogeneously informed insurers, showing that their information may or may not be revealed in equilibrium. We find that all equilibria are profitable and that noninformative equilibria entail risk pooling and possibly efficiency. In informative equilibria, the signaling problem interacts with the screening problem that arises endogenously from insurers’ revelation of information, implying underinsurance. Our main insights are robust to changes in insurers’ information precision and market concentration and to the presence of two-sided asymmetric information and withdrawable contracts.",http://hdl.handle.net/10.1093/rfs/hhae079
The Review of Financial Studies,2025,"Hedging, Contract Enforceability, and Competition","Erasmo Giambona, Anil Kumar and Gordon M Phillips","We study how risk management through hedging affects firms and competition among firms in the life insurance industry, an industry with over 7 trillion in assets and over 1,000 private and public firms. We examine firms after a staggered state-level reform that reduces the costs of hedging by granting derivatives superpriority in case of insolvency. We show that firms that are likely to face costly external finance increase hedging and reduce risk and the probability of receivership. Firms that are likely to face costly external finance also lower prices, increase policy sales, and increase their market share post-reform.",http://hdl.handle.net/10.1093/rfs/hhaf025
The Review of Financial Studies,2025,"An Equilibrium Model of Imperfect Hedging: Transaction Costs, Heterogeneity in Risk Aversion, and Return Volatility",Mark Loewenstein and Zhenjiang Qin,"Financial transaction taxes, or generally transaction costs, are salient in derivatives markets and seldom studied in equilibrium models. We study a tractable model with proportional transaction costs where agents trade a derivative with nonlinear payoffs to hedge nontraded endowments. We show that trade is sustained in an equilibrium with transaction costs only if there is sufficient heterogeneity in risk aversion. When there is trade, the equilibrium return variance increases in transaction costs. These results are driven by how mean-variance demands, hedging demands, and asymmetry of no-transaction region widths determine the equilibrium Sharpe ratio and return volatility when transaction costs change.",http://hdl.handle.net/10.1093/rfs/hhaf023
The Review of Financial Studies,2025,Real Effects of Centralized Markets: Evidence from Steel Futures,Thorsten Martin,"I study the real effects of centralized derivative markets using the staggered introduction of futures contracts for different steel products in the United States. Employing a difference-in-differences strategy, I find that the arrival of centralized futures markets improves price transparency and risk management in the underlying product market: price dispersion decreases and steel producers increase their hedging activity. Moreover, market share is reallocated toward low-cost producers, while product prices, producers’ profits, and valuations decrease. Overall, the results indicate that centralized futures markets foster competition in the product market.",http://hdl.handle.net/10.1093/rfs/hhaf011
