journal,year,title,authors,abstract,url
Journal of Public Economics,2021,The effect of changes in alcohol tax differentials on alcohol consumption,"Markus Gehrsitz, Henry Saffer and Michael Grossman","We show that tax-induced increases in alcohol prices can lead to substantial substitution and avoidance behavior that limits reductions in alcohol consumption. Causal estimates are derived from a natural experiment in Illinois where spirits and wine taxes were raised sharply and unexpectedly in 2009. Beer taxes were increased by only a trivial amount. We construct representative and consistent measures of alcohol prices and sales from scanner data collected for hundreds of products in thousands of stores across the US. Using several difference-in-differences models, we show that alcohol excise taxes are instantly over-shifted. That is, a $1 tax increase translates into a price increase of up to $1.50. We find evidence suggesting that consumers react by switching to less expensive products. In particular, they increase purchases of beer, thus significantly moderating any tax-induced reductions in total ethanol consumption. Our study highlights the importance of tax-induced substitution, the implications of differential tax increases by beverage group and the impacts on public health of alternative types of tax hikes whose main aims are to increase revenue.",http://www.sciencedirect.com/science/article/pii/S0047272721001560
Journal of Public Economics,2021,Firm mobility and jurisdictions’ tax rate choices: Evidence from immobile firm entry,Dominika Langenmayr and Martin Simmler,"Capital mobility is one of the key determinants of corporate tax rates. We first show theoretically that governments will set higher tax rates on firm profits after an immobile firm has entered. We then test this prediction in a well-identified setting, using the rapid growth of wind power plants (a very immobile industry) and the large variation in local business taxes across Germany for identification. We confirm that municipalities increase corporate tax rates by up to 24% after immobile firm entry. The effect is stronger when immobile firms make up a larger share of the overall tax base.",http://www.sciencedirect.com/science/article/pii/S0047272721001663
Journal of Public Economics,2021,Carbon taxes and footprint leakage: Spoilsport effects,Carol McAusland,"This paper uses simple variants of Melitz (2003) to illustrate how a unilateral consumption tax can reduce consumption everywhere. The tax—levied on the carbon embodied in consumer goods—reduces demand for dirty goods, lowering the profitability of the global industry. As profitability falls, so does entry, reducing competitive pressure on remaining firms. Less entry and competition translates to fewer varieties and higher average prices for all consumers, including in policy-inactive countries. As a result, a unilateral tax on embodied carbon may reduce the carbon footprint of every country.",http://www.sciencedirect.com/science/article/pii/S0047272721001675
Journal of Public Economics,2021,"Institutional flexibility, political alternation, and middle-of-the-road policies","Ascension Andina-Diaz, Francesco Feri and Miguel Meléndez-Jiménez","This paper presents a novel explanation for political alternation in democracies, rooted in the benefit for the median voter of keeping policy from drifting too far to either extreme. Central to this argument is the idea that policy change is gradual and that this gradualism depends on the institutional flexibility/rigidity of the country. Built on this idea, we propose a model of dynamic elections and show that institutional rigidities cause alternation. We also show that, though institutional rigidities prevent governments from implementing extreme policies, they incentivize parties to polarize as much as they can. However, more flexible institutions can foster moderation. Last, we analyze the resilience of equilibrium policies to players’ impatience and discuss extensions of our model, including office-motivated parties, the cost of alternation, alternation every two terms, and asymmetric policies.",http://www.sciencedirect.com/science/article/pii/S0047272721001687
Journal of Public Economics,2021,Backlash in policy attitudes after the election of an extreme political party,"Magnus Carlsson, Gordon Dahl and Dan-Olof Rooth","This paper studies how public attitudes towards reduced immigration, the signature policy of the far-right Sweden Democrats, respond once the party increases their political representation at the local level. To identify causal effects, we use panel data from 290 municipal election districts and compare otherwise similar elections where the Sweden Democrats either barely win or lose an additional seat. We estimate that a one seat increase for this far-right, anti-immigration party decreases negative attitudes towards immigration by 1.8 or 4.1 percentage points (depending on which national survey we use), contrary to the party’s policy position. Consistent with these attitudinal changes, we find suggestive evidence the Sweden Democrats lose the incumbency advantage experienced by other small parties in Sweden. Exploring possible mechanisms, we find evidence for higher politician turnover and a rise in negative newspaper coverage. These findings demonstrate that political representation can cause an attitudinal backlash as a fringe party and their ideas are placed under closer scrutiny.",http://www.sciencedirect.com/science/article/pii/S0047272721001699
Journal of Public Economics,2021,Do prize-linked incentives promote positive financial behavior? Evidence from a debt reduction intervention,Jeremy Burke,"We conduct the first field experiment examining whether prize-linked incentives can be effective in promoting debt reduction by randomizing access among 6,907 borrowers in a debt management plan. We find strong take-up of the program and that takers were timelier with repayment and paid off more debt. However, average treatment effect estimates for on-time payments, programmatic dropout, and debt levels (46.7 dollars, 95% CI = [−$132, $225], control mean = $11,558) are all precise zeros. Our results suggest that despite strong interest and positive correlations, prize-linked incentives may not modify debt repayment behavior and may simply attract individuals who are ex-ante likely to repay.",http://www.sciencedirect.com/science/article/pii/S0047272721001705
Journal of Public Economics,2021,Thinking outside the box: The cross-border effect of tax cuts on R&D,Thomas Schwab and Maximilian Todtenhaupt,"We analyze how a reduction of the tax rate on corporate income from intellectual property (IP) in one country, known as a patent box regime, affects corporate R&D activity in other countries. Combining data on patents and multinational corporation networks, we show that the cross-border effect of tax policy changes depends on whether co-location of the IP and the underlying R&D activity is required. Patent boxes without such a requirement increase patent output in other countries. Patent boxes with such a requirement reduce patent output abroad but only when relocation costs for R&D activity are small.",http://www.sciencedirect.com/science/article/pii/S0047272721001729
Journal of Public Economics,2021,The effects of introducing withholding and third-party reporting on tax collections: Evidence from the U.S. state personal income tax,Sutirtha Bagchi and Libor Dusek,"This paper examines the impact of introducing withholding of the personal income tax by state governments in the U.S. We exploit the staggered adoption of withholding by individual states over the period 1948–1987 to construct event study estimates. We obtain a robust finding: Introducing withholding led to an immediate and permanent increase in income tax revenues by about 29 percent, holding tax rates constant. The result is consistent with the crucial role of withholding and third-party reporting in improving tax compliance. We consider several alternative explanations such as changes to the tax base and increases in enforcement activity but these explanations lack support. There is some evidence that non-filing substantially decreased following the introduction of withholding.",http://www.sciencedirect.com/science/article/pii/S0047272721001730
Journal of Public Economics,2021,Unmasking partisanship: Polarization undermines public response to collective risk,"Maria Milosh, Marcus Painter, Konstantin Sonin, David Van Dijcke and Austin L. Wright","Political polarization may undermine public policy response to collective risk, especially in periods of crisis when political actors have incentives to manipulate public perceptions. We study these dynamics in the U.S., focusing on how partisanship has influenced the use of face masks to stem the spread of COVID-19. Using a variety of approaches, we find partisanship is the single most important predictor of mask use and local policy interventions do not offset this relationship.",http://www.sciencedirect.com/science/article/pii/S0047272721001742
Journal of Public Economics,2021,Long-term effects of grants and loans for vocational education,Josefa Aguirre,"In this paper I study the long-term effect of giving low-income, low-performing students access to state grants and loans for vocational schools. I combine 12 years of administrative records on higher education enrollment and graduation in Chile and exploit the fact that access to state grants for 2-year vocational programs and state loans for 2-year and 4-year vocational programs are both a discontinuous function of a student’s GPA. Both grants and loans increase a student’s probability of ever enrolling in higher education, as well as the number of years that students spend enrolled. Although imprecise, results show a positive effect on graduation. Findings indicate that financial aid can increase degree completion, even when targeted to low-performing students attending vocational education.",http://www.sciencedirect.com/science/article/pii/S0047272721001754
