journal,year,title,authors,abstract,url
Journal of Finance,2021,Do Intermediaries Matter for Aggregate Asset Prices?,Valentin Haddad and Tyler Muir,"Poor financial health of intermediaries coincides with low asset prices and high risk premiums. Is this because intermediaries matter for asset prices, or because their health correlates with economy‐wide risk aversion? In the first case, return predictability should be more pronounced for asset classes in which households are less active. We provide evidence supporting this prediction, suggesting that a quantitatively sizable fraction of risk premium variation in several large asset classes such as credit or mortgage‐backed securities (MBS) is due to intermediaries. Movements in economy‐wide risk aversion create the opposite pattern, and we find this channel also matters.",https://doi.org/10.1111/jofi.13086
Journal of Finance,2021,Currency Mispricing and Dealer Balance Sheets,"Gino Cenedese, Pasquale Della Corte and Tianyu Wang","We find dealer‐level evidence that recent regulation on the leverage ratio requirement causes deviations from covered interest parity. Our analysis uses a unique data set of currency derivatives with disclosed counterparty identities together with exogenous variation introduced by the U.K. leverage ratio framework. Dealers who are affected by the regulatory shock charge an additional premium of about 20 basis points per annum for synthetic dollar funding relative to unaffected dealers. This finding holds even after controlling for changes in clients' demand. Also, some clients increase their trading activity with unaffected dealers with whom they already had a preexisting relationship.",https://doi.org/10.1111/jofi.13079
Journal of Finance,2021,Partisan Professionals: Evidence from Credit Rating Analysts,Elisabeth Kempf and Margarita Tsoutsoura,"Partisan perception affects the actions of professionals in the financial sector. Linking credit rating analysts to party affiliations from voter records, we show that analysts not affiliated with the U.S. president's party downward‐adjust corporate credit ratings more frequently. Since we compare analysts with different party affiliations covering the same firm in the same quarter, differences in firm fundamentals cannot explain the results. We also find a sharp divergence in the rating actions of Democratic and Republican analysts around the 2016 presidential election. Our results show that analysts' partisan perception has price effects and may influence firms' investment policies.",https://doi.org/10.1111/jofi.13083
Journal of Finance,2021,"Inequality Aversion, Populism, and the Backlash against Globalization",Lubos Pastor and Pietro Veronesi,"Motivated by the recent rise of populism in Western democracies, we develop a tractable equilibrium model in which a populist backlash emerges endogenously in a strong economy. In the model, voters dislike inequality, especially the high consumption of “elites.” Economic growth exacerbates inequality due to heterogeneity in preferences , which leads to heterogeneity in returns on capital. In response to rising inequality, voters optimally elect a populist promising to end globalization. Equality is a luxury good. Countries with more inequality, higher financial development, and trade deficits are more vulnerable to populism, both in the model and in the data.",https://doi.org/10.1111/jofi.13081
Journal of Finance,2021,Talent in Distressed Firms: Investigating the Labor Costs of Financial Distress,"Ramin P. Baghai, Rui C. Silva, Viktor Thell and Vikrant Vig","The importance of skilled labor and the inalienability of human capital expose firms to the risk of losing talent at critical times. Using Swedish microdata, we document that firms lose workers with the highest cognitive and noncognitive skills as they approach bankruptcy. In a quasi‐experiment, we confirm that financial distress drives these results: following a negative export shock caused by exogenous currency movements, talent abandons the firm, but only if the exporter is highly leveraged. Consistent with talent dependence being associated with higher labor costs of financial distress, firms that rely more on talent have more conservative capital structures.",https://doi.org/10.1111/jofi.13077
Journal of Finance,2021,Negative Home Equity and Household Labor Supply,Asaf Bernstein,"Using U.S. household‐level data and plausibly exogenous variation in the location‐timing of home purchases with a single lender, I find that negative home equity causes a 2% to 6% reduction in household labor supply. Supporting causality, households are observationally equivalent at origination and equally sensitive to local housing shocks that do not cause negative equity. Results also hold comparing purchases within the same year‐metropolitan statistical area that differ by only a few months. Though multiple channels are likely at work, evidence of nonlinear effects is broadly consistent with costs associated with housing lock and financial distress.",https://doi.org/10.1111/jofi.13070
Journal of Finance,2021,Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,Matteo Benetton,"I develop a structural model of mortgage demand and lender competition to study how leverage regulation affects the U.K. mortgage market. Using variation in risk‐weighted capital requirements across lenders and mortgages with different loan‐to‐values (LTVs), I show that a 1‐percentage‐point increase in risk‐weighted capital requirements increases lenders' marginal cost of originating mortgages by about 26 basis points (11%) on average. I use the estimated model to study proposed leverage regulations. Counterfactual analyses show that large lenders exploit a regulatory cost advantage, which increases concentration by about 20%, and suggest that banning high‐LTV mortgages may reduce large lenders' equity buffer.",https://doi.org/10.1111/jofi.13072
Journal of Finance,2021,Fire‐Sale Spillovers in Debt Markets,"Antonio Falato, Ali Hortacsu, Dan Li and Chaehee Shin","Fire sales induced by investor redemptions have powerful spillover effects among funds that hold the same assets, hurting peer funds' performance and flows, and leading to further asset sales with negative bond price impact. A one‐standard‐deviation increase in our fire‐sale spillover measure leads to a 45 (90) bp decrease in peer fund returns (flows) and a two percentage point increase in the likelihood of a large bond price drop. The results hold in a regression‐discontinuity design addressing identification concerns. Timing, heterogeneity, instrumental‐variable, and placebo tests further support the price‐impact mechanism. Model‐based counterfactual and stress‐test analyses quantify the financial stability implications.",https://doi.org/10.1111/jofi.13078
Journal of Finance,2021,Intermediation Variety,"Jason Roderick Donaldson, Giorgia Piacentino and Anjan Thakor","We explain why banks and nonbank intermediaries coexist in a model based only on differences in their funding costs. Banks enjoy a low cost of capital due to safety nets and money‐like liabilities. We show that this can actually be a disadvantage: it generates a soft‐budget‐constraint problem that makes it difficult for banks to credibly threaten to withhold additional funding to failed projects. Nonbanks emerge to solve this problem. Their high cost of capital is an advantage: it allows them to commit to terminate funding. Still, nonbanks never take over the entire market, but other coexist with banks in equilibrium.",https://doi.org/10.1111/jofi.13084
Journal of Finance,2021,Asset Pricing and Sports Betting,Tobias J. Moskowitz,"Sports betting markets offer a novel laboratory to test theories of cross‐sectional asset pricing anomalies. Two features of this market—no systematic risk and terminal values exogenous to betting activity—evade the joint hypothesis problem, allowing mispricing to be detected. Examining a large and diverse set of liquid betting contracts, I find strong evidence of momentum, consistent with delayed overreaction and inconsistent with underreaction and rational pricing. Returns are a fraction of those in financial markets and fail to overcome transactions costs, preventing arbitrage from eliminating them. An insight from betting also predicts value and momentum returns in U.S. equities.",https://doi.org/10.1111/jofi.13082
Journal of Finance,2021,"Volatility, Valuation Ratios, and Bubbles: An Empirical Measure of Market Sentiment",Can Gao and Ian Martin,"We define a sentiment indicator based on option prices, valuation ratios, and interest rates. The indicator can be interpreted as a lower bound on the expected growth in fundamentals that a rational investor would have to perceive to be happy to hold the market. The bound was unusually high in the late 1990s, reflecting dividend growth expectations that in our view were unreasonably optimistic. Our approach exploits two key ingredients. First, we derive a new valuation ratio decomposition that is related to the Campbell–Shiller loglinearization but that resembles the Gordon growth model more closely and has certain other advantages. Second, we introduce a volatility index that provides a lower bound on the market's expected log return.",https://doi.org/10.1111/jofi.13068
