journal,year,title,authors,abstract,url
Journal of European Economic Association,2020,Presidential Address 2019: How Should Tax Progressivity Respond to Rising Income Inequality?,"Jonathan Heathcote, Kjetil Storesletten and Giovanni L Violante","We address the question in the title in a heterogeneous-agent incomplete-market model featuring exogenous idiosyncratic risk, endogenous skill investment, and flexible labor supply. The tax and transfer schedule is restricted to being log-linear in income, a good description of the US system. Rising inequality is modeled as a combination of skill-biased technical change and growth in residual wage dispersion. When facing shifts in the income distribution like those observed in the United States, a utilitarian planner chooses higher progressivity in response to larger residual inequality but lower progressivity in response to widening skill price dispersion reflecting technical change. Overall, optimal progressivity is approximately unchanged between 1980 and 2016. We document that the progressivity of the actual US tax and transfer system has similarly changed little since 1980, in line with the model prescription.",http://hdl.handle.net/10.1093/jeea/jvaa050
Journal of European Economic Association,2020,Schumpeter Lecture 2019: Slow Household Deleveraging,"Veronica Guerrieri, Guido Lorenzoni and Marta Prato","We use a model of precautionary savings with housing and mortgages to study the effects of a deleveraging shock on consumer spending. We focus on the deleveraging caused by a contraction in home values, and compute numerically the partial-equilibrium effect of the shock. Our simulations show that household deleveraging is associated with a long and protracted weakness in consumption. These effects appear even if we assume, realistically, that housing wealth is illiquid and mortgage debt is long term. We show that housing wealth matters for consumption decisions due to an insurance force: consumers know they can sell their house if they get hit by sufficiently negative shocks in the future. We also show that our slow deleveraging mechanism is amplified when incomes are affected by a weak aggregate consumption demand through general-equilibrium effects.",http://hdl.handle.net/10.1093/jeea/jvaa049
Journal of European Economic Association,2020,The Long-Term Effects of Long Terms – Compulsory Schooling Reforms in Sweden,"Martin Fischer, Martin Karlsson, Therese Nilsson and Nina Schwarz","We evaluate the impact on earnings, pensions, and further labor market outcomes of two parallel educational reforms increasing instructional time in Swedish primary school. The reforms extended the annual term length and years of compulsory schooling by comparable amounts. We find striking differences in the effects of the two reforms: at 5% the returns to the term length extension were sizeable and benefited broad ranges of the population. The compulsory schooling extension had small (2%) albeit significant effects, which were possibly driven by an increase in post-compulsory schooling. Both reforms led to increased sorting into occupations with heavy reliance on basic skills and the term extension reduced the gender gap in employment and earnings.",http://hdl.handle.net/10.1093/jeea/jvz071
Journal of European Economic Association,2020,The Returns to Elite University Education: a Quasi-Experimental Analysis,Massimo Anelli,"I take advantage of a discontinuity in the probability of admission to a highly selective private university to estimate causal returns to investing in elite university education. I use a newly assembled data set that combines individual administrative records about high school attendance, university admission, university attendance, and tax returns. I find a discontinuity in income of 38 log points at the admission cutoff. The fuzzy regression discontinuity estimate for the elite enrollment effect is 58 log points. This should be interpreted as the average treatment effect for students applying to the elite university who are close to the cutoff and chose to enroll. When I take into account the evidence that students enrolling in the elite university tend to make different field choices, the net institutional enrollment premium is 41 log points. Cumulated over 15 years, the net-of-tuition elite premium is €246,991. I explore potential channels explaining the sizeable enrollment effects and I find that students just above the admission cutoff are 15 percentage points more likely to complete a university degree, they are 26 percentage points more likely to graduate on time and attend university with substantially higher quality peers.",http://hdl.handle.net/10.1093/jeea/jvz070
Journal of European Economic Association,2020,Trade and Frictional Unemployment in the Global Economy,"Celine Carrere, Anja Grujovic-Vischer and Frederic Robert-Nicoud","We develop a multicountry, multisector trade model featuring risk-averse workers, labor market frictions, unemployment benefits, and equilibrium unemployment. Trade opening leads to a reduction in unemployment when it simultaneously raises welfare and reallocates labor toward sectors with lower-than-average labor market frictions. We then estimate and calibrate the model using employment data from 31 OECD countries and worldwide trade data. Finally, we quantify the potential unemployment, real wage, and welfare effects of repealing NAFTA and raising bilateral tariffs between the United States and Mexico to 20%. This policy would increase unemployment by 2.4% in the United States and 48% in Mexico.",http://hdl.handle.net/10.1093/jeea/jvz074
Journal of European Economic Association,2020,Greater Inequality and Household Borrowing: New Evidence from Household Data,"Olivier Coibion, Yuriy Gorodnichenko, Marianna Kudlyak and John Mondragon","Using household-level debt data over 2000–2012 and local variation in inequality, we show that low-income households in high-inequality regions (zip codes, counties, states) accumulated less debt relative to their income than low-income households in lower inequality regions. We also find evidence that low-income households face higher credit prices and reduced access to credit as inequality increases. We argue that these patterns are consistent with inequality tilting credit supply away from low-income households and toward high-income households, which may have long-run implications for outcomes like homeownership or entrepreneurship.",http://hdl.handle.net/10.1093/jeea/jvz076
Journal of European Economic Association,2020,Intergenerational Associations and the Fertility Transition,Tom S Vogl,"Evolutionary theorists have long noted that intergenerational transmission in fertility may counteract aggregate fertility decline through a process of natural selection. I study this evolutionary process by estimating how intergenerational associations in fertility vary over the fertility transition and feed back into the level of average fertility. Microdata from 40 developing countries indicate that intergenerational persistence breaks down at the onset of the fertility transition but then strengthens as the transition progresses. These changes are attributable to a reversal of fertility differences by skill, as predicted by economic models of long-run demographic change. As fertility approaches the replacement level, rising intergenerational associations reweight the population to raise aggregate fertility rates, pushing back against aggregate fertility decline.",http://hdl.handle.net/10.1093/jeea/jvaa006
Journal of European Economic Association,2020,"Coarse, Efficient Decision-Making",Michael Mandler,"To minimize the cost of making decisions, an agent should use criteria to sort alternatives and each criterion should sort coarsely. To decide on a movie, for example, an agent could use one criterion that orders movies by genre categories, another by director categories, and so on, with a small number of categories in each case. The agent then needs to aggregate the criterion orderings, possibly by a weighted vote, to arrive at choices. As criteria become coarser (each criterion has fewer categories) decision-making costs fall, even though an agent must then use more criteria. The most efficient option is consequently to select the binary criteria with two categories each. This result holds even when the marginal cost of using additional categories diminishes to 0. The extensive use of coarse criteria in practice may therefore be a result of optimization rather than cognitive limitations. Binary criteria also generate choice functions that maximize rational preferences: decision-making efficiency implies rational choice.",http://hdl.handle.net/10.1093/jeea/jvaa002
Journal of European Economic Association,2020,How Much Can We Generalize From Impact Evaluations?,Eva Vivalt,"Impact evaluations can help to inform policy decisions, but they are rooted in particular contexts and to what extent they generalize is an open question. I exploit a new data set of impact evaluation results and find a large amount of effect heterogeneity. Effect sizes vary systematically with study characteristics, with government-implemented programs having smaller effect sizes than academic or non-governmental organization-implemented programs, even controlling for sample size. I show that treatment effect heterogeneity can be appreciably reduced by taking study characteristics into account.",http://hdl.handle.net/10.1093/jeea/jvaa019
Journal of European Economic Association,2020,The Twin Instrument: Fertility and Human Capital Investment,Sonia Bhalotra and Damian Clarke,"Twin births are often used as an instrument to address selection of women into fertility. However, recent work shows selection of women into twin birth such that, while OLS estimates tend to be downward biased, twin-IV estimates will tend to be upward biased. This is pertinent given the emerging consensus that fertility has limited impacts on women’s labour supply, or on investments in children. Using data for developing countries and the United States to estimate the trade-off between fertility and children’s human capital, we demonstrate the nature and size of the bias in the twin-IV estimator and estimate bounds on the true parameter.",http://hdl.handle.net/10.1093/jeea/jvz058
Journal of European Economic Association,2020,Economic and Social-Class Voting in a Model of Redistribution with Social Concerns,Andrea Gallice and Edoardo Grillo,"We investigate how social status concerns may affect voters’ preferences for redistribution. Social status is given by a voter’s relative standing in two dimensions: consumption and social class. By affecting the distribution of consumption levels, redistribution modifies the weights attached to the two dimensions. Thus, redistribution not only transfers resources from the rich to the poor, but it also amplifies or reduces the importance of social class differences. Social status concerns can simultaneously lead some members of the working class to oppose redistribution and some members of the socioeconomic elites to favor it. They also give rise to interclass coalitions of voters that, despite having different monetary interests, support the same tax rate. We characterize these coalitions and discuss the resulting political equilibrium.",http://hdl.handle.net/10.1093/jeea/jvz061
Journal of European Economic Association,2020,"The Persistent Effect of Temporary Input Cost Advantages in Shipbuilding, 1850 to 1911",W Hanlon,"Can temporary input cost advantages have a long-run impact on production patterns? I study this question in the context of shipbuilding from 1850 to 1911. Although North America was the dominant wood shipbuilding region in the mid-19th century, the introduction of metal shipbuilding shifted the industry to Britain, where metal inputs were less expensive. After 1890, Britain’s input price advantages largely disappeared but its dominant position in the industry persisted. I show that American shipbuilders exposed to British competition struggled to transition to metal shipbuilding and present evidence that the mechanism behind Britain’s persistent lead was the development of pools of skilled workers.",http://hdl.handle.net/10.1093/jeea/jvz067
Journal of European Economic Association,2020,The Impact of Immigration on Wage Dynamics: Evidence from the Algerian Independence War,Anthony Edo,"This paper investigates the dynamics of wage adjustment to an exogenous increase in labor supply exploiting the sudden and unexpected inflow of repatriates to France resulting from Algerian independence in 1962. I measure the impact of this particular supply shift on the average wage of pre-existing native workers across French regions between 1962 and 1976. I find that regional wages decreased between 1962 and 1968, before returning to their pre-shock level 15 years after. I also investigate the dynamics of skill-specific wages in response to the regional penetration of repatriates and find that the wages of high and low educated native workers declined initially but fully recovered by 1976.",http://hdl.handle.net/10.1093/jeea/jvz064
Journal of European Economic Association,2020,The Price of Inattention: Evidence from the Swedish Housing Market,Luca Repetto and Alex Solis,"Do behavioral biases affect prices in a high-stakes market? We study the role of left-digit bias in the purchase of an apartment. Left-digit bias is the failure to fully process digits after the first, perceiving prices just below a round number (such as $3.99) as cheaper than their round counterpart ($4). Apartments with asking prices just below round millions are sold at a 3%–5% higher final price after an auction. This effect appears not to be driven by differences in observables or in real estate agents’ behavior. Auctions for apartments listed just below round numbers are more competitive and attract more bidders and bids.",http://hdl.handle.net/10.1093/jeea/jvz065
