journal,year,title,authors,abstract,url
The Review of Economics and Statistics,2022,Collective Reputation in Trade: Evidence from the Chinese Dairy Industry,"Jie Bai, Ludovica Gazze and Yukun Wang","The existence of collective reputation implies an important externality. Among firms trading internationally, quality shocks about one firm's products could affect the demand of other firms from the same origin country. We study such a reputation spillover in the context of a large-scale scandal that affected the Chinese dairy industry in 2008. Leveraging detailed firm-product level administrative data and official quality inspection reports, we document sizable reputation spillovers on uncontaminated firms. We further investigate potential mechanisms that could mediate the strength of collective reputation, including information accuracy, observability of the supply chain, and prior export experience.",https://doi.org/10.1162/rest_a_01032
The Review of Economics and Statistics,2022,"Infant Health, Cognitive Performance, and Earnings: Evidence from Inception of the Welfare State in Sweden","Sonia Bhalotra, Martin Karlsson, Therese Nilsson and Nina Schwarz","We identify earnings impacts of exposure to an infant health intervention in Sweden, using individual-linked administrative data to trace potential mechanisms. Leveraging quasi-random variation in eligibility, we estimate that exposure was associated with higher test scores in primary school for boys and girls. However, only girls were more likely to score in the top quintile. Subsequent gains, in secondary schooling, employment, and earnings, are restricted to girls. We show that the differential gains for women accrued from both skills and opportunities.",https://doi.org/10.1162/rest_a_01031
The Review of Economics and Statistics,2022,Mums Go Online: Is the Internet Changing the Demand for Health Care?,"Sofia Amaral-Garcia, Mattia Nardotto, Carol Propper and Tommaso Valletti",We study the effect of Internet diffusion on childbirth procedures performed in England between 2000 and 2011. We show that broadband Internet access increased cesarean sections (C-sections): mothers living in areas with better Internet access are 2.5% more likely to obtain a C-section. The effect is driven by first-time mothers who are 6% more likely to obtain a C-section. The increased C-section rate is not accompanied by changes in health care outcomes; thus health care costs increased with no corresponding medical benefits. We show evidence documenting the growing importance of the Internet as a source of health-related information.,https://doi.org/10.1162/rest_a_01033
The Review of Economics and Statistics,2022,Employment Protection Deregulation and Labor Shares in Advanced Economies,"Gabriele Ciminelli, Romain Duval and Davide Furceri",,https://doi.org/10.1162/rest_a_00983
The Review of Economics and Statistics,2022,Price Negotiation with Merchant Heterogeneity in the Payment Card Industry,"Chun-Yu Ho, Li Xu and Daiqiang Zhang","We examine price negotiation in the payment card industry by exploiting a unique merchant-, industry-, and city-level data set. Motivated by the substantial variation in acquirer fees and heterogeneous merchant card transactions, we use Nash bargaining to model the negotiation over the acquirer fee between an acquirer and a merchant. We find that the merchants secure a larger incremental surplus than the acquirer on average. Moreover, merchants might face upward pressure on acquirer fees as the card penetration rate rises over time, and policies that weaken the acquirer's bargaining power could relieve the upward fee pressure.",https://doi.org/10.1162/rest_a_00986
The Review of Economics and Statistics,2022,Trade Flows and Fiscal Multipliers,Matteo Cacciatore and Nora Traum,"We present novel insights on the role of international trade following unanticipated fiscal changes in a flexible exchange rate environment. We show analytically that fiscal multipliers can be larger in economies more open to trade, even when fiscal expansions imply trade deficits. Three factors determine how trade linkages matter: the relative import share of public and private goods, the financing of government debt, and the currency invoicing of exports. A Bayesian prior-predictive analysis shows that a quantitative model bears the same predictions. Conditioning on Canadian and U.S. data, we find support for larger multipliers relative to a counterfactually closed economy.",https://doi.org/10.1162/rest_a_00985
The Review of Economics and Statistics,2022,Endogenous Technological Change and the New Keynesian Model,Toshihiro Okada,"This paper develops and estimates a New Keynesian (NK) model with endogenous technology. It shows that introducing endogenous technology can solve three important puzzles that conventional NK models face: the inflation persistence, disinflationary news shock, and zero lower bound (ZLB) supply shock. First, the observed persistence in inflation is explained without relying on the conventional NK models' additional assumptions (e.g., backward price indexation). Second, it explains the observed disinflationary effect of a news shock. Third, the model avoids the conventional NK models' paradoxical, empirically inconsistent prediction that a negative supply shock is expansionary at the ZLB on interest rates.",https://doi.org/10.1162/rest_a_00971
The Review of Economics and Statistics,2022,Collaborative Production in Science: An Empirical Analysis of Coauthorships in Economics,Katharine A. Anderson and Seth Richards-Shubik,"This paper studies productivity and preferences in scientific research. Collaboration is increasingly important for innovation in science and other domains, but we have limited understanding of the factors researchers use to choose their collaborators and the projects they work on. Here, we use a model of strategic network formation and a recently developed econometric method to examine this question in the context of economics researchers. We learn that research teams with more collaborators tend to produce papers with higher impact, and without increasing individual costs of communication and coordination. This suggests the trend toward larger research teams in economics will continue.",https://doi.org/10.1162/rest_a_01025
The Review of Economics and Statistics,2022,Do Better Prisons Reduce Recidivism? Evidence from a Prison Construction Program,Santiago Tobon,"I study the effects of prison quality on recidivism using individual-level data from Colombia. To estimate causal effects, I leverage the quasi-random assignment of inmates to newer, less crowded, and higher service prisons. For inmates assigned to newer facilities, I find that the probability of returning to prison within one year is 36% lower. Criminal capital, access to rehabilitation programs, and negative prison experiences, which could trigger changes in intrinsic preferences over illegal occupations, seem to be important mechanisms. The program led to substantial welfare gains, even when assuming a low social cost per crime.",https://doi.org/10.1162/rest_a_01007
The Review of Economics and Statistics,2022,Can Agricultural Extension and Input Support Be Discontinued? Evidence from a Randomized Phaseout in Uganda,"Ram Fishman, Stephen Smith, Vida Bobic and Munshi Sulaiman","Many development programs that attempt to disseminate improved technologies are limited in duration because of external funding constraints or an assumption of impact sustainability, but there is limited evidence on whether and when terminating such programs is efficient. We provide novel experimental evidence on the impacts of a randomized phaseout of an agricultural extension and subsidy program that promotes improved inputs and cultivation practices among smallholder women farmers in Uganda. We find that phaseout does not diminish the use of either practices or inputs as farmers shift purchases from NGO-sponsored village-based supply networks to market sources. These results indicate that short-term interventions can suffice to trigger persistent effects, consistent with models of technology adoption that emphasize learning from experience.",https://doi.org/10.1162/rest_a_01029
